,C,H,O,heat_rate,T,mass_porc,biomass
3044,48.95,1.38,48.41,5,186.200000000006,96.2189268188035,PP
3045,48.95,1.38,48.41,5,105.200000000003,98.9809873696067,PP
3046,48.95,1.38,48.41,10,321.400000000008,46.1850443599494,PP
3047,48.95,1.38,48.41,10,212.800000000003,92.2433460076046,PP
3048,48.95,1.38,48.41,10,182.200000000002,94.4993662864386,PP
3049,48.95,1.38,48.41,5,591.894999999994,11.3459011557749,PP
3050,48.95,1.38,48.41,10,722.020000000016,7.52851711026617,PP
3051,48.95,1.38,48.41,5,312.151,28.6422997506101,PP
3052,48.95,1.38,48.41,5,275.150000000011,33.8446273899869,PP
3053,48.95,1.38,48.41,10,146.800000000001,95.5893536121673,PP
3054,48.95,1.38,48.41,5,616.694999999993,10.1391756724143,PP
3055,48.95,1.38,48.41,5,276.275000000011,33.4423855622,PP
3056,48.95,1.38,48.41,10,182.800000000002,94.448669201521,PP
3057,48.95,1.38,48.41,10,394.00000000001,24.4359949302916,PP
3058,48.95,1.38,48.41,15,475.291595000013,10.8719052744887,PP
3059,48.95,1.38,48.41,10,47.7999999999985,99.7972116603296,PP
3060,48.95,1.38,48.41,10,157.600000000001,95.0823827629911,PP
3061,48.95,1.38,48.41,5,472.854999999999,18.5058056903811,PP
3062,48.95,1.38,48.41,5,70.1000000000015,99.410045319246,PP
3063,48.95,1.38,48.41,15,494.860895000013,9.79547900968785,PP
3064,48.95,1.38,48.41,5,142.700000000004,98.3105843232952,PP
3065,48.95,1.38,48.41,15,470.399270000013,11.0064585575889,PP
3066,48.95,1.38,48.41,15,508.559405000014,9.47255113024758,PP
3067,48.95,1.38,48.41,15,646.522970000018,2.85252960172233,PP
3068,48.95,1.38,48.41,10,139.600000000001,95.8428390367554,PP
3069,48.95,1.38,48.41,15,330.478775000008,25.0538213132401,PP
3070,48.95,1.38,48.41,5,170.300000000005,96.8088814995575,PP
3071,48.95,1.38,48.41,10,496.600000000014,17.4144486692015,PP
3072,48.95,1.38,48.41,15,319.715660000008,33.0462863293865,PP
3073,48.95,1.38,48.41,5,808.290999999986,2.73792604113593,PP
3074,48.95,1.38,48.41,10,460.000000000013,20.1774397972117,PP
3075,48.95,1.38,48.41,10,658.560000000017,9.22686945500636,PP
3076,48.95,1.38,48.41,15,90.7548500000015,97.3358449946179,PP
3077,48.95,1.38,48.41,5,466.902999999999,18.6935185433482,PP
3078,48.95,1.38,48.41,10,587.800000000017,11.7363751584284,PP
3079,48.95,1.38,48.41,10,497.200000000014,17.4144486692015,PP
3080,48.95,1.38,48.41,10,256.000000000005,82.6362484157161,PP
3081,48.95,1.38,48.41,10,597.400000000018,11.0519645120406,PP
3082,48.95,1.38,48.41,5,255.350000000009,62.9401195999035,PP
3083,48.95,1.38,48.41,15,608.362835000017,3.92895586652316,PP
3084,48.95,1.38,48.41,5,492.694999999998,16.7627577699713,PP
3085,48.95,1.38,48.41,5,372.663000000002,25.1293877879381,PP
3086,48.95,1.38,48.41,5,234.500000000008,86.3505939770991,PP
3087,48.95,1.38,48.41,5,163.100000000005,97.1038588399347,PP
3088,48.95,1.38,48.41,10,177.400000000002,94.7275031685679,PP
3089,48.95,1.38,48.41,5,37.1000000000002,99.8122871470329,PP
3090,48.95,1.38,48.41,5,63.5000000000013,99.4636775629509,PP
3091,48.95,1.38,48.41,5,848.590999999985,0.994878120726244,PP
3092,48.95,1.38,48.41,5,210.200000000007,95.2803625539675,PP
3093,48.95,1.38,48.41,5,155.600000000005,97.5865490332788,PP
3094,48.95,1.38,48.41,10,344.200000000008,31.1026615969582,PP
3095,48.95,1.38,48.41,10,98.1999999999991,97.6425855513308,PP
