,C,H,O,heat_rate,T,mass_porc,biomass_EU
0,61.93,0.91,35.47,20,125.839999999998,98.7096774193549,True
1,61.93,0.91,35.47,15,699.779999999991,37.4912770411724,True
2,61.93,0.91,35.47,10,513.699999999987,50.843989769821,True
3,61.93,0.91,35.47,10,879.999999999998,20.8354646206309,True
4,61.93,0.91,35.47,10,824.199999999992,27.8260869565218,True
5,61.93,0.91,35.47,15,84.7200000000007,99.0230286113049,True
6,61.93,0.91,35.47,15,784.439999999989,23.7090020935101,True
7,61.93,0.91,35.47,15,800.759999999989,19.9406838799721,True
8,61.93,0.91,35.47,10,591.999999999985,44.842284739983,True
9,61.93,0.91,35.47,15,587.579999999993,43.17864619679,True
10,61.93,0.91,35.47,10,343.599999999991,62.6257459505541,True
11,61.93,0.91,35.47,20,491.559999999995,69.1020052310375,True
12,61.93,0.91,35.47,10,370.599999999991,59.0622335890878,True
13,61.93,0.91,35.47,20,578.479999999995,49.433304272014,True
14,61.93,0.91,35.47,15,573.299999999993,43.9462665736218,True
15,61.93,0.91,35.47,15,431.519999999996,55.5478018143755,True
16,61.93,0.91,35.47,15,709.979999999991,36.427076064201,True
17,61.93,0.91,35.47,10,435.399999999989,54.5609548167093,True
18,61.93,0.91,35.47,10,900.7,17.0673486786019,True
19,61.93,0.91,35.47,20,197.999999999998,97.4716652136007,True
20,61.93,0.91,35.47,15,594.719999999993,42.6029309141661,True
21,61.93,0.91,35.47,10,535.299999999987,49.7527706734868,True
22,61.93,0.91,35.47,15,160.200000000001,97.1563154221912,True
23,61.93,0.91,35.47,20,849.079999999994,30.462074978204,True
24,61.93,0.91,35.47,10,714.399999999982,34.9019607843137,True
25,61.93,0.91,35.47,10,72.6999999999982,98.2608695652175,True
26,61.93,0.91,35.47,20,506.319999999995,65.6669572798605,True
27,61.93,0.91,35.47,15,775.25999999999,25.4884856943475,True
28,61.93,0.91,35.47,15,508.019999999994,50.383810188416,True
29,61.93,0.91,35.47,20,201.279999999998,97.384481255449,True
30,61.93,0.91,35.47,10,221.199999999994,89.3776641091219,True
31,61.93,0.91,35.47,15,704.879999999991,37.0376831821354,True
32,61.93,0.91,35.47,10,188.799999999995,90.9121909633419,True
33,61.93,0.91,35.47,15,182.64,96.2665736217725,True
34,61.93,0.91,35.47,10,99.6999999999975,96.3000852514919,True
35,61.93,0.91,35.47,10,901.6,16.8968456947997,True
36,61.93,0.91,35.47,15,137.760000000001,97.7320307048151,True
37,61.93,0.91,35.47,20,217.679999999998,97.1403661726243,True
38,61.93,0.91,35.47,15,697.739999999991,37.5785066294487,True
39,61.93,0.91,35.47,15,268.319999999999,89.6196789951152,True
40,61.93,0.91,35.47,15,33.7200000000002,99.8255408234474,True
41,61.93,0.91,35.47,10,652.299999999984,40.306905370844,True
42,61.93,0.91,35.47,10,771.999999999987,31.4748508098892,True
43,61.93,0.91,35.47,15,794.639999999989,20.3593859036986,True
44,61.93,0.91,35.47,15,138.780000000001,97.7145847871598,True
45,61.93,0.91,35.47,10,260.799999999993,84.5012787723785,True
46,61.93,0.91,35.47,20,850.719999999994,30.357454228422,True
47,61.93,0.91,35.47,10,431.799999999989,54.9872122762149,True
48,61.93,0.91,35.47,20,43.8399999999991,99.7384481255449,True
49,61.93,0.91,35.47,20,652.279999999994,44.8299912816042,True
50,61.93,0.91,35.47,15,66.3600000000006,99.2672714584787,True
51,61.93,0.91,35.47,10,582.999999999985,45.5583972719523,True
52,61.93,0.91,35.47,20,742.479999999993,39.232781168265,True
53,61.93,0.91,35.47,10,475.899999999988,52.6342710997443,True
54,61.93,0.91,35.47,10,158.199999999996,92.5319693094629,True
55,61.93,0.91,35.47,15,239.759999999999,91.8353105373343,True
56,61.93,0.91,35.47,10,553.299999999986,48.5251491901108,True
57,61.93,0.91,35.47,15,499.859999999995,51.1339846475925,True
58,61.93,0.91,35.47,20,219.319999999998,97.1403661726243,True
59,61.93,0.91,35.47,15,420.299999999996,57.9378925331473,True
60,61.93,0.91,35.47,10,175.299999999996,91.5089514066496,True
61,61.93,0.91,35.47,15,128.580000000001,98.1856245638521,True
62,61.93,0.91,35.47,10,744.099999999984,33.4356351236146,True
63,61.93,0.91,35.47,10,636.099999999984,41.3469735720375,True
64,61.93,0.91,35.47,10,62.7999999999985,98.4995737425405,True
65,61.93,0.91,35.47,10,786.399999999988,30.7075873827792,True
66,61.93,0.91,35.47,10,888.099999999998,19.6760443307758,True
67,61.93,0.91,35.47,20,222.599999999998,97.0880557977333,True
68,61.93,0.91,35.47,15,862.979999999988,14.1486392184229,True
69,61.93,0.91,35.47,15,797.699999999989,20.3593859036986,True
70,61.93,0.91,35.47,20,642.439999999994,45.1612903225807,True
71,61.93,0.91,35.47,15,759.95999999999,27.8785764131193,True
72,61.93,0.91,35.47,20,588.319999999995,48.9450741063644,True
73,61.93,0.91,35.47,20,776.919999999993,37.3147340889277,True
74,61.93,0.91,35.47,10,757.599999999985,32.4296675191816,True
75,61.93,0.91,35.47,10,46.5999999999989,99.1304347826087,True
76,61.93,0.91,35.47,15,659.999999999992,40.1256106071179,True
77,61.93,0.91,35.47,10,63.6999999999985,98.4143222506394,True
78,61.93,0.91,35.47,20,627.679999999994,46.0331299040977,True
79,61.93,0.91,35.47,15,263.219999999999,89.7069085833915,True
80,61.93,0.91,35.47,15,655.919999999992,40.195394277739,True
81,61.93,0.91,35.47,15,897.659999999988,11.7236566643406,True
82,61.93,0.91,35.47,20,235.719999999997,96.7741935483871,True
83,61.93,0.91,35.47,15,94.9200000000008,98.7962316817865,True
84,61.93,0.91,35.47,20,332.479999999997,89.2240627724499,True
85,61.93,0.91,35.47,10,467.799999999988,52.924126172208,True
86,61.93,0.91,35.47,10,662.199999999983,39.0622335890878,True
87,61.93,0.91,35.47,20,558.799999999995,50.7759372275501,True
88,61.93,0.91,35.47,10,298.599999999992,72.7024722932651,True
89,61.93,0.91,35.47,20,471.879999999996,71.6826503923278,True
90,61.93,0.91,35.47,10,325.599999999992,64.7570332480818,True
91,61.93,0.91,35.47,15,388.679999999997,71.9993021632938,True
92,61.93,0.91,35.47,10,219.399999999995,89.4629156010231,True
93,61.93,0.91,35.47,10,251.799999999994,85.4049445865303,True
94,61.93,0.91,35.47,15,604.919999999993,42.2889043963713,True
95,61.93,0.91,35.47,10,374.199999999991,58.8746803069054,True
96,61.93,0.91,35.47,20,817.919999999993,34.5422842197035,True
97,61.93,0.91,35.47,20,140.599999999998,98.5004359197908,True
98,61.93,0.91,35.47,15,749.75999999999,29.6929518492673,True
99,61.93,0.91,35.47,15,770.15999999999,26.0816468946267,True
100,61.93,0.91,35.47,15,427.439999999996,56.3154221912073,True
101,61.93,0.91,35.47,10,127.599999999997,94.4757033248082,True
102,61.93,0.91,35.47,10,768.399999999986,31.7647058823529,True
103,61.93,0.91,35.47,10,760.299999999985,32.2250639386189,True
104,61.93,0.91,35.47,20,694.919999999994,41.691368788143,True
105,61.93,0.91,35.47,10,573.999999999986,46.0699062233589,True
106,61.93,0.91,35.47,10,889.899999999999,19.23273657289,True
107,61.93,0.91,35.47,15,335.639999999997,85.3803210048848,True
108,61.93,0.91,35.47,10,167.199999999996,91.9693094629156,True
109,61.93,0.91,35.47,20,429.239999999996,82.8247602441151,True
110,61.93,0.91,35.47,10,230.199999999994,88.5763000852515,True
111,61.93,0.91,35.47,10,67.2999999999984,98.380221653879,True
112,61.93,0.91,35.47,10,700.899999999982,35.8397271952259,True
113,61.93,0.91,35.47,10,790.899999999989,30.5200341005968,True
114,61.93,0.91,35.47,20,598.159999999995,48.3696599825632,True
115,61.93,0.91,35.47,10,225.699999999994,88.9855072463769,True
116,61.93,0.91,35.47,15,491.699999999995,51.5177948360084,True
117,61.93,0.91,35.47,10,238.299999999994,87.5703324808184,True
118,61.93,0.91,35.47,15,253.019999999999,90.4047452896022,True
119,61.93,0.91,35.47,15,214.26,94.8883461270063,True
120,61.93,0.91,35.47,15,852.779999999988,15.3000697836706,True
121,61.93,0.91,35.47,20,571.919999999995,50.1307759372276,True
122,61.93,0.91,35.47,10,654.999999999984,40.0682011935209,True
123,61.93,0.91,35.47,10,682.899999999983,37.3231031543052,True
124,61.93,0.91,35.47,10,392.19999999999,58.0562659846548,True
125,61.93,0.91,35.47,20,120.919999999998,98.7794245858762,True
126,61.93,0.91,35.47,10,643.299999999984,40.9889173060529,True
127,61.93,0.91,35.47,10,434.499999999989,54.6462063086104,True
128,61.93,0.91,35.47,20,132.399999999998,98.6399302528335,True
129,61.93,0.91,35.47,10,585.699999999985,45.38789428815,True
130,61.93,0.91,35.47,15,227.519999999999,93.4926727145848,True
131,61.93,0.91,35.47,10,492.999999999988,51.9352088661552,True
132,61.93,0.91,35.47,10,519.999999999987,50.6223358908781,True
133,61.93,0.91,35.47,10,337.299999999992,63.4953111679455,True
134,61.93,0.91,35.47,15,114.300000000001,98.4822051639916,True
135,61.93,0.91,35.47,10,373.299999999991,58.9769820971867,True
136,61.93,0.91,35.47,15,229.559999999999,93.3705512909979,True
137,61.93,0.91,35.47,20,883.519999999996,26.5387968613775,True
138,61.93,0.91,35.47,20,794.959999999993,36.40802092415,True
139,61.93,0.91,35.47,15,716.099999999991,35.8164689462666,True
140,61.93,0.91,35.47,10,751.299999999985,33.0946291560102,True
141,61.93,0.91,35.47,15,700.799999999991,37.4214933705513,True
142,61.93,0.91,35.47,15,296.879999999998,88.4508025122122,True
143,61.93,0.91,35.47,10,678.399999999983,37.6470588235294,True
144,61.93,0.91,35.47,15,389.699999999997,71.2316817864619,True
145,61.93,0.91,35.47,15,394.799999999996,69.4870900209351,True
146,61.93,0.91,35.47,10,684.699999999983,37.1014492753623,True
147,61.93,0.91,35.47,10,128.499999999997,94.4757033248082,True
148,61.93,0.91,35.47,20,401.359999999996,84.7253705318222,True
149,61.93,0.91,35.47,10,105.999999999997,96.0102301790282,True
150,61.93,0.91,35.47,10,214.899999999995,89.8039215686275,True
151,61.93,0.91,35.47,15,648.779999999992,40.3349616189812,True
152,61.93,0.91,35.47,15,384.599999999997,73.0460572226099,True
153,61.93,0.91,35.47,10,113.199999999997,95.5498721227622,True
154,61.93,0.91,35.47,15,67.3800000000006,99.2672714584787,True
155,61.93,0.91,35.47,15,139.800000000001,97.7145847871598,True
156,61.93,0.91,35.47,10,744.999999999984,33.3503836317136,True
157,61.93,0.91,35.47,20,329.199999999997,89.2589363557106,True
158,61.93,0.91,35.47,10,341.799999999991,62.6427962489344,True
159,61.93,0.91,35.47,15,808.919999999989,18.8764829030007,True
160,61.93,0.91,35.47,15,714.059999999991,35.8339148639218,True
161,61.93,0.91,35.47,15,235.679999999999,92.2540125610607,True
162,61.93,0.91,35.47,20,837.599999999994,32.153443766347,True
163,61.93,0.91,35.47,15,480.479999999995,52.2156315422191,True
164,61.93,0.91,35.47,10,409.29999999999,56.4705882352942,True
165,61.93,0.91,35.47,20,188.159999999998,97.6460331299041,True
166,61.93,0.91,35.47,15,266.279999999999,89.6371249127705,True
167,61.93,0.91,35.47,10,860.199999999995,23.9386189258312,True
168,61.93,0.91,35.47,20,535.839999999995,55.6582388840454,True
169,61.93,0.91,35.47,20,155.359999999998,98.3783783783784,True
170,61.93,0.91,35.47,10,545.199999999986,49.3435635123615,True
171,61.93,0.91,35.47,10,842.199999999994,27.0076726342711,True
172,61.93,0.91,35.47,20,727.719999999993,39.8779424585876,True
173,61.93,0.91,35.47,20,322.639999999997,90.2005231037489,True
174,61.93,0.91,35.47,15,241.799999999999,91.0676901605024,True
175,61.93,0.91,35.47,10,690.999999999983,36.692242114237,True
176,61.93,0.91,35.47,10,249.099999999994,85.6265984654731,True
177,61.93,0.91,35.47,15,87.7800000000008,98.9881367759944,True
178,61.93,0.91,35.47,15,560.039999999994,44.80111653873,True
179,61.93,0.91,35.47,10,622.599999999984,42.2847399829497,True
180,61.93,0.91,35.47,10,32.1999999999993,99.6419437340154,True
181,61.93,0.91,35.47,15,352.979999999997,82.658757850663,True
182,61.93,0.91,35.47,10,141.099999999997,93.3333333333334,True
183,61.93,0.91,35.47,10,695.499999999983,36.2830349531117,True
184,61.93,0.91,35.47,15,340.739999999997,84.9441730635031,True
185,61.93,0.91,35.47,15,232.619999999999,93.0390788555478,True
186,61.93,0.91,35.47,15,147.960000000001,97.3482205163991,True
187,61.93,0.91,35.47,10,672.099999999983,38.4825234441603,True
188,61.93,0.91,35.47,15,156.120000000001,97.208653175157,True
189,61.93,0.91,35.47,20,512.879999999995,64.3417611159547,True
190,61.93,0.91,35.47,15,465.179999999995,53.3321702721563,True
191,61.93,0.91,35.47,10,868.299999999996,23.2395566922421,True
192,61.93,0.91,35.47,20,834.319999999993,32.2406277244987,True
193,61.93,0.91,35.47,10,224.799999999994,89.0196078431373,True
194,61.93,0.91,35.47,10,710.799999999982,35.1236146632566,True
195,61.93,0.91,35.47,20,788.399999999993,36.6346992153444,True
196,61.93,0.91,35.47,10,38.4999999999991,99.4543904518329,True
197,61.93,0.91,35.47,15,477.419999999995,52.5994417306351,True
198,61.93,0.91,35.47,15,159.180000000001,97.1563154221912,True
199,61.93,0.91,35.47,10,186.999999999995,91.0144927536232,True
200,61.93,0.91,35.47,20,214.399999999998,97.1926765475153,True
201,61.93,0.91,35.47,20,111.079999999999,98.9537925021796,True
202,61.93,0.91,35.47,10,706.299999999982,35.5328218243819,True
203,61.93,0.91,35.47,15,135.720000000001,97.8890439637125,True
204,61.93,0.91,35.47,15,543.719999999994,46.2665736217725,True
205,61.93,0.91,35.47,20,389.879999999996,85.4577157802964,True
206,61.93,0.91,35.47,15,712.019999999991,36.0083740404745,True
207,61.93,0.91,35.47,10,226.599999999994,88.917306052856,True
208,61.93,0.91,35.47,10,798.099999999989,30.1108269394714,True
209,61.93,0.91,35.47,15,240.779999999999,91.5212840195394,True
210,61.93,0.91,35.47,10,408.39999999999,56.5558397271952,True
211,61.93,0.91,35.47,15,209.16,94.9581297976274,True
212,61.93,0.91,35.47,15,439.679999999996,54.6580600139567,True
213,61.93,0.91,35.47,15,552.899999999994,45.4815073272854,True
214,61.93,0.91,35.47,15,328.499999999998,85.8862526168876,True
215,61.93,0.91,35.47,10,206.799999999995,90.1790281329924,True
216,61.93,0.91,35.47,10,765.699999999986,31.9693094629156,True
217,61.93,0.91,35.47,10,433.599999999989,54.7144075021313,True
218,61.93,0.91,35.47,10,501.999999999987,51.5089514066496,True
219,61.93,0.91,35.47,10,211.299999999995,89.9744245524297,True
220,61.93,0.91,35.47,10,449.799999999989,53.84484228474,True
221,61.93,0.91,35.47,10,279.699999999993,76.9138959931799,True
222,61.93,0.91,35.47,10,610.899999999985,43.3418584825235,True
223,61.93,0.91,35.47,15,249.959999999999,90.5094207955338,True
224,61.93,0.91,35.47,10,736.899999999983,33.7936913895993,True
225,61.93,0.91,35.47,20,640.799999999994,45.231037489102,True
226,61.93,0.91,35.47,10,430.899999999989,55.0213128729753,True
227,61.93,0.91,35.47,15,85.7400000000007,99.0230286113049,True
228,61.93,0.91,35.47,15,203.04,95.2896022330775,True
229,61.93,0.91,35.47,20,343.959999999997,87.9686137750654,True
230,61.93,0.91,35.47,10,568.599999999986,46.7348678601876,True
231,61.93,0.91,35.47,20,768.719999999993,37.6809067131648,True
232,61.93,0.91,35.47,10,275.199999999993,80.8013640238704,True
233,61.93,0.91,35.47,15,705.899999999991,36.9155617585485,True
234,61.93,0.91,35.47,10,234.699999999994,88.2011935208866,True
235,61.93,0.91,35.47,15,400.919999999996,67.271458478716,True
236,61.93,0.91,35.47,20,831.039999999993,32.5544899738448,True
237,61.93,0.91,35.47,10,235.599999999994,88.1670929241262,True
238,61.93,0.91,35.47,15,183.66,96.1793440334962,True
239,61.93,0.91,35.47,15,688.559999999991,38.1367759944173,True
240,61.93,0.91,35.47,10,826.899999999992,27.7578857630009,True
241,61.93,0.91,35.47,10,733.299999999983,33.9300937766411,True
242,61.93,0.91,35.47,20,493.199999999995,68.8753269398431,True
243,61.93,0.91,35.47,15,904.799999999987,9.21144452198183,True
244,61.93,0.91,35.47,15,230.579999999999,93.3182135380321,True
245,61.93,0.91,35.47,20,263.599999999997,94.768962510898,True
246,61.93,0.91,35.47,15,677.339999999991,39.026517794836,True
247,61.93,0.91,35.47,20,530.919999999995,57.6460331299041,True
248,61.93,0.91,35.47,10,473.199999999988,52.7365728900256,True
249,61.93,0.91,35.47,10,672.999999999983,38.3290707587383,True
250,61.93,0.91,35.47,20,353.799999999997,87.2885789014821,True
251,61.93,0.91,35.47,10,726.099999999982,34.2881500426257,True
252,61.93,0.91,35.47,10,793.599999999989,30.2472293265132,True
253,61.93,0.91,35.47,20,857.279999999995,29.5030514385353,True
254,61.93,0.91,35.47,10,631.599999999984,41.8243819266837,True
255,61.93,0.91,35.47,10,92.4999999999977,97.152600170503,True
256,61.93,0.91,35.47,20,32.3599999999992,99.8779424585877,True
257,61.93,0.91,35.47,15,863.999999999988,14.1486392184229,True
258,61.93,0.91,35.47,10,118.599999999997,95.1065643648764,True
259,61.93,0.91,35.47,15,877.259999999988,13.7124912770412,True
260,61.93,0.91,35.47,15,855.839999999988,15.3000697836706,True
261,61.93,0.91,35.47,10,414.69999999999,55.9249786871271,True
262,61.93,0.91,35.47,10,636.999999999984,41.227621483376,True
263,61.93,0.91,35.47,15,215.28,94.8534542916958,True
264,61.93,0.91,35.47,15,432.539999999996,55.4256803907886,True
265,61.93,0.91,35.47,10,661.299999999983,39.1645353793692,True
266,61.93,0.91,35.47,10,267.999999999993,83.2054560954817,True
267,61.93,0.91,35.47,20,383.319999999996,85.6320836965999,True
268,61.93,0.91,35.47,10,791.799999999989,30.4688832054561,True
269,61.93,0.91,35.47,15,843.599999999988,15.387299371947,True
270,61.93,0.91,35.47,10,861.099999999996,23.921568627451,True
271,61.93,0.91,35.47,20,475.159999999996,71.4908456843941,True
272,61.93,0.91,35.47,10,385.89999999999,58.4313725490196,True
273,61.93,0.91,35.47,10,119.499999999997,95.0554134697357,True
274,61.93,0.91,35.47,20,86.4799999999987,99.3722755013078,True
275,61.93,0.91,35.47,20,115.999999999998,98.9014821272886,True
276,61.93,0.91,35.47,15,469.259999999995,53.1402651779484,True
277,61.93,0.91,35.47,15,533.519999999994,47.3307745987439,True
278,61.93,0.91,35.47,20,355.439999999997,87.027027027027,True
279,61.93,0.91,35.47,15,883.379999999988,13.5205861828332,True
280,61.93,0.91,35.47,15,228.539999999999,93.3705512909979,True
281,61.93,0.91,35.47,10,634.299999999984,41.6197783461211,True
282,61.93,0.91,35.47,10,274.299999999993,80.8184143222506,True
283,61.93,0.91,35.47,15,882.359999999988,13.5205861828332,True
284,61.93,0.91,35.47,20,824.479999999993,33.4263295553618,True
285,61.93,0.91,35.47,20,553.879999999995,51.5257192676547,True
286,61.93,0.91,35.47,15,679.379999999991,38.764829030007,True
287,61.93,0.91,35.47,15,121.440000000001,98.2903000697837,True
288,61.93,0.91,35.47,15,43.9200000000003,99.6510816468946,True
289,61.93,0.91,35.47,15,830.339999999989,16.817864619679,True
290,61.93,0.91,35.47,10,560.499999999986,47.843137254902,True
291,61.93,0.91,35.47,15,829.319999999989,16.817864619679,True
292,61.93,0.91,35.47,15,38.8200000000003,99.7557571528263,True
293,61.93,0.91,35.47,10,315.699999999992,66.5302642796249,True
294,61.93,0.91,35.47,20,537.479999999995,55.640802092415,True
295,61.93,0.91,35.47,15,673.259999999991,39.2009769713887,True
296,61.93,0.91,35.47,10,318.399999999992,66.15515771526,True
297,61.93,0.91,35.47,15,653.879999999992,40.2477320307048,True
298,61.93,0.91,35.47,15,753.83999999999,28.9427773900907,True
299,61.93,0.91,35.47,10,512.799999999987,50.9121909633419,True
300,61.93,0.91,35.47,15,905.819999999988,9.21144452198183,True
301,61.93,0.91,35.47,20,25.7999999999992,100.0,True
302,61.93,0.91,35.47,15,298.919999999998,88.4333565945569,True
303,61.93,0.91,35.47,10,702.699999999982,35.771526001705,True
304,61.93,0.91,35.47,15,220.379999999999,94.347522679693,True
305,61.93,0.91,35.47,10,339.099999999991,63.2566069906224,True
306,61.93,0.91,35.47,10,703.599999999982,35.7544757033248,True
307,61.93,0.91,35.47,15,676.319999999991,39.1137473831124,True
308,61.93,0.91,35.47,15,710.999999999991,36.4096301465457,True
309,61.93,0.91,35.47,15,719.159999999991,35.2756454989532,True
310,61.93,0.91,35.47,20,258.679999999997,94.9433304272014,True
311,61.93,0.91,35.47,20,716.239999999994,40.5405405405405,True
312,61.93,0.91,35.47,15,172.44,96.6503838101884,True
313,61.93,0.91,35.47,20,304.599999999997,92.0139494333043,True
314,61.93,0.91,35.47,20,388.239999999996,85.4751525719268,True
315,61.93,0.91,35.47,10,281.499999999993,76.3171355498721,True
316,61.93,0.91,35.47,10,258.099999999994,84.6035805626599,True
317,61.93,0.91,35.47,20,839.239999999994,32.0313862249346,True
318,61.93,0.91,35.47,15,490.679999999995,51.6748080949058,True
319,61.93,0.91,35.47,15,322.379999999998,86.496859734822,True
320,61.93,0.91,35.47,15,801.779999999989,19.9406838799721,True
321,61.93,0.91,35.47,15,572.279999999993,44.0858339148639,True
322,61.93,0.91,35.47,15,338.699999999997,84.9616189811584,True
323,61.93,0.91,35.47,15,24.5400000000001,100.0,True
324,61.93,0.91,35.47,20,658.839999999994,44.4463818657367,True
325,61.93,0.91,35.47,15,191.82,95.8478715980461,True
326,61.93,0.91,35.47,15,330.539999999998,85.7641311933008,True
327,61.93,0.91,35.47,10,546.999999999986,49.2583120204604,True
328,61.93,0.91,35.47,15,455.999999999995,53.698534542917,True
329,61.93,0.91,35.47,20,771.999999999993,37.5937227550131,True
330,61.93,0.91,35.47,10,204.999999999995,90.2472293265132,True
331,61.93,0.91,35.47,20,481.719999999995,71.2118570183086,True
332,61.93,0.91,35.47,15,568.199999999993,44.3998604326588,True
333,61.93,0.91,35.47,10,203.199999999995,90.2983802216539,True
334,61.93,0.91,35.47,10,715.299999999982,34.8678601875533,True
335,61.93,0.91,35.47,20,568.639999999995,50.357454228422,True
336,61.93,0.91,35.47,15,256.079999999999,90.0907187718074,True
337,61.93,0.91,35.47,10,345.399999999991,61.8755328218244,True
338,61.93,0.91,35.47,10,191.499999999995,90.7246376811595,True
339,61.93,0.91,35.47,20,639.159999999994,45.3705318221447,True
340,61.93,0.91,35.47,15,783.41999999999,23.7613398464759,True
341,61.93,0.91,35.47,15,739.55999999999,31.9783670621074,True
342,61.93,0.91,35.47,15,77.5800000000007,99.1451500348918,True
343,61.93,0.91,35.47,20,366.919999999996,86.3121185701831,True
344,61.93,0.91,35.47,20,148.799999999998,98.4655623365301,True
345,61.93,0.91,35.47,10,386.79999999999,58.3461210571185,True
346,61.93,0.91,35.47,10,800.799999999989,29.923273657289,True
347,61.93,0.91,35.47,15,440.699999999996,54.5010467550593,True
348,61.93,0.91,35.47,20,653.919999999994,44.8299912816042,True
349,61.93,0.91,35.47,10,331.899999999992,63.9897698209719,True
350,61.93,0.91,35.47,20,186.519999999998,97.6983435047952,True
351,61.93,0.91,35.47,20,648.999999999994,44.8823016564952,True
352,61.93,0.91,35.47,10,816.099999999991,28.7297527706735,True
353,61.93,0.91,35.47,10,117.699999999997,95.2429667519182,True
354,61.93,0.91,35.47,15,541.679999999994,46.5282623866016,True
355,61.93,0.91,35.47,10,483.999999999988,52.3444160272805,True
356,61.93,0.91,35.47,10,321.999999999992,65.5242966751918,True
357,61.93,0.91,35.47,15,757.91999999999,28.1926029309142,True
358,61.93,0.91,35.47,15,463.139999999995,53.3670621074669,True
359,61.93,0.91,35.47,10,612.699999999985,43.2736572890026,True
360,61.93,0.91,35.47,15,694.679999999991,37.665736217725,True
361,61.93,0.91,35.47,10,556.899999999986,48.3034953111679,True
362,61.93,0.91,35.47,10,457.899999999989,53.6231884057971,True
363,61.93,0.91,35.47,10,80.799999999998,97.6982097186701,True
364,61.93,0.91,35.47,10,209.499999999995,90.0426257459506,True
365,61.93,0.91,35.47,15,567.179999999993,44.4696441032798,True
366,61.93,0.91,35.47,10,179.799999999996,91.3895993179881,True
367,61.93,0.91,35.47,10,43.899999999999,99.1645353793692,True
368,61.93,0.91,35.47,10,657.699999999984,39.7101449275363,True
369,61.93,0.91,35.47,15,779.33999999999,24.6685275645499,True
370,61.93,0.91,35.47,10,44.7999999999989,99.147485080989,True
371,61.93,0.91,35.47,15,526.379999999994,48.2728541521284,True
372,61.93,0.91,35.47,15,198.96,95.5687369155618,True
373,61.93,0.91,35.47,10,399.39999999999,57.306052855925,True
374,61.93,0.91,35.47,20,735.919999999993,39.4071490845685,True
375,61.93,0.91,35.47,15,769.13999999999,26.2037683182135,True
376,61.93,0.91,35.47,20,330.839999999997,89.2414995640802,True
377,61.93,0.91,35.47,10,476.799999999988,52.6001705029838,True
378,61.93,0.91,35.47,10,520.899999999987,50.6052855924979,True
379,61.93,0.91,35.47,10,481.299999999988,52.3785166240409,True
380,61.93,0.91,35.47,15,141.840000000001,97.4877878576413,True
381,61.93,0.91,35.47,10,835.899999999993,27.2463768115942,True
382,61.93,0.91,35.47,15,48.0000000000004,99.5812979762735,True
383,61.93,0.91,35.47,10,642.399999999984,40.9889173060529,True
384,61.93,0.91,35.47,10,437.199999999989,54.458653026428,True
385,61.93,0.91,35.47,20,143.879999999998,98.4829991281604,True
386,61.93,0.91,35.47,10,327.399999999992,64.535379369139,True
387,61.93,0.91,35.47,15,109.200000000001,98.5868806699233,True
388,61.93,0.91,35.47,10,891.699999999999,18.9940323955669,True
389,61.93,0.91,35.47,10,30.3999999999993,99.7101449275363,True
390,61.93,0.91,35.47,15,606.959999999993,42.271458478716,True
391,61.93,0.91,35.47,10,240.999999999994,87.075873827792,True
392,61.93,0.91,35.47,10,859.299999999995,24.0238704177323,True
393,61.93,0.91,35.47,10,781.899999999988,30.997442455243,True
394,61.93,0.91,35.47,20,271.799999999997,93.8099389712293,True
395,61.93,0.91,35.47,20,147.159999999998,98.4655623365301,True
396,61.93,0.91,35.47,10,526.299999999987,50.2813299232737,True
397,61.93,0.91,35.47,15,80.6400000000007,99.1102581995813,True
398,61.93,0.91,35.47,20,683.439999999994,42.2144725370532,True
399,61.93,0.91,35.47,20,709.679999999994,41.0113339145597,True
400,61.93,0.91,35.47,15,521.279999999994,48.6217725052338,True
401,61.93,0.91,35.47,10,892.599999999999,18.8405797101449,True
402,61.93,0.91,35.47,15,764.03999999999,26.7445917655269,True
403,61.93,0.91,35.47,10,764.799999999986,31.9863597612959,True
404,61.93,0.91,35.47,10,312.099999999992,67.843137254902,True
405,61.93,0.91,35.47,20,765.439999999993,37.7855274629468,True
406,61.93,0.91,35.47,20,660.479999999994,44.3940714908457,True
407,61.93,0.91,35.47,10,329.199999999992,64.075021312873,True
408,61.93,0.91,35.47,10,762.999999999986,32.0886615515772,True
409,61.93,0.91,35.47,10,412.89999999999,56.0443307757886,True
410,61.93,0.91,35.47,20,573.559999999995,50.0610287707062,True
411,61.93,0.91,35.47,15,751.79999999999,29.3265875785066,True
412,61.93,0.91,35.47,10,56.4999999999986,98.7212276214834,True
413,61.93,0.91,35.47,20,717.879999999994,40.5056669572799,True
414,61.93,0.91,35.47,20,273.439999999997,93.740191804708,True
415,61.93,0.91,35.47,20,814.639999999993,34.716652136007,True
416,61.93,0.91,35.47,15,636.539999999992,40.9979064898814,True
417,61.93,0.91,35.47,10,403.89999999999,57.1014492753623,True
418,61.93,0.91,35.47,20,325.919999999997,89.6251089799477,True
419,61.93,0.91,35.47,10,33.0999999999992,99.6248934356352,True
420,61.93,0.91,35.47,15,804.839999999989,19.9406838799721,True
421,61.93,0.91,35.47,15,740.57999999999,31.8562456385206,True
422,61.93,0.91,35.47,20,757.239999999993,38.2388840453357,True
423,61.93,0.91,35.47,10,470.499999999988,52.8559249786872,True
424,61.93,0.91,35.47,15,599.819999999993,42.4110258199582,True
