,C,H,O,heat_rate,T,mass_porc,biomass_ESP
1087,41.67,5.28,39.77,20,845,6.25754041663314,True
1088,41.67,5.28,39.77,10,349,19.80365,True
1089,41.67,5.28,39.77,15,409,16.43022,True
1090,41.67,5.28,39.77,15,80,100.04109,True
1091,41.67,5.28,39.77,10,725,5.66943,True
1092,41.67,5.28,39.77,10,832,5.94272,True
1093,41.67,5.28,39.77,15,877,5.01101,True
1094,41.67,5.28,39.77,10,428,10.1736,True
1095,41.67,5.28,39.77,20,817,6.31786374969838,True
1096,41.67,5.28,39.77,10,343,20.5301,True
1097,41.67,5.28,39.77,15,675,6.66875,True
1098,41.67,5.28,39.77,10,870,6.2101,True
1099,41.67,5.28,39.77,20,49,100.0,True
1100,41.67,5.28,39.77,15,301,46.75173,True
1101,41.67,5.28,39.77,20,765,6.47872597120571,True
1102,41.67,5.28,39.77,10,931,6.22593,True
1103,41.67,5.28,39.77,10,320,23.74033,True
1104,41.67,5.28,39.77,10,79,100.00892,True
1105,41.67,5.28,39.77,20,561,8.22810263009729,True
1106,41.67,5.28,39.77,20,542,8.75090484999602,True
1107,41.67,5.28,39.77,15,390,18.75174,True
1108,41.67,5.28,39.77,15,785,5.3192,True
1109,41.67,5.28,39.77,10,863,5.95952,True
1110,41.67,5.28,39.77,10,327,22.73555,True
1111,41.67,5.28,39.77,10,544,6.74217,True
1112,41.67,5.28,39.77,10,756,5.72705,True
1113,41.67,5.28,39.77,15,288,57.25373,True
1114,41.67,5.28,39.77,10,92,99.68084,True
1115,41.67,5.28,39.77,10,735,5.70288,True
1116,41.67,5.28,39.77,20,757,6.49883374889407,True
1117,41.67,5.28,39.77,10,43,100.0,True
1118,41.67,5.28,39.77,10,824,5.87324,True
1119,41.67,5.28,39.77,15,901,5.01101,True
1120,41.67,5.28,39.77,10,103,99.45908,True
1121,41.67,5.28,39.77,20,77,100.0,True
1122,41.67,5.28,39.77,15,732,6.49655,True
1123,41.67,5.28,39.77,15,235,94.39204,True
1124,41.67,5.28,39.77,10,853,6.03708,True
1125,41.67,5.28,39.77,15,763,6.21513,True
1126,41.67,5.28,39.77,10,785,5.81742,True
1127,41.67,5.28,39.77,10,198,97.79614,True
1128,41.67,5.28,39.77,15,254,89.44286,True
1129,41.67,5.28,39.77,15,52,99.93302,True
1130,41.67,5.28,39.77,10,412,11.86601,True
1131,41.67,5.28,39.77,15,544,7.59683,True
1132,41.67,5.28,39.77,10,550,6.71377,True
1133,41.67,5.28,39.77,15,782,5.21541,True
1134,41.67,5.28,39.77,20,660,6.90098930266219,True
1135,41.67,5.28,39.77,10,534,6.78397,True
1136,41.67,5.28,39.77,15,295,51.8599,True
1137,41.67,5.28,39.77,10,762,5.71812,True
1138,41.67,5.28,39.77,10,660,5.7267,True
1139,41.67,5.28,39.77,15,654,6.77444,True
1140,41.67,5.28,39.77,10,605,6.06877,True
1141,41.67,5.28,39.77,10,189,98.49029,True
1142,41.67,5.28,39.77,15,560,7.34978,True
1143,41.67,5.28,39.77,10,638,5.75286,True
1144,41.67,5.28,39.77,10,242,91.33414,True
1145,41.67,5.28,39.77,10,501,6.91678,True
1146,41.67,5.28,39.77,10,192,98.2776,True
1147,41.67,5.28,39.77,10,63,100.10792,True
1148,41.67,5.28,39.77,20,219,97.5870666773909,True
1149,41.67,5.28,39.77,15,32,100.0,True
1150,41.67,5.28,39.77,15,290,55.0734,True
1151,41.67,5.28,39.77,10,807,5.65936,True
1152,41.67,5.28,39.77,15,283,64.96969,True
1153,41.67,5.28,39.77,10,225,95.4996,True
1154,41.67,5.28,39.77,10,44,100.0,True
1155,41.67,5.28,39.77,20,654,6.98142041341593,True
1156,41.67,5.28,39.77,10,740,5.77882,True
1157,41.67,5.28,39.77,20,57,100.0,True
1158,41.67,5.28,39.77,20,696,6.69991152577813,True
1159,41.67,5.28,39.77,20,813,6.35807930507525,True
1160,41.67,5.28,39.77,20,430,16.3114292608381,True
1161,41.67,5.28,39.77,10,419,11.06173,True
1162,41.67,5.28,39.77,15,327,30.15922,True
1163,41.67,5.28,39.77,10,847,5.8319,True
1164,41.67,5.28,39.77,20,119,99.8994611115579,True
1165,41.67,5.28,39.77,15,806,4.98564,True
1166,41.67,5.28,39.77,10,857,6.22059,True
1167,41.67,5.28,39.77,20,505,10.6410359527064,True
1168,41.67,5.28,39.77,20,748,6.49883374889407,True
1169,41.67,5.28,39.77,20,72,100.0,True
1170,41.67,5.28,39.77,10,310,27.01081,True
1171,41.67,5.28,39.77,10,570,6.59969,True
1172,41.67,5.28,39.77,20,747,6.49883374889407,True
1173,41.67,5.28,39.77,10,651,5.63357,True
1174,41.67,5.28,39.77,10,306,28.96865,True
1175,41.67,5.28,39.77,10,869,6.04309,True
1176,41.67,5.28,39.77,15,640,6.83928,True
1177,41.67,5.28,39.77,15,584,7.00838,True
1178,41.67,5.28,39.77,10,202,97.6157,True
1179,41.67,5.28,39.77,10,307,28.54938,True
1180,41.67,5.28,39.77,15,838,5.01101,True
1181,41.67,5.28,39.77,15,904,5.01101,True
1182,41.67,5.28,39.77,15,533,7.8281,True
1183,41.67,5.28,39.77,15,736,6.37484,True
1184,41.67,5.28,39.77,20,365,24.1333547816296,True
1185,41.67,5.28,39.77,15,823,5.01101,True
1186,41.67,5.28,39.77,10,237,93.08999,True
1187,41.67,5.28,39.77,20,473,12.6920292769243,True
1188,41.67,5.28,39.77,15,43,100.0,True
1189,41.67,5.28,39.77,20,762,6.47872597120571,True
1190,41.67,5.28,39.77,10,842,5.68286,True
1191,41.67,5.28,39.77,20,518,9.89704817823528,True
1192,41.67,5.28,39.77,15,35,100.0,True
1193,41.67,5.28,39.77,15,68,100.03309,True
1194,41.67,5.28,39.77,10,621,5.90291,True
1195,41.67,5.28,39.77,10,317,24.37839,True
1196,41.67,5.28,39.77,15,801,4.98002,True
1197,41.67,5.28,39.77,15,370,21.4819,True
1198,41.67,5.28,39.77,15,465,11.7131,True
1199,41.67,5.28,39.77,10,754,5.76087,True
1200,41.67,5.28,39.77,10,665,5.86767,True
1201,41.67,5.28,39.77,15,391,18.63007,True
1202,41.67,5.28,39.77,20,552,8.34874929622776,True
1203,41.67,5.28,39.77,15,96,99.99279,True
1204,41.67,5.28,39.77,10,753,5.7755,True
1205,41.67,5.28,39.77,10,627,5.87156,True
1206,41.67,5.28,39.77,10,832,5.68115,True
1207,41.67,5.28,39.77,10,802,5.63941,True
1208,41.67,5.28,39.77,10,824,5.82713,True
1209,41.67,5.28,39.77,15,518,8.41517,True
1210,41.67,5.28,39.77,15,618,6.89088,True
1211,41.67,5.28,39.77,10,461,8.08307,True
1212,41.67,5.28,39.77,20,518,9.81661706748169,True
1213,41.67,5.28,39.77,20,85,100.0,True
1214,41.67,5.28,39.77,20,772,6.4586181935172,True
1215,41.67,5.28,39.77,15,33,100.0,True
1216,41.67,5.28,39.77,10,531,6.79412,True
1217,41.67,5.28,39.77,20,454,14.1196814928014,True
1218,41.67,5.28,39.77,10,593,6.30697,True
1219,41.67,5.28,39.77,20,632,7.16239041261162,True
1220,41.67,5.28,39.77,10,638,5.71831,True
1221,41.67,5.28,39.77,20,640,7.08195930185789,True
1222,41.67,5.28,39.77,10,841,5.65459,True
1223,41.67,5.28,39.77,10,431,9.97879,True
1224,41.67,5.28,39.77,10,543,6.74842,True
1225,41.67,5.28,39.77,10,815,5.834,True
1226,41.67,5.28,39.77,10,563,6.65152,True
1227,41.67,5.28,39.77,15,520,8.32716,True
1228,41.67,5.28,39.77,20,477,12.430628166975,True
1229,41.67,5.28,39.77,10,489,7.07549,True
1230,41.67,5.28,39.77,10,823,5.86021,True
1231,41.67,5.28,39.77,10,520,6.82757,True
1232,41.67,5.28,39.77,10,522,6.82357,True
1233,41.67,5.28,39.77,20,496,11.1437303949168,True
1234,41.67,5.28,39.77,20,667,6.86077374728546,True
1235,41.67,5.28,39.77,10,108,99.33851,True
1236,41.67,5.28,39.77,15,324,31.32839,True
1237,41.67,5.28,39.77,10,711,5.83189,True
1238,41.67,5.28,39.77,15,394,18.26619,True
1239,41.67,5.28,39.77,10,480,7.24711,True
1240,41.67,5.28,39.77,15,209,97.62128,True
1241,41.67,5.28,39.77,15,779,5.61713,True
1242,41.67,5.28,39.77,20,703,6.67980374808977,True
1243,41.67,5.28,39.77,10,441,9.30696,True
1244,41.67,5.28,39.77,10,392,14.21896,True
1245,41.67,5.28,39.77,15,708,6.5713,True
1246,41.67,5.28,39.77,15,34,100.0,True
1247,41.67,5.28,39.77,10,454,8.48694,True
1248,41.67,5.28,39.77,10,796,5.72705,True
1249,41.67,5.28,39.77,20,828,6.29775597201001,True
1250,41.67,5.28,39.77,10,780,5.86767,True
1251,41.67,5.28,39.77,15,783,5.43637,True
1252,41.67,5.28,39.77,10,659,5.71095,True
1253,41.67,5.28,39.77,10,277,57.8922,True
1254,41.67,5.28,39.77,20,202,99.2761200032172,True
1255,41.67,5.28,39.77,15,783,5.53854,True
1256,41.67,5.28,39.77,20,640,7.10206707954639,True
1257,41.67,5.28,39.77,10,94,99.65064,True
1258,41.67,5.28,39.77,10,51,99.88768,True
1259,41.67,5.28,39.77,20,92,100.0,True
1260,41.67,5.28,39.77,10,477,7.332,True
1261,41.67,5.28,39.77,10,760,5.66467,True
1262,41.67,5.28,39.77,20,761,6.49883374889407,True
1263,41.67,5.28,39.77,10,472,7.51995,True
1264,41.67,5.28,39.77,15,572,7.14573,True
1265,41.67,5.28,39.77,20,444,15.0245314887799,True
1266,41.67,5.28,39.77,20,325,32.7193758545806,True
1267,41.67,5.28,39.77,20,523,9.59543151290912,True
1268,41.67,5.28,39.77,10,39,100.0,True
1269,41.67,5.28,39.77,15,741,6.45242,True
1270,41.67,5.28,39.77,15,50,100.0,True
1271,41.67,5.28,39.77,10,754,5.75288,True
1272,41.67,5.28,39.77,15,893,5.01101,True
1273,41.67,5.28,39.77,10,425,10.45221,True
1274,41.67,5.28,39.77,10,646,5.65001,True
1275,41.67,5.28,39.77,20,721,6.57926485964767,True
1276,41.67,5.28,39.77,20,318,34.951339177994,True
1277,41.67,5.28,39.77,10,516,6.83957,True
1278,41.67,5.28,39.77,20,521,9.63564706828599,True
1279,41.67,5.28,39.77,20,663,6.88088152497383,True
1280,41.67,5.28,39.77,10,941,6.22493,True
1281,41.67,5.28,39.77,15,735,6.3534,True
1282,41.67,5.28,39.77,15,40,100.0,True
1283,41.67,5.28,39.77,15,255,88.47472,True
1284,41.67,5.28,39.77,10,617,5.93502,True
1285,41.67,5.28,39.77,10,426,10.31036,True
1286,41.67,5.28,39.77,15,547,7.5389,True
1287,41.67,5.28,39.77,10,768,5.63941,True
1288,41.67,5.28,39.77,20,528,9.35413818064819,True
1289,41.67,5.28,39.77,15,401,17.29379,True
1290,41.67,5.28,39.77,10,608,6.0365,True
1291,41.67,5.28,39.77,10,540,6.76098,True
1292,41.67,5.28,39.77,15,485,10.4581,True
1293,41.67,5.28,39.77,15,355,24.06797,True
1294,41.67,5.28,39.77,15,389,18.99541,True
1295,41.67,5.28,39.77,20,824,6.29775597201001,True
1296,41.67,5.28,39.77,15,426,14.44337,True
1297,41.67,5.28,39.77,10,665,5.82544,True
1298,41.67,5.28,39.77,10,40,100.0,True
1299,41.67,5.28,39.77,20,847,6.19721708356791,True
1300,41.67,5.28,39.77,15,378,20.47073,True
1301,41.67,5.28,39.77,15,242,92.90916,True
1302,41.67,5.28,39.77,15,252,90.29644,True
1303,41.67,5.28,39.77,10,182,98.92337,True
1304,41.67,5.28,39.77,10,452,8.60875,True
1305,41.67,5.28,39.77,15,483,10.59228,True
1306,41.67,5.28,39.77,15,715,6.50382,True
1307,41.67,5.28,39.77,15,845,5.01101,True
1308,41.67,5.28,39.77,10,511,6.86441,True
1309,41.67,5.28,39.77,15,470,11.3225,True
1310,41.67,5.28,39.77,15,748,6.41412,True
1311,41.67,5.28,39.77,15,884,5.01101,True
1312,41.67,5.28,39.77,20,263,87.0505911686641,True
1313,41.67,5.28,39.77,15,218,96.73607,True
1314,41.67,5.28,39.77,10,183,98.8525,True
1315,41.67,5.28,39.77,20,821,6.31786374969838,True
1316,41.67,5.28,39.77,10,761,5.65473,True
1317,41.67,5.28,39.77,15,173,99.74183,True
1318,41.67,5.28,39.77,15,36,100.0,True
1319,41.67,5.28,39.77,15,606,6.91698,True
1320,41.67,5.28,39.77,10,462,7.9852,True
1321,41.67,5.28,39.77,15,695,6.61169,True
1322,41.67,5.28,39.77,15,174,99.72149,True
1323,41.67,5.28,39.77,15,275,74.47654,True
1324,41.67,5.28,39.77,15,302,45.78071,True
1325,41.67,5.28,39.77,15,591,6.97745,True
1326,41.67,5.28,39.77,10,294,37.35386,True
1327,41.67,5.28,39.77,10,465,7.83143,True
1328,41.67,5.28,39.77,10,768,5.67559,True
1329,41.67,5.28,39.77,15,836,5.01101,True
1330,41.67,5.28,39.77,10,814,5.81605,True
1331,41.67,5.28,39.77,20,92,100.0,True
1332,41.67,5.28,39.77,15,244,92.70227,True
1333,41.67,5.28,39.77,15,281,67.14379,True
1334,41.67,5.28,39.77,10,810,5.64283,True
1335,41.67,5.28,39.77,15,818,5.01101,True
1336,41.67,5.28,39.77,10,335,21.39737,True
1337,41.67,5.28,39.77,20,209,98.6728866725649,True
1338,41.67,5.28,39.77,20,684,6.78034263653173,True
1339,41.67,5.28,39.77,20,284,73.7392423389368,True
1340,41.67,5.28,39.77,10,204,97.34943,True
1341,41.67,5.28,39.77,20,377,22.4443014558031,True
1342,41.67,5.28,39.77,20,732,6.51894152658244,True
1343,41.67,5.28,39.77,10,637,5.77969,True
1344,41.67,5.28,39.77,10,242,90.99104,True
1345,41.67,5.28,39.77,15,445,13.04542,True
1346,41.67,5.28,39.77,10,747,5.86767,True
1347,41.67,5.28,39.77,20,883,6.21732486125628,True
1348,41.67,5.28,39.77,20,860,6.21732486125628,True
1349,41.67,5.28,39.77,20,50,100.0,True
1350,41.67,5.28,39.77,10,446,8.96303,True
1351,41.67,5.28,39.77,10,377,16.48429,True
1352,41.67,5.28,39.77,10,272,65.52407,True
1353,41.67,5.28,39.77,20,57,100.0,True
1354,41.67,5.28,39.77,15,35,100.0,True
1355,41.67,5.28,39.77,10,924,6.2235,True
1356,41.67,5.28,39.77,20,853,6.19721708356791,True
1357,41.67,5.28,39.77,10,199,97.73767,True
1358,41.67,5.28,39.77,10,513,6.85407,True
1359,41.67,5.28,39.77,20,391,20.4536314646506,True
1360,41.67,5.28,39.77,20,394,20.0514759108823,True
1361,41.67,5.28,39.77,10,472,7.54235,True
1362,41.67,5.28,39.77,15,580,7.0549,True
1363,41.67,5.28,39.77,10,192,98.23693,True
1364,41.67,5.28,39.77,15,70,100.03662,True
1365,41.67,5.28,39.77,15,550,7.48004,True
1366,41.67,5.28,39.77,10,571,6.59543,True
1367,41.67,5.28,39.77,10,557,6.6847,True
1368,41.67,5.28,39.77,10,699,5.81605,True
1369,41.67,5.28,39.77,10,282,51.82954,True
1370,41.67,5.28,39.77,10,452,8.56754,True
1371,41.67,5.28,39.77,15,357,23.553,True
1372,41.67,5.28,39.77,15,413,16.06734,True
1373,41.67,5.28,39.77,20,49,100.0,True
1374,41.67,5.28,39.77,15,223,96.03438,True
1375,41.67,5.28,39.77,10,625,5.88201,True
1376,41.67,5.28,39.77,10,767,5.74295,True
1377,41.67,5.28,39.77,15,307,41.25183,True
1378,41.67,5.28,39.77,15,309,39.61582,True
1379,41.67,5.28,39.77,15,704,6.5952,True
1380,41.67,5.28,39.77,20,103,100.0,True
1381,41.67,5.28,39.77,10,797,5.736,True
1382,41.67,5.28,39.77,20,785,6.4586181935172,True
1383,41.67,5.28,39.77,10,48,99.8136,True
1384,41.67,5.28,39.77,20,77,100.0,True
1385,41.67,5.28,39.77,10,104,99.42527,True
1386,41.67,5.28,39.77,20,621,7.28303707874209,True
1387,41.67,5.28,39.77,10,849,5.96773,True
1388,41.67,5.28,39.77,20,318,35.836081396284,True
1389,41.67,5.28,39.77,15,311,37.3783,True
1390,41.67,5.28,39.77,15,623,6.88588,True
1391,41.67,5.28,39.77,20,112,100.0,True
1392,41.67,5.28,39.77,10,612,5.9921,True
1393,41.67,5.28,39.77,10,358,18.66832,True
1394,41.67,5.28,39.77,15,47,100.0,True
1395,41.67,5.28,39.77,20,39,100.0,True
1396,41.67,5.28,39.77,15,434,13.8592,True
1397,41.67,5.28,39.77,10,690,5.67559,True
1398,41.67,5.28,39.77,10,690,5.71868,True
1399,41.67,5.28,39.77,15,288,59.45007,True
1400,41.67,5.28,39.77,10,331,21.96,True
1401,41.67,5.28,39.77,20,226,96.7425400144776,True
1402,41.67,5.28,39.77,20,533,9.15306040376414,True
1403,41.67,5.28,39.77,20,361,24.6561570015282,True
1404,41.67,5.28,39.77,15,82,100.03546,True
1405,41.67,5.28,39.77,15,802,5.06416,True
1406,41.67,5.28,39.77,15,506,9.14322,True
1407,41.67,5.28,39.77,20,634,7.14228263492312,True
1408,41.67,5.28,39.77,20,320,34.167135848146,True
1409,41.67,5.28,39.77,15,452,12.62816,True
1410,41.67,5.28,39.77,15,734,6.46578,True
1411,41.67,5.28,39.77,10,694,5.7267,True
1412,41.67,5.28,39.77,10,176,99.24847,True
1413,41.67,5.28,39.77,10,387,15.0809,True
1414,41.67,5.28,39.77,20,216,98.0093300088475,True
1415,41.67,5.28,39.77,10,407,12.35228,True
1416,41.67,5.28,39.77,15,728,6.47768,True
1417,41.67,5.28,39.77,10,670,5.81742,True
1418,41.67,5.28,39.77,10,694,5.75198,True
1419,41.67,5.28,39.77,10,293,37.97183,True
1420,41.67,5.28,39.77,15,793,5.10042,True
1421,41.67,5.28,39.77,10,65,100.11618,True
1422,41.67,5.28,39.77,20,435,15.8288425963162,True
1423,41.67,5.28,39.77,10,41,100.0,True
1424,41.67,5.28,39.77,10,391,14.36535,True
1425,41.67,5.28,39.77,15,292,53.99291,True
1426,41.67,5.28,39.77,10,686,5.69536,True
1427,41.67,5.28,39.77,20,532,9.21338373682937,True
1428,41.67,5.28,39.77,15,258,86.77964,True
1429,41.67,5.28,39.77,10,208,97.05792,True
1430,41.67,5.28,39.77,15,674,6.64578,True
1431,41.67,5.28,39.77,20,368,23.6105525617309,True
1432,41.67,5.28,39.77,10,531,6.7967,True
1433,41.67,5.28,39.77,10,893,6.22553,True
1434,41.67,5.28,39.77,15,800,5.0278,True
1435,41.67,5.28,39.77,20,504,10.7013592857717,True
1436,41.67,5.28,39.77,20,809,6.37818708276361,True
1437,41.67,5.28,39.77,10,581,6.56015,True
1438,41.67,5.28,39.77,15,33,100.0,True
1439,41.67,5.28,39.77,20,781,6.4586181935172,True
1440,41.67,5.28,39.77,20,806,6.39829486045197,True
1441,41.67,5.28,39.77,15,785,5.08733,True
1442,41.67,5.28,39.77,15,767,6.10032,True
1443,41.67,5.28,39.77,15,230,94.95934,True
1444,41.67,5.28,39.77,20,249,91.8965655915708,True
1445,41.67,5.28,39.77,20,863,6.19721708356791,True
1446,41.67,5.28,39.77,10,772,5.71868,True
1447,41.67,5.28,39.77,10,814,5.77004,True
1448,41.67,5.28,39.77,10,329,22.20168,True
1449,41.67,5.28,39.77,10,40,100.0,True
1450,41.67,5.28,39.77,15,235,94.48812,True
1451,41.67,5.28,39.77,15,594,6.96453,True
1452,41.67,5.28,39.77,20,284,71.8290034585378,True
1453,41.67,5.28,39.77,10,241,91.66278,True
1454,41.67,5.28,39.77,15,708,6.5799,True
1455,41.67,5.28,39.77,10,88,99.75475,True
1456,41.67,5.28,39.77,10,771,5.85544,True
1457,41.67,5.28,39.77,10,377,16.03421,True
1458,41.67,5.28,39.77,10,62,100.07892,True
1459,41.67,5.28,39.77,15,191,99.16036,True
1460,41.67,5.28,39.77,15,525,8.09857,True
1461,41.67,5.28,39.77,10,721,5.72705,True
1462,41.67,5.28,39.77,20,232,95.7572589077456,True
1463,41.67,5.28,39.77,10,533,6.78646,True
1464,41.67,5.28,39.77,10,567,6.63193,True
1465,41.67,5.28,39.77,20,282,75.6092656639588,True
1466,41.67,5.28,39.77,10,731,5.65936,True
1467,41.67,5.28,39.77,10,572,6.60513,True
1468,41.67,5.28,39.77,15,629,6.87723,True
1469,41.67,5.28,39.77,10,664,5.7978,True
1470,41.67,5.28,39.77,10,372,17.01662,True
1471,41.67,5.28,39.77,10,77,100.05492,True
1472,41.67,5.28,39.77,15,73,100.0402,True
1473,41.67,5.28,39.77,10,178,99.13599,True
1474,41.67,5.28,39.77,15,433,13.95367,True
1475,41.67,5.28,39.77,10,57,100.04986,True
1476,41.67,5.28,39.77,15,175,99.70015,True
1477,41.67,5.28,39.77,20,62,100.0,True
1478,41.67,5.28,39.77,10,548,6.72602,True
1479,41.67,5.28,39.77,15,75,100.04168,True
1480,41.67,5.28,39.77,15,394,17.78194,True
1481,41.67,5.28,39.77,20,313,37.645781388241,True
1482,41.67,5.28,39.77,15,407,16.67766,True
1483,41.67,5.28,39.77,10,51,99.87603,True
1484,41.67,5.28,39.77,20,338,29.0798680929783,True
1485,41.67,5.28,39.77,20,241,94.1285289149843,True
1486,41.67,5.28,39.77,15,54,99.94675,True
1487,41.67,5.28,39.77,10,769,5.75198,True
1488,41.67,5.28,39.77,15,448,12.79257,True
1489,41.67,5.28,39.77,10,396,13.57912,True
1490,41.67,5.28,39.77,15,469,11.3871,True
1491,41.67,5.28,39.77,10,450,8.69362,True
1492,41.67,5.28,39.77,10,862,5.88414,True
1493,41.67,5.28,39.77,15,95,99.99557,True
1494,41.67,5.28,39.77,15,684,6.64185,True
1495,41.67,5.28,39.77,10,334,21.50701,True
1496,41.67,5.28,39.77,20,498,10.9828681734095,True
1497,41.67,5.28,39.77,10,741,5.7978,True
1498,41.67,5.28,39.77,10,826,5.78752,True
1499,41.67,5.28,39.77,15,171,99.7797,True
1500,41.67,5.28,39.77,10,779,5.76087,True
1501,41.67,5.28,39.77,20,493,11.2643770610473,True
1502,41.67,5.28,39.77,10,696,5.82544,True
1503,41.67,5.28,39.77,10,633,5.84212,True
1504,41.67,5.28,39.77,20,210,98.572347784123,True
1505,41.67,5.28,39.77,10,40,100.0,True
1506,41.67,5.28,39.77,20,810,6.35807930507525,True
1507,41.67,5.28,39.77,10,49,99.83941,True
1508,41.67,5.28,39.77,15,507,8.97353,True
1509,41.67,5.28,39.77,10,376,16.10973,True
1510,41.67,5.28,39.77,10,571,6.61555,True
1511,41.67,5.28,39.77,20,258,88.3575967184107,True
1512,41.67,5.28,39.77,10,307,28.14379,True
1513,41.67,5.28,39.77,20,292,62.4989946111155,True
1514,41.67,5.28,39.77,10,212,96.61267,True
1515,41.67,5.28,39.77,10,485,7.14106,True
1516,41.67,5.28,39.77,15,35,100.0,True
1517,41.67,5.28,39.77,15,266,80.08871,True
1518,41.67,5.28,39.77,10,644,5.66681,True
1519,41.67,5.28,39.77,20,596,7.66508485482184,True
1520,41.67,5.28,39.77,20,270,84.3561489584171,True
1521,41.67,5.28,39.77,15,745,6.40513,True
1522,41.67,5.28,39.77,10,231,94.6757,True
1523,41.67,5.28,39.77,20,785,6.43851041582884,True
1524,41.67,5.28,39.77,15,494,9.68096,True
1525,41.67,5.28,39.77,10,631,5.85354,True
1526,41.67,5.28,39.77,15,678,6.64787,True
1527,41.67,5.28,39.77,10,753,5.83189,True
1528,41.67,5.28,39.77,15,630,6.875,True
1529,41.67,5.28,39.77,10,258,81.36303,True
1530,41.67,5.28,39.77,10,368,17.62673,True
1531,41.67,5.28,39.77,10,728,5.63941,True
1532,41.67,5.28,39.77,20,553,8.34874929622776,True
1533,41.67,5.28,39.77,20,588,7.78573152095231,True
1534,41.67,5.28,39.77,20,379,21.9617147912812,True
1535,41.67,5.28,39.77,10,283,50.34843,True
1536,41.67,5.28,39.77,20,817,6.33797152738674,True
1537,41.67,5.28,39.77,15,169,99.79698,True
1538,41.67,5.28,39.77,20,371,23.2888281187163,True
1539,41.67,5.28,39.77,15,682,6.65303,True
1540,41.67,5.28,39.77,20,568,8.08734818627847,True
1541,41.67,5.28,39.77,15,782,5.48673,True
1542,41.67,5.28,39.77,15,850,5.01101,True
1543,41.67,5.28,39.77,15,250,91.03981,True
1544,41.67,5.28,39.77,15,713,6.58541,True
1545,41.67,5.28,39.77,15,107,99.9275,True
1546,41.67,5.28,39.77,10,839,5.62878,True
1547,41.67,5.28,39.77,20,582,7.84605485401754,True
1548,41.67,5.28,39.77,10,801,5.66943,True
1549,41.67,5.28,39.77,20,727,6.57926485964767,True
1550,41.67,5.28,39.77,10,329,22.07938,True
1551,41.67,5.28,39.77,15,491,10.12962,True
1552,41.67,5.28,39.77,15,711,6.58259,True
1553,41.67,5.28,39.77,20,726,6.55915708195931,True
1554,41.67,5.28,39.77,10,78,100.0485,True
1555,41.67,5.28,39.77,10,356,18.93447,True
1556,41.67,5.28,39.77,20,311,40.6217324861257,True
1557,41.67,5.28,39.77,10,417,11.30029,True
1558,41.67,5.28,39.77,15,735,6.36457,True
1559,41.67,5.28,39.77,20,877,6.21732486125628,True
1560,41.67,5.28,39.77,10,738,5.74295,True
1561,41.67,5.28,39.77,20,48,100.0,True
1562,41.67,5.28,39.77,15,746,6.39563,True
1563,41.67,5.28,39.77,10,530,6.79895,True
1564,41.67,5.28,39.77,10,38,100.0,True
1565,41.67,5.28,39.77,15,230,95.054,True
1566,41.67,5.28,39.77,15,350,24.97364,True
1567,41.67,5.28,39.77,20,797,6.41840263814048,True
1568,41.67,5.28,39.77,10,76,100.08764,True
1569,41.67,5.28,39.77,15,731,6.49254,True
1570,41.67,5.28,39.77,10,327,22.59405,True
1571,41.67,5.28,39.77,20,835,6.27764819432151,True
1572,41.67,5.28,39.77,15,814,4.97965,True
1573,41.67,5.28,39.77,10,732,5.67559,True
1574,41.67,5.28,39.77,10,775,5.77882,True
1575,41.67,5.28,39.77,10,51,99.8641,True
1576,41.67,5.28,39.77,10,676,5.72705,True
1577,41.67,5.28,39.77,20,555,8.26831818547416,True
1578,41.67,5.28,39.77,15,393,18.38739,True
1579,41.67,5.28,39.77,10,232,94.51744,True
1580,41.67,5.28,39.77,20,780,6.43851041582884,True
1581,41.67,5.28,39.77,10,709,5.84664,True
1582,41.67,5.28,39.77,15,75,100.04142,True
1583,41.67,5.28,39.77,15,375,20.84616,True
1584,41.67,5.28,39.77,15,418,15.38167,True
1585,41.67,5.28,39.77,20,710,6.6395881927129,True
1586,41.67,5.28,39.77,15,192,99.02482,True
1587,41.67,5.28,39.77,10,636,5.79424,True
1588,41.67,5.28,39.77,20,116,99.9597844446231,True
1589,41.67,5.28,39.77,10,178,99.11651,True
1590,41.67,5.28,39.77,10,825,5.81073,True
1591,41.67,5.28,39.77,20,671,6.8205581919086,True
1592,41.67,5.28,39.77,20,613,7.40368374487255,True
1593,41.67,5.28,39.77,10,722,5.71812,True
1594,41.67,5.28,39.77,20,245,92.8818466983029,True
1595,41.67,5.28,39.77,20,815,6.35807930507525,True
1596,41.67,5.28,39.77,10,38,100.0,True
1597,41.67,5.28,39.77,20,329,31.4324780825224,True
1598,41.67,5.28,39.77,15,634,6.86093,True
1599,41.67,5.28,39.77,10,573,6.60318,True
1600,41.67,5.28,39.77,10,670,5.85424,True
1601,41.67,5.28,39.77,20,464,13.3958014960186,True
1602,41.67,5.28,39.77,10,344,20.42648,True
1603,41.67,5.28,39.77,10,276,60.95477,True
1604,41.67,5.28,39.77,20,294,58.7388401833829,True
1605,41.67,5.28,39.77,20,54,100.0,True
1606,41.67,5.28,39.77,20,441,15.2457170433524,True
1607,41.67,5.28,39.77,10,833,5.67056,True
1608,41.67,5.28,39.77,10,706,5.86981,True
1609,41.67,5.28,39.77,20,580,7.90637818708277,True
1610,41.67,5.28,39.77,20,776,6.43851041582884,True
1611,41.67,5.28,39.77,10,807,5.64636,True
