,C,H,O,heat_rate,T,mass_porc,biomass_ESP
0,41.67,5.28,39.77,10,282,52.57916,True
1,41.67,5.28,39.77,10,38,100.0,True
2,41.67,5.28,39.77,15,722,6.50798,True
3,41.67,5.28,39.77,15,876,5.01101,True
4,41.67,5.28,39.77,20,682,6.78034263653173,True
5,41.67,5.28,39.77,10,558,6.66878,True
6,41.67,5.28,39.77,10,521,6.82165,True
7,41.67,5.28,39.77,20,63,100.0,True
8,41.67,5.28,39.77,10,474,7.45653,True
9,41.67,5.28,39.77,20,525,9.47478484677866,True
10,41.67,5.28,39.77,10,665,5.834,True
11,41.67,5.28,39.77,15,316,34.81209,True
12,41.67,5.28,39.77,15,557,7.38213,True
13,41.67,5.28,39.77,10,873,6.2245,True
14,41.67,5.28,39.77,15,793,5.02066,True
15,41.67,5.28,39.77,20,289,66.2390412611598,True
16,41.67,5.28,39.77,15,806,4.97869,True
17,41.67,5.28,39.77,10,392,14.14941,True
18,41.67,5.28,39.77,20,388,20.7753559076651,True
19,41.67,5.28,39.77,10,865,6.01874,True
20,41.67,5.28,39.77,15,298,49.77223,True
21,41.67,5.28,39.77,20,372,22.9469958980133,True
22,41.67,5.28,39.77,20,479,12.2697659454677,True
23,41.67,5.28,39.77,10,876,6.21722,True
24,41.67,5.28,39.77,10,775,5.84664,True
25,41.67,5.28,39.77,15,792,5.12945,True
26,41.67,5.28,39.77,20,294,60.0257379554412,True
27,41.67,5.28,39.77,10,277,59.42462,True
28,41.67,5.28,39.77,20,43,100.0,True
29,41.67,5.28,39.77,10,678,5.71812,True
30,41.67,5.28,39.77,15,617,6.89943,True
31,41.67,5.28,39.77,10,519,6.83203,True
32,41.67,5.28,39.77,20,625,7.20260596798835,True
33,41.67,5.28,39.77,20,514,10.0981259551195,True
34,41.67,5.28,39.77,10,600,6.1462,True
35,41.67,5.28,39.77,15,386,19.48469,True
36,41.67,5.28,39.77,15,249,91.37324,True
37,41.67,5.28,39.77,10,813,5.7978,True
38,41.67,5.28,39.77,10,37,100.0,True
39,41.67,5.28,39.77,10,175,99.28473,True
40,41.67,5.28,39.77,15,479,10.79401,True
41,41.67,5.28,39.77,15,362,22.75189,True
42,41.67,5.28,39.77,20,742,6.51894152658244,True
43,41.67,5.28,39.77,10,222,95.83557,True
44,41.67,5.28,39.77,15,48,100.0,True
45,41.67,5.28,39.77,10,85,99.89752,True
46,41.67,5.28,39.77,15,808,5.00844,True
47,41.67,5.28,39.77,10,52,99.94177,True
48,41.67,5.28,39.77,10,708,5.87846,True
49,41.67,5.28,39.77,10,419,10.98285,True
50,41.67,5.28,39.77,10,854,6.03748,True
51,41.67,5.28,39.77,15,36,100.0,True
52,41.67,5.28,39.77,10,249,88.1964,True
53,41.67,5.28,39.77,15,29,100.0,True
54,41.67,5.28,39.77,10,783,5.81041,True
55,41.67,5.28,39.77,10,488,7.09856,True
56,41.67,5.28,39.77,10,736,5.71868,True
57,41.67,5.28,39.77,10,762,5.70895,True
58,41.67,5.28,39.77,10,748,5.86981,True
59,41.67,5.28,39.77,20,507,10.4801737311992,True
60,41.67,5.28,39.77,15,802,4.99369,True
61,41.67,5.28,39.77,15,410,16.30803,True
62,41.67,5.28,39.77,15,220,96.48086,True
63,41.67,5.28,39.77,10,879,6.21604,True
64,41.67,5.28,39.77,20,870,6.21732486125628,True
65,41.67,5.28,39.77,15,219,96.56719,True
66,41.67,5.28,39.77,20,364,24.3143247808253,True
67,41.67,5.28,39.77,10,674,5.76087,True
68,41.67,5.28,39.77,15,513,8.75827,True
69,41.67,5.28,39.77,15,100,99.97195,True
70,41.67,5.28,39.77,20,411,17.9602670312877,True
71,41.67,5.28,39.77,15,601,6.92252,True
72,41.67,5.28,39.77,10,281,54.08473,True
73,41.67,5.28,39.77,20,692,6.72001930346664,True
74,41.67,5.28,39.77,20,74,100.0,True
75,41.67,5.28,39.77,10,764,5.65936,True
76,41.67,5.28,39.77,15,368,21.88087,True
77,41.67,5.28,39.77,20,563,8.22810263009729,True
78,41.67,5.28,39.77,15,909,5.01101,True
79,41.67,5.28,39.77,15,44,100.0,True
80,41.67,5.28,39.77,10,69,100.12562,True
81,41.67,5.28,39.77,10,730,5.64636,True
82,41.67,5.28,39.77,15,320,32.68278,True
83,41.67,5.28,39.77,10,840,5.63788,True
84,41.67,5.28,39.77,10,587,6.46399,True
85,41.67,5.28,39.77,15,745,6.42221,True
86,41.67,5.28,39.77,10,219,96.12213,True
87,41.67,5.28,39.77,20,247,91.9166733692592,True
88,41.67,5.28,39.77,10,415,11.54208,True
89,41.67,5.28,39.77,20,55,100.0,True
90,41.67,5.28,39.77,10,75,100.09632,True
91,41.67,5.28,39.77,10,355,19.02558,True
92,41.67,5.28,39.77,10,869,6.01271,True
93,41.67,5.28,39.77,10,502,6.91182,True
94,41.67,5.28,39.77,15,443,13.21918,True
95,41.67,5.28,39.77,20,860,6.19721708356791,True
96,41.67,5.28,39.77,10,543,6.7453,True
97,41.67,5.28,39.77,10,801,5.69932,True
98,41.67,5.28,39.77,20,714,6.61948041502454,True
99,41.67,5.28,39.77,20,378,22.1225770127886,True
100,41.67,5.28,39.77,10,185,98.67683,True
101,41.67,5.28,39.77,10,698,5.77882,True
102,41.67,5.28,39.77,20,422,16.9146625914904,True
103,41.67,5.28,39.77,20,489,11.4855626156197,True
104,41.67,5.28,39.77,10,289,44.6027,True
105,41.67,5.28,39.77,10,193,98.19488,True
106,41.67,5.28,39.77,10,259,79.52768,True
107,41.67,5.28,39.77,10,455,8.40853,True
108,41.67,5.28,39.77,20,382,21.4992359044479,True
109,41.67,5.28,39.77,10,562,6.65628,True
110,41.67,5.28,39.77,20,586,7.80583929864067,True
111,41.67,5.28,39.77,10,527,6.81103,True
112,41.67,5.28,39.77,15,457,12.15571,True
113,41.67,5.28,39.77,15,36,100.0,True
114,41.67,5.28,39.77,20,744,6.49883374889407,True
115,41.67,5.28,39.77,15,664,6.72715,True
116,41.67,5.28,39.77,10,184,98.76058,True
117,41.67,5.28,39.77,15,319,33.17752,True
118,41.67,5.28,39.77,10,716,5.78985,True
119,41.67,5.28,39.77,10,725,5.6798,True
120,41.67,5.28,39.77,10,696,5.73459,True
121,41.67,5.28,39.77,15,177,99.62863,True
122,41.67,5.28,39.77,10,687,5.64919,True
123,41.67,5.28,39.77,10,457,8.22168,True
124,41.67,5.28,39.77,15,344,25.94803,True
125,41.67,5.28,39.77,10,177,99.17428,True
126,41.67,5.28,39.77,10,764,5.64919,True
127,41.67,5.28,39.77,15,371,21.35403,True
128,41.67,5.28,39.77,20,539,8.95198262688008,True
129,41.67,5.28,39.77,15,489,10.19449,True
130,41.67,5.28,39.77,15,521,8.28576,True
131,41.67,5.28,39.77,20,265,86.7288667256495,True
132,41.67,5.28,39.77,20,520,9.69597040135122,True
133,41.67,5.28,39.77,20,410,18.2015603635486,True
134,41.67,5.28,39.77,15,810,5.00921,True
135,41.67,5.28,39.77,15,602,6.92015,True
136,41.67,5.28,39.77,10,194,98.10591,True
137,41.67,5.28,39.77,10,861,6.00609,True
138,41.67,5.28,39.77,10,485,7.12747,True
139,41.67,5.28,39.77,10,504,6.90209,True
140,41.67,5.28,39.77,10,273,64.01176,True
141,41.67,5.28,39.77,15,700,6.60952,True
142,41.67,5.28,39.77,10,682,5.65473,True
143,41.67,5.28,39.77,20,837,6.23743263894478,True
144,41.67,5.28,39.77,10,470,7.58994,True
145,41.67,5.28,39.77,20,56,100.0,True
146,41.67,5.28,39.77,15,64,100.02018,True
147,41.67,5.28,39.77,10,873,6.11767,True
148,41.67,5.28,39.77,10,185,98.65399,True
149,41.67,5.28,39.77,15,474,10.92777,True
150,41.67,5.28,39.77,10,85,99.87482,True
151,41.67,5.28,39.77,10,378,16.33455,True
152,41.67,5.28,39.77,15,572,7.15903,True
153,41.67,5.28,39.77,10,675,5.736,True
154,41.67,5.28,39.77,10,361,18.24903,True
155,41.67,5.28,39.77,10,248,89.06386,True
156,41.67,5.28,39.77,20,790,6.39829486045197,True
157,41.67,5.28,39.77,10,390,14.50744,True
158,41.67,5.28,39.77,15,35,100.0,True
159,41.67,5.28,39.77,20,319,35.393710287139,True
160,41.67,5.28,39.77,15,476,10.99435,True
161,41.67,5.28,39.77,15,812,4.98424,True
162,41.67,5.28,39.77,15,35,100.0,True
163,41.67,5.28,39.77,20,341,28.1146947639346,True
164,41.67,5.28,39.77,15,546,7.55933,True
165,41.67,5.28,39.77,10,515,6.84502,True
166,41.67,5.28,39.77,15,418,15.49247,True
167,41.67,5.28,39.77,15,780,5.69756,True
168,41.67,5.28,39.77,15,702,6.60037,True
169,41.67,5.28,39.77,10,370,17.24576,True
170,41.67,5.28,39.77,10,303,30.77865,True
171,41.67,5.28,39.77,15,392,18.50865,True
172,41.67,5.28,39.77,20,363,24.4952947800208,True
173,41.67,5.28,39.77,15,55,99.95326,True
174,41.67,5.28,39.77,10,465,7.77389,True
175,41.67,5.28,39.77,20,686,6.76023485884336,True
176,41.67,5.28,39.77,10,96,99.58926,True
177,41.67,5.28,39.77,15,533,7.85398,True
178,41.67,5.28,39.77,20,474,12.6115981661707,True
179,41.67,5.28,39.77,10,867,5.89422,True
180,41.67,5.28,39.77,15,280,69.29532,True
181,41.67,5.28,39.77,10,74,100.10024,True
182,41.67,5.28,39.77,10,98,99.54173,True
183,41.67,5.28,39.77,10,262,76.95244,True
184,41.67,5.28,39.77,10,391,14.43544,True
185,41.67,5.28,39.77,10,560,6.66343,True
186,41.67,5.28,39.77,10,228,95.0792,True
187,41.67,5.28,39.77,10,764,5.67002,True
188,41.67,5.28,39.77,15,865,5.01101,True
189,41.67,5.28,39.77,15,33,100.0,True
190,41.67,5.28,39.77,15,737,6.45928,True
191,41.67,5.28,39.77,10,943,6.22429,True
192,41.67,5.28,39.77,20,279,79.3895278693799,True
193,41.67,5.28,39.77,20,312,38.1484758304512,True
194,41.67,5.28,39.77,20,884,6.21732486125628,True
195,41.67,5.28,39.77,20,202,99.11525778171,True
196,41.67,5.28,39.77,10,416,11.38064,True
197,41.67,5.28,39.77,20,822,6.33797152738674,True
198,41.67,5.28,39.77,20,327,32.0759269685514,True
199,41.67,5.28,39.77,20,303,46.1513713504384,True
200,41.67,5.28,39.77,15,653,6.78692,True
201,41.67,5.28,39.77,10,57,100.01385,True
202,41.67,5.28,39.77,20,857,6.21732486125628,True
203,41.67,5.28,39.77,15,204,98.13274,True
204,41.67,5.28,39.77,20,477,12.3501970562213,True
205,41.67,5.28,39.77,10,819,5.70288,True
206,41.67,5.28,39.77,15,535,7.77993,True
207,41.67,5.28,39.77,15,264,81.77333,True
208,41.67,5.28,39.77,15,191,99.20103,True
209,41.67,5.28,39.77,20,53,100.0,True
210,41.67,5.28,39.77,15,229,95.15276,True
211,41.67,5.28,39.77,15,222,96.12663,True
212,41.67,5.28,39.77,20,392,20.3128770208316,True
213,41.67,5.28,39.77,20,385,21.0568647953028,True
214,41.67,5.28,39.77,20,281,76.453792326872,True
215,41.67,5.28,39.77,15,420,15.27372,True
216,41.67,5.28,39.77,10,348,19.90543,True
217,41.67,5.28,39.77,10,299,33.32164,True
218,41.67,5.28,39.77,10,276,61.72068,True
219,41.67,5.28,39.77,10,875,6.02847,True
220,41.67,5.28,39.77,20,343,27.8532936539853,True
221,41.67,5.28,39.77,10,680,5.70895,True
222,41.67,5.28,39.77,10,94,99.63538,True
223,41.67,5.28,39.77,10,815,5.74295,True
224,41.67,5.28,39.77,10,340,20.96302,True
225,41.67,5.28,39.77,15,226,95.65189,True
226,41.67,5.28,39.77,15,893,5.01101,True
227,41.67,5.28,39.77,10,39,100.0,True
228,41.67,5.28,39.77,15,80,100.04152,True
229,41.67,5.28,39.77,10,478,7.28689,True
230,41.67,5.28,39.77,20,256,89.2423389367008,True
231,41.67,5.28,39.77,15,643,6.82747,True
232,41.67,5.28,39.77,10,296,35.56164,True
233,41.67,5.28,39.77,15,219,96.65185,True
234,41.67,5.28,39.77,10,671,5.79675,True
235,41.67,5.28,39.77,10,851,6.0339,True
236,41.67,5.28,39.77,20,450,14.5218370465696,True
237,41.67,5.28,39.77,10,44,100.0,True
238,41.67,5.28,39.77,10,183,98.78312,True
239,41.67,5.28,39.77,10,554,6.6989,True
240,41.67,5.28,39.77,20,737,6.51894152658244,True
241,41.67,5.28,39.77,10,633,5.846,True
242,41.67,5.28,39.77,10,319,24.1542,True
243,41.67,5.28,39.77,20,27,100.0,True
244,41.67,5.28,39.77,10,499,6.9383,True
245,41.67,5.28,39.77,15,247,92.23244,True
246,41.67,5.28,39.77,10,795,5.70895,True
247,41.67,5.28,39.77,15,473,11.19136,True
248,41.67,5.28,39.77,10,660,5.71868,True
249,41.67,5.28,39.77,20,65,100.0,True
250,41.67,5.28,39.77,15,99,99.97603,True
251,41.67,5.28,39.77,15,661,6.72337,True
252,41.67,5.28,39.77,10,326,23.03707,True
253,41.67,5.28,39.77,10,793,5.78985,True
254,41.67,5.28,39.77,20,886,6.19721708356791,True
255,41.67,5.28,39.77,10,717,5.76087,True
256,41.67,5.28,39.77,20,323,33.4030402959865,True
257,41.67,5.28,39.77,20,793,6.43851041582884,True
258,41.67,5.28,39.77,15,394,18.14533,True
259,41.67,5.28,39.77,10,43,100.0,True
260,41.67,5.28,39.77,15,514,8.70608,True
261,41.67,5.28,39.77,15,687,6.61759,True
262,41.67,5.28,39.77,10,72,100.11315,True
263,41.67,5.28,39.77,10,39,100.0,True
264,41.67,5.28,39.77,10,368,17.55056,True
265,41.67,5.28,39.77,10,476,7.36461,True
266,41.67,5.28,39.77,20,786,6.43851041582884,True
267,41.67,5.28,39.77,20,402,19.1265181372155,True
268,41.67,5.28,39.77,10,824,5.76755,True
269,41.67,5.28,39.77,20,722,6.59937263733617,True
270,41.67,5.28,39.77,20,296,55.0591168664039,True
271,41.67,5.28,39.77,15,694,6.62475,True
272,41.67,5.28,39.77,20,482,12.0284726132068,True
273,41.67,5.28,39.77,10,567,6.62921,True
274,41.67,5.28,39.77,15,889,5.01101,True
275,41.67,5.28,39.77,10,351,19.50425,True
276,41.67,5.28,39.77,15,169,99.85709,True
277,41.67,5.28,39.77,10,622,5.89393,True
278,41.67,5.28,39.77,20,821,6.31786374969838,True
279,41.67,5.28,39.77,15,239,93.96958,True
280,41.67,5.28,39.77,15,365,22.30458,True
281,41.67,5.28,39.77,20,611,7.42379152256091,True
282,41.67,5.28,39.77,10,221,95.98294,True
283,41.67,5.28,39.77,20,826,6.33797152738674,True
284,41.67,5.28,39.77,10,684,5.64283,True
285,41.67,5.28,39.77,10,87,99.82494,True
286,41.67,5.28,39.77,10,577,6.58692,True
287,41.67,5.28,39.77,10,437,9.62878,True
288,41.67,5.28,39.77,10,891,6.07095,True
289,41.67,5.28,39.77,10,444,9.05791,True
290,41.67,5.28,39.77,15,98,99.98335,True
291,41.67,5.28,39.77,10,838,5.70783,True
292,41.67,5.28,39.77,20,100,100.0,True
293,41.67,5.28,39.77,15,794,5.0442,True
294,41.67,5.28,39.77,15,676,6.66317,True
295,41.67,5.28,39.77,10,669,5.86181,True
296,41.67,5.28,39.77,10,524,6.81821,True
297,41.67,5.28,39.77,15,56,99.99706,True
298,41.67,5.28,39.77,15,187,99.31229,True
299,41.67,5.28,39.77,10,100,99.50877,True
300,41.67,5.28,39.77,10,372,16.93966,True
301,41.67,5.28,39.77,15,783,5.4613,True
302,41.67,5.28,39.77,15,267,79.20967,True
303,41.67,5.28,39.77,15,59,99.98238,True
304,41.67,5.28,39.77,10,839,5.63316,True
305,41.67,5.28,39.77,20,558,8.26831818547416,True
306,41.67,5.28,39.77,10,491,7.02866,True
307,41.67,5.28,39.77,20,442,15.125070377222,True
308,41.67,5.28,39.77,10,946,6.22542,True
309,41.67,5.28,39.77,10,885,6.03609,True
310,41.67,5.28,39.77,15,669,6.70062,True
311,41.67,5.28,39.77,10,177,99.19318,True
312,41.67,5.28,39.77,20,347,27.390814767152,True
313,41.67,5.28,39.77,20,717,6.57926485964767,True
314,41.67,5.28,39.77,20,87,100.0,True
315,41.67,5.28,39.77,15,815,5.00513,True
316,41.67,5.28,39.77,20,82,100.0,True
317,41.67,5.28,39.77,20,655,6.98142041341593,True
318,41.67,5.28,39.77,10,781,5.85424,True
319,41.67,5.28,39.77,10,604,6.08055,True
320,41.67,5.28,39.77,15,42,100.0,True
321,41.67,5.28,39.77,15,752,6.30475,True
322,41.67,5.28,39.77,15,45,100.0,True
323,41.67,5.28,39.77,15,215,97.06704,True
324,41.67,5.28,39.77,10,755,5.736,True
325,41.67,5.28,39.77,20,613,7.40368374487255,True
326,41.67,5.28,39.77,20,851,6.25754041663314,True
327,41.67,5.28,39.77,10,843,5.7172,True
328,41.67,5.28,39.77,10,415,11.46131,True
329,41.67,5.28,39.77,20,265,86.3870345049465,True
330,41.67,5.28,39.77,10,397,13.28552,True
331,41.67,5.28,39.77,10,302,31.26301,True
332,41.67,5.28,39.77,10,830,5.73687,True
333,41.67,5.28,39.77,20,606,7.46400707793779,True
334,41.67,5.28,39.77,15,910,5.01101,True
335,41.67,5.28,39.77,20,433,16.0902437062655,True
336,41.67,5.28,39.77,10,689,5.67002,True
337,41.67,5.28,39.77,10,570,6.61211,True
338,41.67,5.28,39.77,15,331,28.83652,True
339,41.67,5.28,39.77,20,428,16.552722593099,True
340,41.67,5.28,39.77,15,422,15.06175,True
341,41.67,5.28,39.77,10,665,5.83189,True
342,41.67,5.28,39.77,20,816,6.35807930507525,True
343,41.67,5.28,39.77,15,67,100.03097,True
344,41.67,5.28,39.77,15,74,100.04092,True
345,41.67,5.28,39.77,15,691,6.6159,True
346,41.67,5.28,39.77,10,743,5.834,True
347,41.67,5.28,39.77,15,814,5.00976,True
348,41.67,5.28,39.77,10,264,74.93242,True
349,41.67,5.28,39.77,10,197,97.90698,True
350,41.67,5.28,39.77,15,305,42.99244,True
351,41.67,5.28,39.77,20,398,19.5286736909836,True
352,41.67,5.28,39.77,10,268,71.41897,True
353,41.67,5.28,39.77,10,776,5.84883,True
354,41.67,5.28,39.77,20,644,7.04174374648116,True
355,41.67,5.28,39.77,20,536,9.07262929301054,True
356,41.67,5.28,39.77,15,65,100.02323,True
357,41.67,5.28,39.77,15,335,27.73582,True
358,41.67,5.28,39.77,15,668,6.67457,True
359,41.67,5.28,39.77,20,711,6.65969597040141,True
360,41.67,5.28,39.77,20,48,100.0,True
361,41.67,5.28,39.77,10,425,10.38066,True
362,41.67,5.28,39.77,10,589,6.42222,True
363,41.67,5.28,39.77,15,338,27.24781,True
364,41.67,5.28,39.77,20,287,68.5112201399501,True
365,41.67,5.28,39.77,15,702,6.59275,True
366,41.67,5.28,39.77,10,245,89.8764,True
367,41.67,5.28,39.77,10,572,6.60823,True
368,41.67,5.28,39.77,10,247,89.47708,True
369,41.67,5.28,39.77,10,39,100.0,True
370,41.67,5.28,39.77,15,256,87.94697,True
371,41.67,5.28,39.77,20,259,88.0559800530845,True
372,41.67,5.28,39.77,10,340,20.85387,True
373,41.67,5.28,39.77,20,355,25.7821925520791,True
374,41.67,5.28,39.77,10,58,100.03629,True
375,41.67,5.28,39.77,15,666,6.71963,True
376,41.67,5.28,39.77,15,725,6.49981,True
377,41.67,5.28,39.77,10,696,5.7608,True
378,41.67,5.28,39.77,10,488,7.08343,True
379,41.67,5.28,39.77,20,699,6.67980374808977,True
380,41.67,5.28,39.77,10,280,55.60184,True
381,41.67,5.28,39.77,15,210,97.54478,True
382,41.67,5.28,39.77,20,195,99.6581677792971,True
383,41.67,5.28,39.77,20,420,17.0554170353092,True
384,41.67,5.28,39.77,10,38,100.0,True
385,41.67,5.28,39.77,15,428,14.64582,True
386,41.67,5.28,39.77,20,546,8.61015040617705,True
387,41.67,5.28,39.77,20,49,100.0,True
388,41.67,5.28,39.77,10,826,5.7467,True
389,41.67,5.28,39.77,15,331,27.99299,True
390,41.67,5.28,39.77,10,830,5.69142,True
391,41.67,5.28,39.77,20,56,100.0,True
392,41.67,5.28,39.77,10,511,6.86829,True
393,41.67,5.28,39.77,20,338,28.5972814284565,True
394,41.67,5.28,39.77,15,771,5.96118,True
395,41.67,5.28,39.77,10,717,5.76818,True
396,41.67,5.28,39.77,10,852,6.21923,True
397,41.67,5.28,39.77,15,33,100.0,True
398,41.67,5.28,39.77,10,664,5.8069,True
399,41.67,5.28,39.77,15,461,11.92842,True
400,41.67,5.28,39.77,10,340,20.74406,True
401,41.67,5.28,39.77,15,417,15.60457,True
402,41.67,5.28,39.77,20,800,6.41840263814048,True
403,41.67,5.28,39.77,15,727,6.48311,True
404,41.67,5.28,39.77,15,69,100.03497,True
405,41.67,5.28,39.77,15,234,94.58274,True
406,41.67,5.28,39.77,10,293,38.59926,True
407,41.67,5.28,39.77,15,276,72.44862,True
408,41.67,5.28,39.77,15,304,43.8997,True
409,41.67,5.28,39.77,10,91,99.71073,True
410,41.67,5.28,39.77,10,455,8.44755,True
411,41.67,5.28,39.77,10,803,5.6798,True
412,41.67,5.28,39.77,10,356,18.84452,True
413,41.67,5.28,39.77,10,393,13.93567,True
414,41.67,5.28,39.77,15,691,6.62664,True
415,41.67,5.28,39.77,15,698,6.6024,True
416,41.67,5.28,39.77,20,352,26.365318105043,True
417,41.67,5.28,39.77,20,208,98.7533177833186,True
418,41.67,5.28,39.77,15,756,6.17951,True
419,41.67,5.28,39.77,15,682,6.63373,True
420,41.67,5.28,39.77,20,117,99.9396766669348,True
421,41.67,5.28,39.77,15,879,5.01101,True
422,41.67,5.28,39.77,10,484,7.14848,True
423,41.67,5.28,39.77,15,209,97.6972,True
424,41.67,5.28,39.77,20,782,6.43851041582884,True
425,41.67,5.28,39.77,15,44,100.0,True
426,41.67,5.28,39.77,10,314,25.40753,True
427,41.67,5.28,39.77,15,430,14.14697,True
428,41.67,5.28,39.77,10,225,95.40386,True
429,41.67,5.28,39.77,15,763,6.14124,True
430,41.67,5.28,39.77,20,810,6.37818708276361,True
431,41.67,5.28,39.77,15,836,5.01101,True
432,41.67,5.28,39.77,20,821,6.29775597201001,True
433,41.67,5.28,39.77,15,529,7.96727,True
434,41.67,5.28,39.77,20,803,6.41840263814048,True
435,41.67,5.28,39.77,15,801,4.99916,True
436,41.67,5.28,39.77,20,734,6.53904930427094,True
437,41.67,5.28,39.77,20,512,10.2187726212499,True
438,41.67,5.28,39.77,10,477,7.31613,True
439,41.67,5.28,39.77,10,469,7.69162,True
440,41.67,5.28,39.77,15,55,99.95955,True
441,41.67,5.28,39.77,10,825,5.75693,True
442,41.67,5.28,39.77,10,395,13.65074,True
443,41.67,5.28,39.77,20,319,34.5692914019143,True
444,41.67,5.28,39.77,10,315,25.12974,True
445,41.67,5.28,39.77,15,525,8.13344,True
446,41.67,5.28,39.77,15,535,7.75764,True
447,41.67,5.28,39.77,15,548,7.51899,True
448,41.67,5.28,39.77,10,38,100.0,True
449,41.67,5.28,39.77,10,812,5.69536,True
450,41.67,5.28,39.77,10,344,20.32264,True
451,41.67,5.28,39.77,15,524,8.16979,True
452,41.67,5.28,39.77,10,366,17.78279,True
453,41.67,5.28,39.77,10,222,95.91073,True
454,41.67,5.28,39.77,10,317,24.61512,True
455,41.67,5.28,39.77,20,230,95.8980133515644,True
456,41.67,5.28,39.77,10,817,5.71095,True
457,41.67,5.28,39.77,15,247,91.96847,True
458,41.67,5.28,39.77,20,99,100.0,True
459,41.67,5.28,39.77,20,200,99.4168744470362,True
460,41.67,5.28,39.77,15,280,68.22022,True
461,41.67,5.28,39.77,10,833,5.65982,True
462,41.67,5.28,39.77,15,682,6.63558,True
463,41.67,5.28,39.77,15,589,6.98457,True
464,41.67,5.28,39.77,10,62,100.0886,True
465,41.67,5.28,39.77,15,63,100.01691,True
466,41.67,5.28,39.77,10,360,18.33033,True
467,41.67,5.28,39.77,15,66,100.02604,True
468,41.67,5.28,39.77,15,802,5.11459,True
469,41.67,5.28,39.77,10,666,5.87846,True
470,41.67,5.28,39.77,20,233,95.5963966862382,True
471,41.67,5.28,39.77,20,584,7.82594707632917,True
472,41.67,5.28,39.77,15,827,5.01101,True
473,41.67,5.28,39.77,10,69,100.12593,True
474,41.67,5.28,39.77,15,424,14.85159,True
475,41.67,5.28,39.77,15,222,96.21774,True
476,41.67,5.28,39.77,10,456,8.29455,True
477,41.67,5.28,39.77,10,50,99.85189,True
478,41.67,5.28,39.77,10,595,6.22183,True
479,41.67,5.28,39.77,20,291,63.7054612724202,True
480,41.67,5.28,39.77,10,347,20.00788,True
481,41.67,5.28,39.77,20,471,12.87299927612,True
482,41.67,5.28,39.77,15,167,99.892,True
483,41.67,5.28,39.77,10,841,5.66792,True
484,41.67,5.28,39.77,20,736,6.53904930427094,True
485,41.67,5.28,39.77,15,540,7.64266,True
486,41.67,5.28,39.77,15,428,14.34397,True
487,41.67,5.28,39.77,15,817,4.99449,True
488,41.67,5.28,39.77,20,247,92.1579667015201,True
489,41.67,5.28,39.77,10,830,5.7477,True
490,41.67,5.28,39.77,15,217,96.82002,True
491,41.67,5.28,39.77,10,179,99.01253,True
492,41.67,5.28,39.77,10,496,6.96741,True
493,41.67,5.28,39.77,20,829,6.27764819432151,True
494,41.67,5.28,39.77,10,632,5.84974,True
495,41.67,5.28,39.77,15,91,100.00715,True
496,41.67,5.28,39.77,10,557,6.68741,True
497,41.67,5.28,39.77,20,702,6.67980374808977,True
498,41.67,5.28,39.77,20,397,19.6493203571141,True
499,41.67,5.28,39.77,15,810,4.97724,True
500,41.67,5.28,39.77,15,58,100.0015,True
501,41.67,5.28,39.77,15,530,8.0311,True
502,41.67,5.28,39.77,15,354,24.24689,True
503,41.67,5.28,39.77,20,274,82.8078500764096,True
504,41.67,5.28,39.77,20,299,51.5402557709323,True
505,41.67,5.28,39.77,20,669,6.80045041422023,True
506,41.67,5.28,39.77,10,58,100.06232,True
507,41.67,5.28,39.77,15,848,5.01101,True
508,41.67,5.28,39.77,10,41,100.0,True
509,41.67,5.28,39.77,10,680,5.6504,True
510,41.67,5.28,39.77,15,879,5.01101,True
511,41.67,5.28,39.77,10,189,98.52094,True
512,41.67,5.28,39.77,15,507,9.02921,True
513,41.67,5.28,39.77,20,400,19.3879192471648,True
514,41.67,5.28,39.77,10,869,6.03144,True
515,41.67,5.28,39.77,15,856,5.01101,True
516,41.67,5.28,39.77,15,665,6.70836,True
517,41.67,5.28,39.77,10,671,5.78985,True
518,41.67,5.28,39.77,10,472,7.56576,True
519,41.67,5.28,39.77,10,852,5.92397,True
520,41.67,5.28,39.77,20,743,6.51894152658244,True
521,41.67,5.28,39.77,15,88,100.01611,True
522,41.67,5.28,39.77,15,216,96.98533,True
523,41.67,5.28,39.77,20,469,13.0338614976272,True
524,41.67,5.28,39.77,15,668,6.71593,True
525,41.67,5.28,39.77,15,657,6.75443,True
526,41.67,5.28,39.77,10,621,5.90749,True
527,41.67,5.28,39.77,10,318,23.94179,True
528,41.67,5.28,39.77,10,413,11.70379,True
529,41.67,5.28,39.77,15,166,99.82878,True
530,41.67,5.28,39.77,15,220,96.39406,True
531,41.67,5.28,39.77,10,740,5.78815,True
532,41.67,5.28,39.77,20,409,18.0809136974182,True
533,41.67,5.28,39.77,15,645,6.82009,True
534,41.67,5.28,39.77,20,488,11.5458859486849,True
535,41.67,5.28,39.77,15,587,6.99988,True
536,41.67,5.28,39.77,20,369,23.4496903402235,True
537,41.67,5.28,39.77,20,421,17.0152014799324,True
538,41.67,5.28,39.77,15,793,5.07535,True
539,41.67,5.28,39.77,15,464,11.78319,True
540,41.67,5.28,39.77,15,829,5.01101,True
541,41.67,5.28,39.77,10,98,99.55774,True
542,41.67,5.28,39.77,10,820,5.7267,True
543,41.67,5.28,39.77,20,641,7.04174374648116,True
544,41.67,5.28,39.77,10,713,5.82464,True
545,41.67,5.28,39.77,10,831,5.72062,True
