,C,H,O,heat_rate,T,mass_porc,biomass_OP
2592,52.79,2.57,42.75,5,24.543,98.9812456587174,True
2593,52.79,2.57,42.75,15,24.272,96.4354263778448,True
2594,52.79,2.57,42.75,10,24.441,96.9348659003832,True
2595,52.79,2.57,42.75,10,20.405,0.287356321839006,True
2596,52.79,2.57,42.75,5,21.519,28.9650382032878,True
2597,52.79,2.57,42.75,5,21.285,23.5702708960408,True
2598,52.79,2.57,42.75,5,24.276,92.752952072239,True
2599,52.79,2.57,42.75,5,23.305,70.2940495485067,True
2600,52.79,2.57,42.75,5,20.629,8.38156980782593,True
2601,52.79,2.57,42.75,5,24.238,91.8962722852513,True
2602,52.79,2.57,42.75,15,21.556,21.9632574718947,True
2603,52.79,2.57,42.75,15,21.252,13.6002193583767,True
2604,52.79,2.57,42.75,15,20.869,3.15327666575263,True
2605,52.79,2.57,42.75,5,20.401,3.10257003936097,True
2606,52.79,2.57,42.75,15,21.44,18.6180422264875,True
2607,52.79,2.57,42.75,5,20.834,13.1048853901366,True
2608,52.79,2.57,42.75,10,24.312,93.8457854406131,True
2609,52.79,2.57,42.75,5,21.136,20.097244732577,True
2610,52.79,2.57,42.75,5,24.338,94.2347765686502,True
2611,52.79,2.57,42.75,5,24.352,94.5820791849966,True
2612,52.79,2.57,42.75,5,21.591,30.5857837462376,True
2613,52.79,2.57,42.75,5,20.369,2.36165779115537,True
2614,52.79,2.57,42.75,15,20.814,1.64518782561006,True
2615,52.79,2.57,42.75,5,24.334,94.1653160453809,True
2616,52.79,2.57,42.75,5,21.375,25.6309330863626,True
2617,52.79,2.57,42.75,15,21.555,21.4422813271182,True
2618,52.79,2.57,42.75,5,20.739,10.9053021532762,True
2619,52.79,2.57,42.75,5,20.299,0.717758740449151,True
2620,52.79,2.57,42.75,10,20.578,4.43007662835246,True
2621,52.79,2.57,42.75,5,24.38,95.2303774021764,True
2622,52.79,2.57,42.75,5,20.571,7.03866635795328,True
2623,52.79,2.57,42.75,5,20.571,7.03866635795328,True
2624,52.79,2.57,42.75,5,23.004,63.2785366983098,True
2625,52.79,2.57,42.75,5,20.696,9.93285482750642,True
2626,52.79,2.57,42.75,10,24.173,90.5172413793104,True
2627,52.79,2.57,42.75,5,24.583,99.9305394767307,True
2628,52.79,2.57,42.75,10,22.678,54.7174329501916,True
2629,52.79,2.57,42.75,15,20.987,6.38881272278577,True
2630,52.79,2.57,42.75,5,20.748,11.0905302153276,True
2631,52.79,2.57,42.75,5,24.427,96.2491317434592,True
2632,52.79,2.57,42.75,15,20.96,5.6484782012613,True
2633,52.79,2.57,42.75,10,20.479,2.05938697318004,True
2634,52.79,2.57,42.75,15,21.002,6.80010967918831,True
2635,52.79,2.57,42.75,5,21.212,21.8800648298217,True
2636,52.79,2.57,42.75,5,24.579,99.8379254457051,True
2637,52.79,2.57,42.75,5,23.936,84.6723778652466,True
2638,52.79,2.57,42.75,5,24.159,89.9745311414679,True
2639,52.79,2.57,42.75,5,21.543,29.4975688816856,True
2640,52.79,2.57,42.75,5,23.005,63.3711507293356,True
2641,52.79,2.57,42.75,5,24.578,99.8147719379486,True
2642,52.79,2.57,42.75,5,20.442,4.05186385737441,True
2643,52.79,2.57,42.75,5,24.337,94.1884695531374,True
2644,52.79,2.57,42.75,5,20.453,4.30655244269507,True
2645,52.79,2.57,42.75,5,24.373,95.0683028478815,True
2646,52.79,2.57,42.75,10,24.413,96.264367816092,True
2647,52.79,2.57,42.75,10,20.867,11.3505747126437,True
2648,52.79,2.57,42.75,5,21.062,18.3838851586015,True
2649,52.79,2.57,42.75,15,24.33,98.0531944063614,True
2650,52.79,2.57,42.75,10,20.848,10.8955938697318,True
2651,52.79,2.57,42.75,5,20.307,0.926140310256984,True
2652,52.79,2.57,42.75,10,24.19,90.9243295019158,True
2653,52.79,2.57,42.75,5,20.368,2.33850428339891,True
2654,52.79,2.57,42.75,5,24.373,95.0451493401251,True
2655,52.79,2.57,42.75,5,24.58,99.8610789534614,True
2656,52.79,2.57,42.75,10,24.556,99.6886973180077,True
2657,52.79,2.57,42.75,5,20.396,2.98680250057887,True
2658,52.79,2.57,42.75,15,21.101,9.45982999725799,True
2659,52.79,2.57,42.75,5,22.982,62.8617735586942,True
2660,52.79,2.57,42.75,15,20.928,4.77104469426925,True
2661,52.79,2.57,42.75,15,24.327,97.9435152179874,True
2662,52.79,2.57,42.75,15,21.049,8.0888401425829,True
2663,52.79,2.57,42.75,5,20.522,5.90414447788838,True
2664,52.79,2.57,42.75,10,20.63,5.6752873563218,True
2665,52.79,2.57,42.75,10,20.5,2.56226053639845,True
2666,52.79,2.57,42.75,5,20.531,6.06621903218339,True
2667,52.79,2.57,42.75,10,20.635,5.79501915708806,True
2668,52.79,2.57,42.75,5,21.5,28.5019680481593,True
2669,52.79,2.57,42.75,5,21.197,21.509608705719,True
2670,52.79,2.57,42.75,10,20.422,0.694444444444443,True
2671,52.79,2.57,42.75,10,20.636,5.81896551724135,True
2672,52.79,2.57,42.75,10,23.666,78.3764367816092,True
2673,52.79,2.57,42.75,15,20.893,3.75651220180962,True
2674,52.79,2.57,42.75,10,20.751,8.57279693486583,True
2675,52.79,2.57,42.75,10,20.605,5.07662835249042,True
2676,52.79,2.57,42.75,15,24.206,94.6257197696737,True
2677,52.79,2.57,42.75,5,23.292,69.9467469321603,True
2678,52.79,2.57,42.75,5,20.529,6.04306552442693,True
2679,52.79,2.57,42.75,5,24.256,92.2898819171105,True
2680,52.79,2.57,42.75,5,20.369,2.36165779115537,True
2681,52.79,2.57,42.75,10,24.292,93.366858237548,True
2682,52.79,2.57,42.75,10,20.476,1.98754789272027,True
2683,52.79,2.57,42.75,10,20.517,2.9693486590038,True
2684,52.79,2.57,42.75,10,22.046,39.5833333333333,True
2685,52.79,2.57,42.75,15,24.215,94.7902385522347,True
2686,52.79,2.57,42.75,5,20.712,10.3033109516092,True
2687,52.79,2.57,42.75,5,24.578,99.8147719379486,True
2688,52.79,2.57,42.75,5,20.788,12.039824033341,True
2689,52.79,2.57,42.75,5,20.311,1.01875434128272,True
2690,52.79,2.57,42.75,15,20.955,5.51137921579372,True
2691,52.79,2.57,42.75,5,20.473,4.72331558231074,True
2692,52.79,2.57,42.75,5,23.169,67.0525584626071,True
2693,52.79,2.57,42.75,5,20.358,2.06066219032188,True
2694,52.79,2.57,42.75,5,20.396,2.98680250057887,True
2695,52.79,2.57,42.75,15,21.428,18.3438442555524,True
2696,52.79,2.57,42.75,5,24.33,94.0495485065988,True
2697,52.79,2.57,42.75,5,20.502,5.41792081500352,True
2698,52.79,2.57,42.75,10,24.429,96.6475095785441,True
2699,52.79,2.57,42.75,10,20.588,4.66954022988507,True
2700,52.79,2.57,42.75,5,20.429,3.75086825654084,True
2701,52.79,2.57,42.75,5,20.745,11.0673767075712,True
2702,52.79,2.57,42.75,5,22.664,55.174808983561,True
2703,52.79,2.57,42.75,15,20.987,6.36139292569234,True
2704,52.79,2.57,42.75,5,24.516,98.3561009492939,True
2705,52.79,2.57,42.75,10,24.155,90.0862068965518,True
2706,52.79,2.57,42.75,5,20.789,12.0629775410975,True
2707,52.79,2.57,42.75,10,20.852,10.9913793103448,True
2708,52.79,2.57,42.75,15,20.97,5.89525637510282,True
2709,52.79,2.57,42.75,5,23.985,85.6679786987729,True
2710,52.79,2.57,42.75,5,20.383,2.6858068997453,True
2711,52.79,2.57,42.75,5,20.532,6.11252604769621,True
2712,52.79,2.57,42.75,5,20.584,7.31650845103031,True
2713,52.79,2.57,42.75,5,21.51,28.7335031257235,True
2714,52.79,2.57,42.75,5,22.987,62.9775410974763,True
2715,52.79,2.57,42.75,15,21.03,7.45818480943237,True
2716,52.79,2.57,42.75,10,24.112,89.0565134099618,True
2717,52.79,2.57,42.75,10,20.651,6.17816091954021,True
2718,52.79,2.57,42.75,5,20.631,8.42787682333876,True
2719,52.79,2.57,42.75,5,23.479,74.3690669136374,True
2720,52.79,2.57,42.75,10,20.578,4.43007662835246,True
2721,52.79,2.57,42.75,5,20.771,11.6693679092383,True
2722,52.79,2.57,42.75,5,21.511,28.8029636489928,True
2723,52.79,2.57,42.75,5,20.291,0.555684186154224,True
2724,52.79,2.57,42.75,10,20.44,1.12547892720299,True
2725,52.79,2.57,42.75,5,23.963,85.5522111599908,True
2726,52.79,2.57,42.75,5,20.759,11.3683723084047,True
2727,52.79,2.57,42.75,5,20.657,9.00671451724935,True
2728,52.79,2.57,42.75,10,21.053,15.8045977011494,True
2729,52.79,2.57,42.75,15,24.348,98.4919111598574,True
2730,52.79,2.57,42.75,10,20.708,7.54310344827581,True
2731,52.79,2.57,42.75,5,21.302,23.9175735123872,True
2732,52.79,2.57,42.75,5,24.298,93.3086362583932,True
2733,52.79,2.57,42.75,5,23.392,72.2620977078028,True
2734,52.79,2.57,42.75,5,20.804,12.3871266496874,True
2735,52.79,2.57,42.75,5,20.782,11.8777494790461,True
2736,52.79,2.57,42.75,5,20.78,11.8545959712897,True
2737,52.79,2.57,42.75,10,20.414,0.502873563218325,True
2738,52.79,2.57,42.75,5,21.487,28.2241259550822,True
2739,52.79,2.57,42.75,5,21.307,24.0101875434128,True
2740,52.79,2.57,42.75,5,21.545,29.5670294049549,True
2741,52.79,2.57,42.75,15,24.158,93.3095695091856,True
2742,52.79,2.57,42.75,15,20.811,1.56292843432955,True
2743,52.79,2.57,42.75,5,20.475,4.79277610558001,True
2744,52.79,2.57,42.75,5,23.184,67.4230145867099,True
2745,52.79,2.57,42.75,5,20.438,3.93609631859231,True
2746,52.79,2.57,42.75,15,21.248,13.2711817932547,True
2747,52.79,2.57,42.75,5,23.445,73.3040055568419,True
2748,52.79,2.57,42.75,10,20.765,8.9080459770115,True
2749,52.79,2.57,42.75,15,20.864,3.01617768028515,True
2750,52.79,2.57,42.75,10,22.776,57.0641762452107,True
2751,52.79,2.57,42.75,10,20.791,9.53065134099616,True
2752,52.79,2.57,42.75,5,20.521,5.88099097013201,True
2753,52.79,2.57,42.75,5,20.817,12.688122250521,True
2754,52.79,2.57,42.75,5,24.571,99.6295438758972,True
2755,52.79,2.57,42.75,10,20.429,0.862068965517189,True
2756,52.79,2.57,42.75,15,20.955,5.51137921579372,True
2757,52.79,2.57,42.75,5,24.488,97.7309562398704,True
2758,52.79,2.57,42.75,5,20.442,4.05186385737441,True
2759,52.79,2.57,42.75,5,20.468,4.65385505904146,True
2760,52.79,2.57,42.75,5,23.219,68.2565408659412,True
2761,52.79,2.57,42.75,5,20.792,12.1324380643668,True
2762,52.79,2.57,42.75,10,24.265,92.72030651341,True
2763,52.79,2.57,42.75,10,20.947,13.2662835249042,True
2764,52.79,2.57,42.75,5,21.505,28.6408890946979,True
2765,52.79,2.57,42.75,15,21.011,7.04688785302983,True
2766,52.79,2.57,42.75,5,23.198,67.8166242185692,True
2767,52.79,2.57,42.75,5,23.101,65.4086594119009,True
2768,52.79,2.57,42.75,5,21.196,21.4864551979625,True
2769,52.79,2.57,42.75,10,21.945,37.1647509578544,True
2770,52.79,2.57,42.75,5,20.653,8.93725399398007,True
2771,52.79,2.57,42.75,5,20.349,1.89858763602688,True
2772,52.79,2.57,42.75,5,24.366,94.9062282935865,True
2773,52.79,2.57,42.75,15,20.891,3.75651220180962,True
2774,52.79,2.57,42.75,5,21.609,30.9099328548275,True
2775,52.79,2.57,42.75,5,20.673,9.40032414910857,True
2776,52.79,2.57,42.75,5,20.73,10.6969205834684,True
2777,52.79,2.57,42.75,5,20.376,2.52373234545038,True
2778,52.79,2.57,42.75,15,20.947,5.29202083904573,True
2779,52.79,2.57,42.75,5,24.378,95.1840703866636,True
2780,52.79,2.57,42.75,10,24.167,90.3735632183909,True
2781,52.79,2.57,42.75,5,24.047,87.3350312572356,True
2782,52.79,2.57,42.75,5,24.542,98.9812456587174,True
2783,52.79,2.57,42.75,15,21.002,6.80010967918831,True
2784,52.79,2.57,42.75,5,20.555,6.66821023385044,True
2785,52.79,2.57,42.75,10,20.598,4.90900383141759,True
2786,52.79,2.57,42.75,10,20.949,13.3141762452107,True
2787,52.79,2.57,42.75,10,24.181,90.7088122605365,True
2788,52.79,2.57,42.75,5,23.211,68.0944663116462,True
2789,52.79,2.57,42.75,5,24.108,88.9094697846724,True
2790,52.79,2.57,42.75,15,20.925,4.68878530298874,True
2791,52.79,2.57,42.75,10,24.273,92.911877394636,True
2792,52.79,2.57,42.75,15,20.955,5.51137921579372,True
2793,52.79,2.57,42.75,15,24.327,97.9709350150809,True
2794,52.79,2.57,42.75,10,24.443,96.9827586206897,True
2795,52.79,2.57,42.75,5,21.334,24.7047927761056,True
2796,52.79,2.57,42.75,5,20.837,13.1743459134059,True
2797,52.79,2.57,42.75,5,20.582,7.27020143551748,True
2798,52.79,2.57,42.75,5,21.495,28.4093540171336,True
2799,52.79,2.57,42.75,5,20.481,4.95485065987502,True
2800,52.79,2.57,42.75,5,20.349,1.89858763602688,True
2801,52.79,2.57,42.75,5,20.762,11.4146793239176,True
2802,52.79,2.57,42.75,5,20.567,6.94605232692755,True
2803,52.79,2.57,42.75,5,20.666,9.23824959481364,True
2804,52.79,2.57,42.75,5,23.279,69.3216022227368,True
2805,52.79,2.57,42.75,5,21.188,21.3243806436675,True
2806,52.79,2.57,42.75,10,20.497,2.49042145593868,True
2807,52.79,2.57,42.75,5,20.833,13.0122713591109,True
2808,52.79,2.57,42.75,5,20.525,5.97360500115766,True
2809,52.79,2.57,42.75,5,23.647,78.2357027089604,True
2810,52.79,2.57,42.75,5,20.347,1.85228062051405,True
2811,52.79,2.57,42.75,10,20.632,5.72318007662829,True
2812,52.79,2.57,42.75,5,21.25,22.6672840935402,True
2813,52.79,2.57,42.75,5,24.195,90.8312109284557,True
2814,52.79,2.57,42.75,5,24.583,99.9073859689744,True
2815,52.79,2.57,42.75,5,20.826,12.8965038203288,True
2816,52.79,2.57,42.75,15,21.02,7.29366602687136,True
2817,52.79,2.57,42.75,10,20.594,4.81321839080453,True
2818,52.79,2.57,42.75,5,20.307,0.926140310256984,True
2819,52.79,2.57,42.75,5,21.157,20.6066219032184,True
2820,52.79,2.57,42.75,5,23.541,75.6888168557537,True
2821,52.79,2.57,42.75,15,24.268,96.3257471894708,True
2822,52.79,2.57,42.75,10,24.546,99.4492337164751,True
2823,52.79,2.57,42.75,5,24.558,99.3517017828201,True
2824,52.79,2.57,42.75,10,22.391,47.8448275862069,True
2825,52.79,2.57,42.75,15,21.785,26.5697833836029,True
2826,52.79,2.57,42.75,10,20.457,1.53256704980843,True
2827,52.79,2.57,42.75,10,20.853,11.015325670498,True
2828,52.79,2.57,42.75,5,21.548,29.6133364204677,True
2829,52.79,2.57,42.75,5,20.43,3.7740217642973,True
2830,52.79,2.57,42.75,5,20.435,3.8897893030794,True
2831,52.79,2.57,42.75,5,24.583,99.9305394767307,True
2832,52.79,2.57,42.75,10,20.923,12.691570881226,True
2833,52.79,2.57,42.75,10,20.623,5.50766283524897,True
2834,52.79,2.57,42.75,5,20.755,11.2989117851354,True
2835,52.79,2.57,42.75,5,22.494,50.4051863857374,True
2836,52.79,2.57,42.75,5,21.131,19.9583236860385,True
2837,52.79,2.57,42.75,10,24.563,99.8563218390805,True
2838,52.79,2.57,42.75,10,20.508,2.75383141762448,True
2839,52.79,2.57,42.75,5,21.091,19.0784903912943,True
2840,52.79,2.57,42.75,15,20.893,3.81135179599669,True
2841,52.79,2.57,42.75,5,20.683,9.6087057189164,True
2842,52.79,2.57,42.75,10,21.264,20.8572796934866,True
2843,52.79,2.57,42.75,5,20.601,7.73327159064598,True
2844,52.79,2.57,42.75,5,24.335,94.1653160453809,True
2845,52.79,2.57,42.75,5,21.173,20.9539245195647,True
2846,52.79,2.57,42.75,5,24.573,99.6990043991665,True
2847,52.79,2.57,42.75,10,24.458,97.3419540229886,True
2848,52.79,2.57,42.75,5,21.107,19.4489465153971,True
2849,52.79,2.57,42.75,5,20.611,7.96480666821026,True
2850,52.79,2.57,42.75,5,24.575,99.7453114146793,True
2851,52.79,2.57,42.75,5,20.28,0.277842093077112,True
2852,52.79,2.57,42.75,15,21.287,14.4776528653688,True
2853,52.79,2.57,42.75,10,24.479,97.8448275862069,True
2854,52.79,2.57,42.75,5,24.263,92.4751099791619,True
2855,52.79,2.57,42.75,5,20.527,6.01991201667056,True
2856,52.79,2.57,42.75,5,24.577,99.7916184301923,True
2857,52.79,2.57,42.75,10,24.169,90.4214559386974,True
2858,52.79,2.57,42.75,5,20.578,7.17758740449183,True
2859,52.79,2.57,42.75,5,20.637,8.56679786987731,True
2860,52.79,2.57,42.75,10,24.459,97.3659003831418,True
2861,52.79,2.57,42.75,5,20.719,10.4653855059042,True
2862,52.79,2.57,42.75,5,20.799,12.2482056031489,True
2863,52.79,2.57,42.75,5,20.615,8.05742069923591,True
2864,52.79,2.57,42.75,5,20.644,8.68256540865941,True
2865,52.79,2.57,42.75,15,24.252,95.8870304359748,True
2866,52.79,2.57,42.75,15,20.824,1.91938579654511,True
2867,52.79,2.57,42.75,15,20.792,0.466136550589511,True
2868,52.79,2.57,42.75,10,22.551,51.676245210728,True
2869,52.79,2.57,42.75,10,24.306,93.7021072796935,True
2870,52.79,2.57,42.75,5,23.327,70.8265802269044,True
2871,52.79,2.57,42.75,5,21.26,22.9914332021302,True
2872,52.79,2.57,42.75,5,24.574,99.722157906923,True
2873,52.79,2.57,42.75,5,24.576,99.7684649224358,True
2874,52.79,2.57,42.75,10,20.916,12.5239463601533,True
2875,52.79,2.57,42.75,5,24.371,94.9988423246122,True
2876,52.79,2.57,42.75,15,20.943,5.18234165067179,True
2877,52.79,2.57,42.75,10,24.208,91.3553639846744,True
2878,52.79,2.57,42.75,5,21.449,27.3674461680945,True
2879,52.79,2.57,42.75,10,20.486,2.22701149425287,True
2880,52.79,2.57,42.75,15,22.851,57.4444749108857,True
2881,52.79,2.57,42.75,15,24.124,92.3772964080066,True
2882,52.79,2.57,42.75,10,24.211,91.4272030651342,True
2883,52.79,2.57,42.75,5,22.318,46.7700856679787,True
2884,52.79,2.57,42.75,5,24.58,99.8610789534614,True
2885,52.79,2.57,42.75,10,24.269,92.8160919540231,True
2886,52.79,2.57,42.75,15,20.99,6.47107211406628,True
2887,52.79,2.57,42.75,10,20.521,3.06513409961686,True
2888,52.79,2.57,42.75,10,24.415,96.3122605363985,True
2889,52.79,2.57,42.75,10,20.47,1.84386973180072,True
2890,52.79,2.57,42.75,5,21.105,19.4026394998843,True
2891,52.79,2.57,42.75,15,21.049,8.0888401425829,True
2892,52.79,2.57,42.75,15,20.821,1.83712640526461,True
2893,52.79,2.57,42.75,5,21.265,23.0608937253995,True
2894,52.79,2.57,42.75,5,20.672,9.35401713359574,True
2895,52.79,2.57,42.75,5,20.779,11.8545959712897,True
2896,52.79,2.57,42.75,5,24.453,96.8974299606391,True
2897,52.79,2.57,42.75,5,21.62,31.3266959944432,True
2898,52.79,2.57,42.75,5,21.456,27.506367214633,True
2899,52.79,2.57,42.75,5,23.731,80.0648298217181,True
2900,52.79,2.57,42.75,5,21.32,24.3806436675157,True
2901,52.79,2.57,42.75,10,24.556,99.6886973180077,True
2902,52.79,2.57,42.75,5,20.371,2.40796480666819,True
2903,52.79,2.57,42.75,5,24.488,97.7078027321139,True
2904,52.79,2.57,42.75,10,24.562,99.8323754789272,True
2905,52.79,2.57,42.75,5,24.407,95.8555221115999,True
2906,52.79,2.57,42.75,5,24.067,87.9833294744154,True
2907,52.79,2.57,42.75,15,20.84,2.35810255004109,True
2908,52.79,2.57,42.75,10,22.474,49.8323754789272,True
2909,52.79,2.57,42.75,5,23.536,75.596202824728,True
2910,52.79,2.57,42.75,15,24.314,97.5047984644913,True
2911,52.79,2.57,42.75,5,21.461,27.6221347534152,True
2912,52.79,2.57,42.75,5,24.469,97.2678860847419,True
2913,52.79,2.57,42.75,10,21.162,18.4147509578544,True
2914,52.79,2.57,42.75,5,21.546,29.5901829127113,True
2915,52.79,2.57,42.75,5,24.575,99.7453114146793,True
2916,52.79,2.57,42.75,5,20.612,7.96480666821026,True
2917,52.79,2.57,42.75,5,23.288,69.8309793933782,True
2918,52.79,2.57,42.75,5,22.949,61.8198657096551,True
2919,52.79,2.57,42.75,5,21.065,18.4764991896273,True
2920,52.79,2.57,42.75,5,20.705,10.1412363973142,True
2921,52.79,2.57,42.75,15,21.071,8.63723608445292,True
2922,52.79,2.57,42.75,10,20.557,3.92720306513405,True
2923,52.79,2.57,42.75,5,20.446,4.14447788840014,True
2924,52.79,2.57,42.75,5,21.342,24.8668673304006,True
2925,52.79,2.57,42.75,15,20.967,5.84041678091575,True
2926,52.79,2.57,42.75,5,24.382,95.2535309099329,True
2927,52.79,2.57,42.75,10,20.677,6.80076628352488,True
2928,52.79,2.57,42.75,10,20.993,14.367816091954,True
2929,52.79,2.57,42.75,10,20.916,12.5239463601533,True
2930,52.79,2.57,42.75,5,20.661,9.09932854827508,True
2931,52.79,2.57,42.75,10,24.417,96.360153256705,True
2932,52.79,2.57,42.75,15,20.965,5.6484782012613,True
2933,52.79,2.57,42.75,15,20.952,5.42911982451331,True
2934,52.79,2.57,42.75,10,24.27,92.8400383141763,True
2935,52.79,2.57,42.75,10,24.488,98.0603448275862,True
2936,52.79,2.57,42.75,10,24.403,96.0249042145595,True
2937,52.79,2.57,42.75,15,20.979,6.16945434603778,True
2938,52.79,2.57,42.75,5,21.111,19.5415605464228,True
2939,52.79,2.57,42.75,5,23.759,80.82889557768,True
2940,52.79,2.57,42.75,5,20.606,7.82588562167171,True
2941,52.79,2.57,42.75,5,21.178,21.0928455661033,True
2942,52.79,2.57,42.75,5,24.368,94.929381801343,True
2943,52.79,2.57,42.75,5,20.379,2.59319286871965,True
2944,52.79,2.57,42.75,10,20.532,3.32854406130267,True
2945,52.79,2.57,42.75,15,20.902,4.05812996983822,True
2946,52.79,2.57,42.75,15,24.221,95.0095969289828,True
2947,52.79,2.57,42.75,5,24.265,92.5445705024311,True
2948,52.79,2.57,42.75,10,20.603,5.02873563218385,True
2949,52.79,2.57,42.75,5,24.153,89.9282241259551,True
2950,52.79,2.57,42.75,5,20.405,3.1488770548738,True
2951,52.79,2.57,42.75,5,21.139,20.1435517480899,True
2952,52.79,2.57,42.75,5,20.398,3.00995600833524,True
2953,52.79,2.57,42.75,10,20.561,4.02298850574711,True
2954,52.79,2.57,42.75,10,20.549,3.73563218390802,True
2955,52.79,2.57,42.75,10,22.255,44.588122605364,True
2956,52.79,2.57,42.75,15,21.023,7.32108582396489,True
2957,52.79,2.57,42.75,5,24.451,96.8279694373698,True
2958,52.79,2.57,42.75,15,21.185,11.7630929531121,True
2959,52.79,2.57,42.75,5,23.189,67.5850891410049,True
2960,52.79,2.57,42.75,10,24.173,90.5172413793104,True
2961,52.79,2.57,42.75,5,20.721,10.511692521417,True
2962,52.79,2.57,42.75,5,20.514,5.69576290808063,True
2963,52.79,2.57,42.75,15,24.211,94.7628187551412,True
2964,52.79,2.57,42.75,15,24.349,98.5467507540444,True
2965,52.79,2.57,42.75,15,21.723,25.8842884562654,True
2966,52.79,2.57,42.75,5,20.729,10.6969205834684,True
2967,52.79,2.57,42.75,10,24.524,98.9224137931035,True
2968,52.79,2.57,42.75,5,24.329,94.0495485065988,True
2969,52.79,2.57,42.75,10,24.439,96.8869731800767,True
2970,52.79,2.57,42.75,5,20.527,5.99675850891411,True
2971,52.79,2.57,42.75,5,20.574,7.10812688122256,True
2972,52.79,2.57,42.75,10,20.63,5.6752873563218,True
2973,52.79,2.57,42.75,10,24.472,97.6772030651341,True
2974,52.79,2.57,42.75,15,21.052,8.17109953386341,True
2975,52.79,2.57,42.75,5,20.521,5.8346839546191,True
2976,52.79,2.57,42.75,10,23.232,67.9837164750958,True
2977,52.79,2.57,42.75,5,24.453,96.9205834683955,True
2978,52.79,2.57,42.75,10,20.73,8.06992337164751,True
2979,52.79,2.57,42.75,5,20.336,1.59759203519331,True
2980,52.79,2.57,42.75,5,24.347,94.4663116462145,True
2981,52.79,2.57,42.75,10,20.456,1.50862068965515,True
2982,52.79,2.57,42.75,10,20.714,7.68678160919536,True
2983,52.79,2.57,42.75,5,22.996,63.1396156517713,True
2984,52.79,2.57,42.75,10,20.773,9.09961685823753,True
2985,52.79,2.57,42.75,5,21.278,23.3155823107201,True
2986,52.79,2.57,42.75,10,24.556,99.6886973180077,True
2987,52.79,2.57,42.75,10,20.591,4.74137931034475,True
2988,52.79,2.57,42.75,10,24.564,99.8802681992337,True
2989,52.79,2.57,42.75,5,21.461,27.6452882611715,True
2990,52.79,2.57,42.75,5,23.525,75.1794396851123,True
2991,52.79,2.57,42.75,10,24.186,90.8285440613027,True
2992,52.79,2.57,42.75,5,20.94,15.5591572123177,True
2993,52.79,2.57,42.75,10,24.389,95.6896551724138,True
2994,52.79,2.57,42.75,5,21.52,28.9881917110442,True
2995,52.79,2.57,42.75,15,20.911,4.30490814367974,True
2996,52.79,2.57,42.75,15,24.387,99.5338634494105,True
2997,52.79,2.57,42.75,5,24.37,94.9988423246122,True
2998,52.79,2.57,42.75,5,24.367,94.9062282935865,True
2999,52.79,2.57,42.75,5,20.44,3.98240333410513,True
3000,52.79,2.57,42.75,15,20.947,5.29202083904573,True
3001,52.79,2.57,42.75,5,23.257,69.2058346839547,True
3002,52.79,2.57,42.75,10,24.47,97.6293103448277,True
3003,52.79,2.57,42.75,5,20.785,11.9935170178282,True
3004,52.79,2.57,42.75,5,20.299,0.740912248205604,True
3005,52.79,2.57,42.75,5,20.641,8.58995137763376,True
3006,52.79,2.57,42.75,10,20.568,4.19061302681986,True
3007,52.79,2.57,42.75,5,20.369,2.36165779115537,True
3008,52.79,2.57,42.75,10,20.922,12.6676245210728,True
3009,52.79,2.57,42.75,10,20.716,7.73467432950184,True
3010,52.79,2.57,42.75,5,21.16,20.6297754109748,True
3011,52.79,2.57,42.75,15,20.986,6.36139292569234,True
3012,52.79,2.57,42.75,15,20.815,1.67260762270359,True
3013,52.79,2.57,42.75,5,23.416,72.9103959249827,True
3014,52.79,2.57,42.75,5,24.313,93.679092382496,True
3015,52.79,2.57,42.75,10,24.43,96.6714559386973,True
3016,52.79,2.57,42.75,5,21.328,24.565871729567,True
3017,52.79,2.57,42.75,10,21.186,18.9894636015326,True
3018,52.79,2.57,42.75,15,20.897,3.92103098437064,True
3019,52.79,2.57,42.75,5,22.683,55.5684186154203,True
3020,52.79,2.57,42.75,10,24.259,92.5766283524905,True
3021,52.79,2.57,42.75,5,23.254,69.1363741606854,True
3022,52.79,2.57,42.75,5,20.48,4.93169715211857,True
3023,52.79,2.57,42.75,5,20.739,10.9284556610327,True
3024,52.79,2.57,42.75,5,20.494,5.25584626070851,True
3025,52.79,2.57,42.75,5,24.346,94.4200046307016,True
3026,52.79,2.57,42.75,15,20.99,6.47107211406628,True
3027,52.79,2.57,42.75,5,20.463,4.49178050474645,True
3028,52.79,2.57,42.75,10,20.498,2.51436781609188,True
3029,52.79,2.57,42.75,5,20.677,9.46978467237784,True
3030,52.79,2.57,42.75,5,20.359,2.13012271359116,True
3031,52.79,2.57,42.75,5,21.189,21.3243806436675,True
3032,52.79,2.57,42.75,5,21.311,24.1722620977078,True
3033,52.79,2.57,42.75,10,20.779,9.24329501915707,True
3034,52.79,2.57,42.75,5,24.431,96.4112062977542,True
3035,52.79,2.57,42.75,15,20.799,1.23389086920752,True
3036,52.79,2.57,42.75,5,22.959,62.3292428802964,True
3037,52.79,2.57,42.75,5,24.582,99.9073859689744,True
3038,52.79,2.57,42.75,5,20.51,5.6031488770549,True
3039,52.79,2.57,42.75,10,24.286,93.2231800766284,True
3040,52.79,2.57,42.75,5,20.481,4.95485065987502,True
3041,52.79,2.57,42.75,15,24.375,99.287085275569,True
3042,52.79,2.57,42.75,10,24.477,97.7969348659004,True
