,C,H,O,heat_rate,T,mass_porc,biomass_ESP,biomass_EU,biomass_MCP,biomass_MSP,biomass_MV,biomass_OU,biomass_PP,biomass_SD
16364,78.78,0.82,19.91,10,462.680000000008,51.2317834836919,False,False,False,False,True,False,False,False
16365,61.93,0.91,35.47,15,187.74,96.0223307745988,False,True,False,False,False,False,False,False
16366,44.71,1.48,49.33,15,266.615384615383,82.3831975996571,False,False,False,False,False,False,False,True
16367,44.71,1.48,49.33,5,178.549278846154,92.6057906458797,False,False,False,False,False,False,False,True
16368,45.49,5.61,42.1,15,877.039,4.18816000000002,False,False,True,False,False,False,False,False
16369,61.93,0.91,35.47,10,655.899999999984,40.0,False,True,False,False,False,False,False,False
16370,78.78,0.82,19.91,10,866.020000000009,9.22970159611381,False,False,False,False,True,False,False,False
16371,45.51,5.58,41.82,5,389.823,36.9363596590909,False,False,False,True,False,False,False,False
16372,45.49,5.61,42.1,10,435.388,33.33543,False,False,True,False,False,False,False,False
16373,44.71,1.48,49.33,10,837.73333333331,2.14629872974154,False,False,False,False,False,False,False,True
16374,45.49,5.61,42.1,15,793.492,7.94216800000001,False,False,True,False,False,False,False,False
16375,45.51,5.58,41.82,15,290.52802,69.622298433735,False,False,False,True,False,False,False,False
16376,41.67,5.28,39.77,10,852.0,6.21923,True,False,False,False,False,False,False,False
16377,45.51,5.58,41.82,5,724.02502,23.4312357954545,False,False,False,True,False,False,False,False
16378,45.49,5.61,42.1,15,724.17798,11.081332,False,False,True,False,False,False,False,False
16379,41.67,5.28,39.77,20,865.0,6.21732486125628,True,False,False,False,False,False,False,False
16380,48.95,1.38,48.41,15,626.953670000017,3.36383207750269,False,False,False,False,False,False,True,False
16381,45.51,5.58,41.82,10,384.22601,41.1177557647059,False,False,False,True,False,False,False,False
16382,78.78,0.82,19.91,20,98.4999999999998,99.057412167952,False,False,False,False,True,False,False,False
16383,45.49,5.61,42.1,10,521.97101,28.5942374576271,False,False,True,False,False,False,False,False
16384,45.49,5.61,42.1,5,764.37598,18.9585650793651,False,False,True,False,False,False,False,False
16385,45.49,5.61,42.1,5,718.14099,19.5714222222222,False,False,True,False,False,False,False,False
16386,48.95,1.38,48.41,10,254.200000000005,83.7515842839037,False,False,False,False,False,False,True,False
16387,61.93,0.91,35.47,10,629.799999999984,41.994884910486,False,True,False,False,False,False,False,False
16388,44.71,1.48,49.33,10,293.844444444438,67.6741130091984,False,False,False,False,False,False,False,True
16389,44.71,1.48,49.33,15,254.815384615383,85.1264466352336,False,False,False,False,False,False,False,True
16390,45.49,5.61,42.1,5,572.50403,22.2117365079365,False,False,True,False,False,False,False,False
16391,44.71,1.48,49.33,10,670.281481481466,6.21988611476125,False,False,False,False,False,False,False,True
16392,75.63,0.79,22.14,15,797.269999999977,26.8064319153267,False,False,False,False,False,True,False,False
16393,44.71,1.48,49.33,5,185.580528846154,92.1158129175947,False,False,False,False,False,False,False,True
16394,45.51,5.58,41.82,5,642.37799,24.5221539772727,False,False,False,True,False,False,False,False
16395,45.51,5.58,41.82,5,266.668,72.7090880681818,False,False,False,True,False,False,False,False
16396,75.63,0.79,22.14,10,806.839999999989,17.2053231939164,False,False,False,False,False,True,False,False
16397,45.49,5.61,42.1,10,623.21802,25.5449093220339,False,False,True,False,False,False,False,False
16398,44.71,1.48,49.33,5,628.518028846155,7.52783964365258,False,False,False,False,False,False,False,True
16399,75.63,0.79,22.14,10,488.240000000008,35.5133079847908,False,False,False,False,False,True,False,False
16400,78.78,0.82,19.91,20,147.38,98.5432733504713,False,False,False,False,True,False,False,False
16401,45.49,5.61,42.1,5,69.918,95.7335015873015,False,False,True,False,False,False,False,False
16402,45.49,5.61,42.1,10,374.89001,40.1391523728814,False,False,True,False,False,False,False,False
16403,44.71,1.48,49.33,10,428.333333333323,14.19185282523,False,False,False,False,False,False,False,True
16404,45.49,5.61,42.1,5,411.724,30.1914158730159,False,False,True,False,False,False,False,False
16405,45.49,5.61,42.1,5,846.828,17.9447492063492,False,False,True,False,False,False,False,False
16406,41.67,5.28,39.77,10,347.0,20.00788,True,False,False,False,False,False,False,False
16407,45.51,5.58,41.82,5,261.064,74.3985301136364,False,False,False,True,False,False,False,False
16408,45.49,5.61,42.1,10,396.62399,37.2779522033898,False,False,True,False,False,False,False,False
16409,75.63,0.79,22.14,10,870.559999999984,12.4714828897338,False,False,False,False,False,True,False,False
16410,45.49,5.61,42.1,15,810.67999,7.16950000000002,False,False,True,False,False,False,False,False
16411,45.49,5.61,42.1,5,375.43701,34.2617301587301,False,False,True,False,False,False,False,False
16412,48.95,1.38,48.41,10,596.800000000018,11.0519645120406,False,False,False,False,False,False,True,False
16413,41.67,5.28,39.77,15,254.0,89.44286,True,False,False,False,False,False,False,False
16414,48.95,1.38,48.41,10,43.5999999999985,99.8225602027884,False,False,False,False,False,False,True,False
16415,45.51,5.58,41.82,15,58.157,99.4941032530121,False,False,False,True,False,False,False,False
16416,45.49,5.61,42.1,5,379.479,33.7557301587302,False,False,True,False,False,False,False,False
16417,45.51,5.58,41.82,5,866.24103,22.2721630681818,False,False,False,True,False,False,False,False
16418,75.63,0.79,22.14,10,800.359999999989,17.4144486692015,False,False,False,False,False,True,False,False
16419,44.71,1.48,49.33,10,132.985185185182,95.9702146298729,False,False,False,False,False,False,False,True
16420,78.78,0.82,19.91,10,71.3800000000022,99.1845940319223,False,False,False,False,True,False,False,False
16421,48.95,1.38,48.41,5,134.300000000004,98.6323777855247,False,False,False,False,False,False,True,False
16422,44.71,1.48,49.33,5,687.200028846156,6.81514476614693,False,False,False,False,False,False,False,True
16423,45.49,5.61,42.1,5,193.326,86.2025428571429,False,False,True,False,False,False,False,False
16424,41.67,5.28,39.77,15,753.0,6.29128,True,False,False,False,False,False,False,False
16425,45.49,5.61,42.1,5,737.07898,19.3111238095238,False,False,True,False,False,False,False,False
16426,45.49,5.61,42.1,5,142.88,88.6784158730159,False,False,True,False,False,False,False,False
16427,75.63,0.79,22.14,10,566.000000000005,27.6615969581749,False,False,False,False,False,True,False,False
16428,44.71,1.48,49.33,10,867.39999999997,1.1388523872098,False,False,False,False,False,False,False,True
16429,48.95,1.38,48.41,5,423.255000000001,22.0991660186104,False,False,False,False,False,False,True,False
16430,45.49,5.61,42.1,5,432.07199,28.4312761904762,False,False,True,False,False,False,False,False
16431,61.93,0.91,35.47,10,784.599999999988,30.7928388746803,False,True,False,False,False,False,False,False
16432,61.93,0.91,35.47,10,834.999999999993,27.2634271099744,False,True,False,False,False,False,False,False
16433,75.63,0.79,22.14,20,90.0800000000003,98.7777359909741,False,False,False,False,False,True,False,False
16434,61.93,0.91,35.47,20,371.839999999996,86.15518744551,False,True,False,False,False,False,False,False
16435,61.93,0.91,35.47,20,232.439999999997,96.8788142981692,False,True,False,False,False,False,False,False
16436,78.78,0.82,19.91,20,892.800000000021,12.133676092545,False,False,False,False,True,False,False,False
16437,45.51,5.58,41.82,5,700.20697,23.7077238636364,False,False,False,True,False,False,False,False
16438,45.51,5.58,41.82,10,426.36899,36.1696529411765,False,False,False,True,False,False,False,False
16439,61.93,0.91,35.47,20,635.879999999994,45.5100261551874,False,True,False,False,False,False,False,False
16440,45.49,5.61,42.1,10,846.11298,21.9810337288136,False,False,True,False,False,False,False,False
16441,78.78,0.82,19.91,10,475.580000000009,49.1845940319223,False,False,False,False,True,False,False,False
16442,48.95,1.38,48.41,5,378.615000000002,24.7003298382988,False,False,False,False,False,False,True,False
16443,45.49,5.61,42.1,5,114.684,89.4426888888889,False,False,True,False,False,False,False,False
16444,45.51,5.58,41.82,5,565.31097,26.2164681818182,False,False,False,True,False,False,False,False
16445,45.51,5.58,41.82,5,559.68298,26.3764698863636,False,False,False,True,False,False,False,False
16446,75.63,0.79,22.14,10,843.559999999986,15.0380228136882,False,False,False,False,False,True,False,False
16447,44.71,1.48,49.33,15,412.753846153843,17.4453493356194,False,False,False,False,False,False,False,True
16448,45.49,5.61,42.1,15,53.386,99.39466,False,False,True,False,False,False,False,False
16449,45.49,5.61,42.1,10,268.67999,77.672722881356,False,False,True,False,False,False,False,False
16450,45.49,5.61,42.1,5,648.48999,20.6350698412698,False,False,True,False,False,False,False,False
16451,45.51,5.58,41.82,5,765.37,23.0105596590909,False,False,False,True,False,False,False,False
16452,45.49,5.61,42.1,5,169.952,87.7577682539682,False,False,True,False,False,False,False,False
16453,48.95,1.38,48.41,10,599.800000000018,10.8745247148289,False,False,False,False,False,False,True,False
16454,45.51,5.58,41.82,5,315.19,58.1352352272728,False,False,False,True,False,False,False,False
16455,48.95,1.38,48.41,5,81.2000000000019,99.3295969536886,False,False,False,False,False,False,True,False
16456,48.95,1.38,48.41,5,715.89499999999,6.27765412566039,False,False,False,False,False,False,True,False
16457,45.49,5.61,42.1,10,558.51398,27.3106640677966,False,False,True,False,False,False,False,False
16458,45.51,5.58,41.82,15,437.22299,35.9530014457831,False,False,False,True,False,False,False,False
16459,45.51,5.58,41.82,10,571.11902,28.3411807058823,False,False,False,True,False,False,False,False
16460,61.93,0.91,35.47,10,96.0999999999976,96.6581415174766,False,True,False,False,False,False,False,False
16461,41.67,5.28,39.77,15,814.0,4.97965,True,False,False,False,False,False,False,False
16462,45.51,5.58,41.82,5,58.567,98.6637477272727,False,False,False,True,False,False,False,False
16463,44.71,1.48,49.33,5,105.775841346154,95.1002227171493,False,False,False,False,False,False,False,True
16464,45.49,5.61,42.1,5,588.11902,21.8222317460317,False,False,True,False,False,False,False,False
16465,45.49,5.61,42.1,15,210.703,89.328988,False,False,True,False,False,False,False,False
16466,48.95,1.38,48.41,5,142.100000000004,98.3374004451477,False,False,False,False,False,False,True,False
16467,44.71,1.48,49.33,10,762.577777777758,3.89837932544891,False,False,False,False,False,False,False,True
16468,78.78,0.82,19.91,20,33.64,99.8628963153384,False,False,False,False,True,False,False,False
16469,78.78,0.82,19.91,10,532.340000000009,33.1887578070784,False,False,False,False,True,False,False,False
16470,48.95,1.38,48.41,5,257.600000000009,59.8294494650184,False,False,False,False,False,False,True,False
16471,44.71,1.48,49.33,15,517.138461538456,12.0445777968282,False,False,False,False,False,False,False,True
16472,45.51,5.58,41.82,5,328.34299,53.6699988636364,False,False,False,True,False,False,False,False
16473,75.63,0.79,22.14,10,880.819999999984,11.7680608365019,False,False,False,False,False,True,False,False
16474,61.93,0.91,35.47,20,599.799999999995,48.0383609415867,False,True,False,False,False,False,False,False
16475,75.63,0.79,22.14,10,834.379999999987,15.7604562737643,False,False,False,False,False,True,False,False
16476,45.51,5.58,41.82,10,501.23199,30.7513014117647,False,False,False,True,False,False,False,False
16477,44.71,1.48,49.33,5,173.627403846154,92.8730512249443,False,False,False,False,False,False,False,True
16478,44.71,1.48,49.33,5,240.775841346154,87.3496659242761,False,False,False,False,False,False,False,True
16479,41.67,5.28,39.77,20,281.0,76.453792326872,True,False,False,False,False,False,False,False
16480,45.51,5.58,41.82,15,257.87799,80.1189227710844,False,False,False,True,False,False,False,False
16481,45.51,5.58,41.82,5,178.968,88.6213647727273,False,False,False,True,False,False,False,False
16482,45.51,5.58,41.82,10,547.02399,29.0489310588235,False,False,False,True,False,False,False,False
16483,45.51,5.58,41.82,5,470.491,29.8171607954546,False,False,False,True,False,False,False,False
16484,45.49,5.61,42.1,5,144.97701,88.6357079365079,False,False,True,False,False,False,False,False
16485,75.63,0.79,22.14,20,364.639999999999,83.6592704024069,False,False,False,False,False,True,False,False
16486,78.78,0.82,19.91,10,250.260000000005,93.0083275503123,False,False,False,False,True,False,False,False
16487,45.49,5.61,42.1,15,611.58301,17.241328,False,False,True,False,False,False,False,False
16488,44.71,1.48,49.33,10,427.014814814805,14.2356548401226,False,False,False,False,False,False,False,True
16489,78.78,0.82,19.91,10,682.840000000012,26.648160999306,False,False,False,False,True,False,False,False
16490,45.51,5.58,41.82,5,70.583,97.4701244318181,False,False,False,True,False,False,False,False
16491,45.51,5.58,41.82,10,111.208,95.4921094117647,False,False,False,True,False,False,False,False
16492,45.49,5.61,42.1,5,636.44501,20.8430222222222,False,False,True,False,False,False,False,False
16493,45.49,5.61,42.1,10,771.87,23.0023681355933,False,False,True,False,False,False,False,False
16494,44.71,1.48,49.33,5,191.557091346154,91.6703786191536,False,False,False,False,False,False,False,True
16495,45.49,5.61,42.1,5,326.47299,50.9117492063492,False,False,True,False,False,False,False,False
16496,61.93,0.91,35.47,10,528.999999999987,50.2472293265132,False,True,False,False,False,False,False,False
16497,45.51,5.58,41.82,10,699.992,25.7791694117647,False,False,False,True,False,False,False,False
16498,45.51,5.58,41.82,5,298.26099,63.26715,False,False,False,True,False,False,False,False
16499,78.78,0.82,19.91,10,196.080000000004,96.9812630117974,False,False,False,False,True,False,False,False
16500,48.95,1.38,48.41,5,416.311000000001,22.5014078463973,False,False,False,False,False,False,True,False
16501,41.67,5.28,39.77,10,239.0,92.27248,True,False,False,False,False,False,False,False
16502,44.71,1.48,49.33,5,894.96602884619,0.222717149220446,False,False,False,False,False,False,False,True
16503,75.63,0.79,22.14,10,562.760000000005,27.8136882129278,False,False,False,False,False,True,False,False
16504,45.51,5.58,41.82,10,792.14697,24.7644776470588,False,False,False,True,False,False,False,False
16505,41.67,5.28,39.77,10,182.0,98.90005,True,False,False,False,False,False,False,False
16506,48.95,1.38,48.41,10,61.5999999999984,99.2902408111534,False,False,False,False,False,False,True,False
16507,48.95,1.38,48.41,15,716.746175000018,0.484391819160406,False,False,False,False,False,False,True,False
16508,45.51,5.58,41.82,10,690.16302,25.9143477647058,False,False,False,True,False,False,False,False
16509,45.51,5.58,41.82,15,598.52399,27.3507242168675,False,False,False,True,False,False,False,False
16510,45.51,5.58,41.82,10,78.33,98.4642395294117,False,False,False,True,False,False,False,False
16511,48.95,1.38,48.41,10,199.000000000003,93.0038022813688,False,False,False,False,False,False,True,False
16512,41.67,5.28,39.77,15,87.0,100.01786,True,False,False,False,False,False,False,False
