,C,H,O,heat_rate,T,mass_porc,biomass_ESP,biomass_EU,biomass_MCP,biomass_MSP,biomass_MV,biomass_OU,biomass_PP,biomass_SD
3301,75.63,0.79,22.14,15,518.269999999992,48.7278648483615,False,False,False,False,False,True,False,False
3302,48.95,1.38,48.41,5,753.590999999988,4.82958354562762,False,False,False,False,False,False,True,False
3303,44.71,1.48,49.33,5,615.037028846155,7.75055679287303,False,False,False,False,False,False,False,True
3304,61.93,0.91,35.47,20,76.6399999999988,99.4420226678291,False,True,False,False,False,False,False,False
3305,44.71,1.48,49.33,5,312.143028846154,49.6213808463252,False,False,False,False,False,False,False,True
3306,75.63,0.79,22.14,20,191.48,93.757051523129,False,False,False,False,False,True,False,False
3307,78.78,0.82,19.91,15,844.130000000003,6.31704410011917,False,False,False,False,True,False,False,False
3308,48.95,1.38,48.41,10,161.800000000002,95.0063371356147,False,False,False,False,False,False,True,False
3309,75.63,0.79,22.14,10,219.859999999999,89.1634980988593,False,False,False,False,False,True,False,False
3310,45.51,5.58,41.82,5,123.502,91.0546602272727,False,False,False,True,False,False,False,False
3311,44.71,1.48,49.33,5,690.372028846156,6.72605790645879,False,False,False,False,False,False,False,True
3312,78.78,0.82,19.91,20,574.140000000002,32.9562982005141,False,False,False,False,True,False,False,False
3313,45.49,5.61,42.1,10,236.60699,84.5298125423729,False,False,True,False,False,False,False,False
3314,45.49,5.61,42.1,5,99.421,90.660161904762,False,False,True,False,False,False,False,False
3315,44.71,1.48,49.33,5,524.635028846155,8.68596881959912,False,False,False,False,False,False,False,True
3316,61.93,0.91,35.47,10,628.899999999984,42.0289855072464,False,True,False,False,False,False,False,False
3317,48.95,1.38,48.41,5,379.607000000002,24.6466975945939,False,False,False,False,False,False,True,False
3318,41.67,5.28,39.77,20,670.0,6.84066596959696,True,False,False,False,False,False,False,False
3319,75.63,0.79,22.14,10,731.779999999994,20.5133079847909,False,False,False,False,False,True,False,False
3320,44.71,1.48,49.33,10,550.296296296284,9.54883924660534,False,False,False,False,False,False,False,True
3321,45.51,5.58,41.82,5,534.55603,27.1451295454546,False,False,False,True,False,False,False,False
3322,75.63,0.79,22.14,15,179.750000000002,94.9928760431509,False,False,False,False,False,True,False,False
3323,61.93,0.91,35.47,10,354.399999999991,60.1193520886616,False,True,False,False,False,False,False,False
3324,45.51,5.58,41.82,5,358.12601,41.4110340909091,False,False,False,True,False,False,False,False
3325,45.51,5.58,41.82,5,171.38901,88.9293130681818,False,False,False,True,False,False,False,False
3326,45.51,5.58,41.82,15,189.606,90.2178390361446,False,False,False,True,False,False,False,False
3327,41.67,5.28,39.77,10,924.0,6.2235,True,False,False,False,False,False,False,False
3328,75.63,0.79,22.14,15,765.649999999979,28.4347649094239,False,False,False,False,False,True,False,False
3329,41.67,5.28,39.77,10,602.0,6.1056,True,False,False,False,False,False,False,False
3330,48.95,1.38,48.41,5,116.900000000003,98.7932745166395,False,False,False,False,False,False,True,False
3331,45.49,5.61,42.1,10,220.964,87.4174572881356,False,False,True,False,False,False,False,False
3332,78.78,0.82,19.91,10,595.98000000001,29.8056904927134,False,False,False,False,True,False,False,False
3333,45.49,5.61,42.1,5,750.82098,19.1317365079365,False,False,True,False,False,False,False,False
3334,45.49,5.61,42.1,15,296.00101,68.06332,False,False,True,False,False,False,False,False
3335,48.95,1.38,48.41,15,418.540625000011,15.2045209903122,False,False,False,False,False,False,True,False
3336,78.78,0.82,19.91,10,461.820000000008,51.2491325468425,False,False,False,False,True,False,False,False
3337,45.51,5.58,41.82,5,707.45203,23.6208045454545,False,False,False,True,False,False,False,False
3338,45.49,5.61,42.1,5,542.43799,23.0760222222223,False,False,True,False,False,False,False,False
3339,45.51,5.58,41.82,15,181.263,90.5873530120482,False,False,False,True,False,False,False,False
3340,44.71,1.48,49.33,10,410.533333333324,14.9364870784056,False,False,False,False,False,False,False,True
3341,45.49,5.61,42.1,10,468.56699,31.0608654237288,False,False,True,False,False,False,False,False
3342,44.71,1.48,49.33,15,825.75384615384,2.57179597085307,False,False,False,False,False,False,False,True
3343,45.49,5.61,42.1,10,623.48199,25.5389877966101,False,False,True,False,False,False,False,False
3344,45.49,5.61,42.1,5,399.25201,31.472234920635,False,False,True,False,False,False,False,False
3345,45.51,5.58,41.82,5,665.64099,24.1610295454545,False,False,False,True,False,False,False,False
3346,41.67,5.28,39.77,10,477.0,7.332,True,False,False,False,False,False,False,False
3347,44.71,1.48,49.33,5,868.00402884618,1.29175946547884,False,False,False,False,False,False,False,True
3348,45.49,5.61,42.1,15,652.41901,14.726332,False,False,True,False,False,False,False,False
3349,45.49,5.61,42.1,15,671.052,13.693168,False,False,True,False,False,False,False,False
3350,45.51,5.58,41.82,10,702.63397,25.7443498823529,False,False,False,True,False,False,False,False
3351,61.93,0.91,35.47,20,804.799999999993,35.4489973844812,False,True,False,False,False,False,False,False
3352,44.71,1.48,49.33,15,527.123076923072,11.6588084012002,False,False,False,False,False,False,False,True
3353,45.49,5.61,42.1,15,76.821,98.129512,False,False,True,False,False,False,False,False
3354,45.51,5.58,41.82,5,862.745,22.3000039772727,False,False,False,True,False,False,False,False
3355,75.63,0.79,22.14,10,31.94,98.9923954372623,False,False,False,False,False,True,False,False
3356,44.71,1.48,49.33,5,805.35702884617,3.60801781737191,False,False,False,False,False,False,False,True
3357,75.63,0.79,22.14,10,196.1,90.6653992395437,False,False,False,False,False,True,False,False
3358,44.71,1.48,49.33,10,480.414814814804,11.3885238720982,False,False,False,False,False,False,False,True
3359,45.49,5.61,42.1,5,497.599,24.7125428571429,False,False,True,False,False,False,False,False
3360,45.51,5.58,41.82,10,405.33301,38.5829338823529,False,False,False,True,False,False,False,False
3361,41.67,5.28,39.77,20,792.0,6.41840263814048,True,False,False,False,False,False,False,False
3362,45.51,5.58,41.82,5,758.18201,23.0798835227273,False,False,False,True,False,False,False,False
3363,45.49,5.61,42.1,10,775.33099,22.9566142372881,False,False,True,False,False,False,False,False
3364,45.49,5.61,42.1,5,203.29201,85.2271396825397,False,False,True,False,False,False,False,False
3365,45.49,5.61,42.1,15,372.98199,38.775664,False,False,True,False,False,False,False,False
3366,44.71,1.48,49.33,5,151.478966346154,93.9420935412026,False,False,False,False,False,False,False,True
3367,44.71,1.48,49.33,5,109.994591346154,94.9665924276169,False,False,False,False,False,False,False,True
3368,41.67,5.28,39.77,20,748.0,6.49883374889407,True,False,False,False,False,False,False,False
3369,45.49,5.61,42.1,5,482.73999,25.3701682539683,False,False,True,False,False,False,False,False
3370,45.51,5.58,41.82,10,607.19897,27.4191891764706,False,False,False,True,False,False,False,False
3371,75.63,0.79,22.14,10,654.019999999999,23.9543726235742,False,False,False,False,False,True,False,False
3372,45.49,5.61,42.1,5,620.53101,21.1412793650794,False,False,True,False,False,False,False,False
3373,45.51,5.58,41.82,5,350.19,44.1302278409091,False,False,False,True,False,False,False,False
3374,48.95,1.38,48.41,5,156.800000000005,97.5329167895739,False,False,False,False,False,False,True,False
3375,45.51,5.58,41.82,5,448.17999,31.2323977272727,False,False,False,True,False,False,False,False
3376,48.95,1.38,48.41,5,508.566999999998,15.395135555496,False,False,False,False,False,False,True,False
3377,41.67,5.28,39.77,10,568.0,6.62701,True,False,False,False,False,False,False,False
3378,48.95,1.38,48.41,10,52.5999999999985,99.6958174904943,False,False,False,False,False,False,True,False
3379,75.63,0.79,22.14,15,655.909999999985,36.1082841441075,False,False,False,False,False,True,False,False
3380,44.71,1.48,49.33,5,66.4008413461538,97.7282850779509,False,False,False,False,False,False,False,True
3381,44.71,1.48,49.33,15,443.615384615381,15.6450921560224,False,False,False,False,False,False,False,True
3382,45.49,5.61,42.1,15,579.185,19.539676,False,False,True,False,False,False,False,False
3383,44.71,1.48,49.33,5,634.862028846155,7.52783964365258,False,False,False,False,False,False,False,True
3384,41.67,5.28,39.77,10,755.0,5.74439,True,False,False,False,False,False,False,False
3385,61.93,0.91,35.47,10,222.099999999994,89.3435635123615,False,True,False,False,False,False,False,False
3386,61.93,0.91,35.47,10,735.999999999983,33.7936913895993,False,True,False,False,False,False,False,False
3387,45.51,5.58,41.82,5,136.105,90.3914897727272,False,False,False,True,False,False,False,False
3388,48.95,1.38,48.41,5,30.1999999999999,99.8659193907377,False,False,False,False,False,False,True,False
3389,48.95,1.38,48.41,5,271.77500000001,34.8636400203803,False,False,False,False,False,False,True,False
3390,44.71,1.48,49.33,10,179.792592592588,94.568550153307,False,False,False,False,False,False,False,True
3391,44.71,1.48,49.33,5,45.3070913461538,99.1982182628062,False,False,False,False,False,False,False,True
3392,75.63,0.79,22.14,10,848.959999999986,14.4866920152091,False,False,False,False,False,True,False,False
3393,41.67,5.28,39.77,10,391.0,14.36535,True,False,False,False,False,False,False,False
3394,41.67,5.28,39.77,10,775.0,5.84664,True,False,False,False,False,False,False,False
3395,45.49,5.61,42.1,15,346.811,45.12916,False,False,True,False,False,False,False,False
3396,45.49,5.61,42.1,5,259.03101,74.9214317460318,False,False,True,False,False,False,False,False
3397,78.78,0.82,19.91,10,741.320000000013,21.3566967383761,False,False,False,False,True,False,False,False
3398,75.63,0.79,22.14,15,691.249999999983,33.4825971911256,False,False,False,False,False,True,False,False
3399,75.63,0.79,22.14,15,486.649999999994,53.3279055566864,False,False,False,False,False,True,False,False
3400,45.49,5.61,42.1,10,633.64001,25.310843559322,False,False,True,False,False,False,False,False
3401,44.71,1.48,49.33,5,271.361778846154,82.4053452115813,False,False,False,False,False,False,False,True
3402,75.63,0.79,22.14,20,661.039999999989,39.2440767205717,False,False,False,False,False,True,False,False
3403,61.93,0.91,35.47,10,573.999999999986,46.0699062233589,False,True,False,False,False,False,False,False
3404,45.51,5.58,41.82,5,250.73599,77.5475039772727,False,False,False,True,False,False,False,False
3405,48.95,1.38,48.41,5,425.239000000001,21.9919015312006,False,False,False,False,False,False,True,False
3406,41.67,5.28,39.77,10,41.0,100.0,True,False,False,False,False,False,False,False
3407,75.63,0.79,22.14,20,83.8400000000003,98.9093644227153,False,False,False,False,False,True,False,False
3408,44.71,1.48,49.33,5,879.10602884618,0.801781737193794,False,False,False,False,False,False,False,True
3409,45.51,5.58,41.82,15,577.83899,28.1891428915663,False,False,False,True,False,False,False,False
3410,61.93,0.91,35.47,15,799.739999999989,19.9406838799721,False,True,False,False,False,False,False,False
3411,44.71,1.48,49.33,15,706.846153846146,5.78654093441926,False,False,False,False,False,False,False,True
3412,61.93,0.91,35.47,10,618.999999999984,42.6086956521739,False,True,False,False,False,False,False,False
3413,45.49,5.61,42.1,15,149.067,92.386324,False,False,True,False,False,False,False,False
3414,78.78,0.82,19.91,10,437.740000000008,54.4066620402498,False,False,False,False,True,False,False,False
3415,45.51,5.58,41.82,15,714.672,23.6901084337349,False,False,False,True,False,False,False,False
3416,45.49,5.61,42.1,5,675.92102,20.1938126984127,False,False,True,False,False,False,False,False
3417,48.95,1.38,48.41,5,644.470999999992,8.98608243275859,False,False,False,False,False,False,True,False
3418,45.49,5.61,42.1,5,680.40002,20.1239714285714,False,False,True,False,False,False,False,False
3419,48.95,1.38,48.41,5,263.67500000001,53.7421898045105,False,False,False,False,False,False,True,False
3420,75.63,0.79,22.14,15,610.339999999987,39.7923875432526,False,False,False,False,False,True,False,False
3421,48.95,1.38,48.41,10,593.200000000018,11.3561470215463,False,False,False,False,False,False,True,False
3422,61.93,0.91,35.47,10,34.8999999999992,99.5907928388747,False,True,False,False,False,False,False,False
3423,41.67,5.28,39.77,15,357.0,23.553,True,False,False,False,False,False,False,False
3424,44.71,1.48,49.33,5,732.40102884616,6.2806236080179,False,False,False,False,False,False,False,True
3425,45.49,5.61,42.1,10,813.73297,22.4311799999999,False,False,True,False,False,False,False,False
3426,45.51,5.58,41.82,15,34.089,99.8970959036145,False,False,False,True,False,False,False,False
3427,44.71,1.48,49.33,15,371.907692307689,29.318474067724,False,False,False,False,False,False,False,True
3428,44.71,1.48,49.33,5,133.197716346154,94.3875278396436,False,False,False,False,False,False,False,True
3429,61.93,0.91,35.47,10,294.999999999993,73.3674339300938,False,True,False,False,False,False,False,False
3430,45.49,5.61,42.1,5,104.419,90.1533238095238,False,False,True,False,False,False,False,False
3431,41.67,5.28,39.77,20,202.0,99.11525778171,True,False,False,False,False,False,False,False
3432,48.95,1.38,48.41,5,102.800000000003,99.0346196133116,False,False,False,False,False,False,True,False
3433,75.63,0.79,22.14,15,32.8100000000012,99.8778750254427,False,False,False,False,False,True,False,False
3434,78.78,0.82,19.91,10,306.160000000006,85.8605135322692,False,False,False,False,True,False,False,False
3435,45.51,5.58,41.82,5,176.13699,88.7398835227273,False,False,False,True,False,False,False,False
3436,61.93,0.91,35.47,15,62.2800000000005,99.3370551290998,False,True,False,False,False,False,False,False
3437,45.51,5.58,41.82,15,102.786,96.1723973493976,False,False,False,True,False,False,False,False
3438,44.71,1.48,49.33,10,821.25185185183,2.4529128339904,False,False,False,False,False,False,False,True
3439,41.67,5.28,39.77,15,257.0,85.50246,True,False,False,False,False,False,False,False
3440,44.71,1.48,49.33,15,309.276923076921,60.9087012430347,False,False,False,False,False,False,False,True
3441,61.93,0.91,35.47,10,229.299999999994,88.8150042625746,False,True,False,False,False,False,False,False
3442,78.78,0.82,19.91,10,141.040000000003,98.3344899375434,False,False,False,False,True,False,False,False
3443,44.71,1.48,49.33,15,705.030769230761,5.82940420060005,False,False,False,False,False,False,False,True
3444,78.78,0.82,19.91,15,137.269999999997,98.8932402520006,False,False,False,False,True,False,False,False
3445,45.51,5.58,41.82,5,493.52802,28.6836460227273,False,False,False,True,False,False,False,False
3446,45.49,5.61,42.1,5,280.12799,67.7738063492064,False,False,True,False,False,False,False,False
3447,48.95,1.38,48.41,10,476.200000000013,18.9607097591889,False,False,False,False,False,False,True,False
3448,44.71,1.48,49.33,10,119.140740740738,96.3206307490145,False,False,False,False,False,False,False,True
3449,41.67,5.28,39.77,15,663.0,6.73414,True,False,False,False,False,False,False,False
3450,45.51,5.58,41.82,5,374.427,38.7559022727273,False,False,False,True,False,False,False,False
3451,48.95,1.38,48.41,10,495.400000000014,17.5665399239544,False,False,False,False,False,False,True,False
3452,45.51,5.58,41.82,15,364.30801,44.7501112048193,False,False,False,True,False,False,False,False
3453,41.67,5.28,39.77,15,859.0,5.01101,True,False,False,False,False,False,False,False
3454,41.67,5.28,39.77,10,196.0,98.01,True,False,False,False,False,False,False,False
3455,75.63,0.79,22.14,10,407.240000000005,49.2965779467681,False,False,False,False,False,True,False,False
3456,45.49,5.61,42.1,5,391.99799,32.2746063492063,False,False,True,False,False,False,False,False
3457,48.95,1.38,48.41,15,132.828845000003,95.6404736275566,False,False,False,False,False,False,True,False
3458,61.93,0.91,35.47,15,37.8000000000003,99.7732030704815,False,True,False,False,False,False,False,False
3459,41.67,5.28,39.77,10,186.0,98.60454,True,False,False,False,False,False,False,False
3460,45.51,5.58,41.82,5,551.11499,26.6279568181818,False,False,False,True,False,False,False,False
3461,45.51,5.58,41.82,10,690.92603,25.9036428235294,False,False,False,True,False,False,False,False
3462,41.67,5.28,39.77,20,776.0,6.43851041582884,True,False,False,False,False,False,False,False
3463,45.49,5.61,42.1,15,109.0,94.880512,False,False,True,False,False,False,False,False
3464,48.95,1.38,48.41,10,579.400000000017,12.1419518377694,False,False,False,False,False,False,True,False
3465,44.71,1.48,49.33,10,256.266666666661,81.07752956636,False,False,False,False,False,False,False,True
3466,75.63,0.79,22.14,15,721.009999999981,31.6303684103399,False,False,False,False,False,True,False,False
3467,44.71,1.48,49.33,10,610.948148148134,7.79675865089797,False,False,False,False,False,False,False,True
3468,48.95,1.38,48.41,5,406.391000000001,23.305891501971,False,False,False,False,False,False,True,False
3469,44.71,1.48,49.33,5,703.06002884616,6.54788418708249,False,False,False,False,False,False,False,True
3470,45.51,5.58,41.82,10,389.36899,40.4730677647059,False,False,False,True,False,False,False,False
3471,48.95,1.38,48.41,15,210.127580000005,92.1420882669537,False,False,False,False,False,False,True,False
3472,78.78,0.82,19.91,15,93.7999999999977,99.404052443385,False,False,False,False,True,False,False,False
3473,78.78,0.82,19.91,20,245.14,97.395029991431,False,False,False,False,True,False,False,False
3474,45.51,5.58,41.82,15,595.31799,27.4747085542169,False,False,False,True,False,False,False,False
3475,44.71,1.48,49.33,5,684.028028846156,6.81514476614693,False,False,False,False,False,False,False,True
3476,78.78,0.82,19.91,20,56.2,99.502999143102,False,False,False,False,True,False,False,False
3477,44.71,1.48,49.33,5,333.236778846154,40.7572383073496,False,False,False,False,False,False,False,True
3478,75.63,0.79,22.14,20,570.559999999992,43.3997743512599,False,False,False,False,False,True,False,False
3479,78.78,0.82,19.91,10,683.700000000012,26.5787647467037,False,False,False,False,True,False,False,False
3480,75.63,0.79,22.14,20,54.2000000000003,99.3794659646484,False,False,False,False,False,True,False,False
3481,61.93,0.91,35.47,20,279.999999999997,93.2345248474281,False,True,False,False,False,False,False,False
3482,45.51,5.58,41.82,15,404.46399,39.2056593975904,False,False,False,True,False,False,False,False
3483,45.51,5.58,41.82,5,451.38101,31.0096704545455,False,False,False,True,False,False,False,False
3484,48.95,1.38,48.41,10,621.820000000018,9.75918884664136,False,False,False,False,False,False,True,False
3485,78.78,0.82,19.91,20,402.119999999999,83.5646958011996,False,False,False,False,True,False,False,False
3486,45.51,5.58,41.82,10,181.832,91.9215275294117,False,False,False,True,False,False,False,False
3487,41.67,5.28,39.77,15,55.0,99.95326,True,False,False,False,False,False,False,False
3488,41.67,5.28,39.77,20,701.0,6.67980374808977,True,False,False,False,False,False,False,False
3489,44.71,1.48,49.33,5,198.939903846154,91.0467706013363,False,False,False,False,False,False,False,True
3490,45.49,5.61,42.1,15,503.616,25.618672,False,False,True,False,False,False,False,False
3491,45.51,5.58,41.82,5,882.49902,22.1506931818182,False,False,False,True,False,False,False,False
3492,44.71,1.48,49.33,10,603.037037037023,7.97196671046862,False,False,False,False,False,False,False,True
3493,48.95,1.38,48.41,5,510.550999999997,15.3146871899386,False,False,False,False,False,False,True,False
3494,75.63,0.79,22.14,10,94.0400000000003,94.638783269962,False,False,False,False,False,True,False,False
3495,75.63,0.79,22.14,10,511.460000000008,32.9087452471483,False,False,False,False,False,True,False,False
3496,44.71,1.48,49.33,15,361.015384615382,30.9901414487783,False,False,False,False,False,False,False,True
3497,44.71,1.48,49.33,10,846.96296296294,1.83968462549284,False,False,False,False,False,False,False,True
3498,75.63,0.79,22.14,10,475.820000000007,37.3954372623574,False,False,False,False,False,True,False,False
3499,44.71,1.48,49.33,5,439.784028846154,14.3429844097968,False,False,False,False,False,False,False,True
3500,41.67,5.28,39.77,10,612.0,6.00057,True,False,False,False,False,False,False,False
3501,44.71,1.48,49.33,15,250.276923076922,86.2837548221174,False,False,False,False,False,False,False,True
3502,45.49,5.61,42.1,15,814.91803,6.97967199999998,False,False,True,False,False,False,False,False
3503,45.51,5.58,41.82,5,202.819,87.2307948863636,False,False,False,True,False,False,False,False
3504,44.71,1.48,49.33,5,689.579028846156,6.72605790645879,False,False,False,False,False,False,False,True
3505,61.93,0.91,35.47,10,42.999999999999,99.2497868712703,False,True,False,False,False,False,False,False
3506,78.78,0.82,19.91,15,441.559999999995,62.7617912480845,False,False,False,False,True,False,False,False
3507,48.95,1.38,48.41,10,429.400000000012,22.3827629911281,False,False,False,False,False,False,True,False
3508,44.71,1.48,49.33,5,605.521028846155,7.83964365256133,False,False,False,False,False,False,False,True
3509,75.63,0.79,22.14,20,113.48,96.3896201579541,False,False,False,False,False,True,False,False
3510,45.51,5.58,41.82,10,575.17499,28.2282378823529,False,False,False,True,False,False,False,False
3511,48.95,1.38,48.41,5,871.990999999984,0.0563138558902205,False,False,False,False,False,False,True,False
3512,45.51,5.58,41.82,10,475.09,32.0843512941177,False,False,False,True,False,False,False,False
3513,48.95,1.38,48.41,5,65.6000000000013,99.4368614410985,False,False,False,False,False,False,True,False
3514,45.49,5.61,42.1,5,789.18701,18.6550698412699,False,False,True,False,False,False,False,False
3515,45.49,5.61,42.1,5,47.1,98.8100095238095,False,False,True,False,False,False,False,False
3516,41.67,5.28,39.77,15,745.0,6.43013,True,False,False,False,False,False,False,False
3517,78.78,0.82,19.91,15,127.819999999998,99.0124297633237,False,False,False,False,True,False,False,False
3518,75.63,0.79,22.14,10,394.280000000004,53.8593155893536,False,False,False,False,False,True,False,False
3519,44.71,1.48,49.33,5,540.495028846155,8.55233853006682,False,False,False,False,False,False,False,True
3520,45.51,5.58,41.82,5,297.862,63.3850005681818,False,False,False,True,False,False,False,False
3521,45.49,5.61,42.1,5,637.78497,20.8204634920635,False,False,True,False,False,False,False,False
3522,61.93,0.91,35.47,10,836.799999999993,27.229326513214,False,True,False,False,False,False,False,False
3523,45.51,5.58,41.82,5,251.967,77.16875625,False,False,False,True,False,False,False,False
3524,44.71,1.48,49.33,15,220.323076923076,90.441491641663,False,False,False,False,False,False,False,True
3525,48.95,1.38,48.41,5,254.900000000009,63.7982354991822,False,False,False,False,False,False,True,False
3526,45.51,5.58,41.82,5,160.819,89.3353448863637,False,False,False,True,False,False,False,False
3527,45.51,5.58,41.82,5,59.35,98.5996579545455,False,False,False,True,False,False,False,False
3528,45.51,5.58,41.82,5,82.377,95.8688545454546,False,False,False,True,False,False,False,False
3529,45.49,5.61,42.1,10,97.014,95.5566123728814,False,False,True,False,False,False,False,False
3530,75.63,0.79,22.14,20,806.119999999983,33.1327566754419,False,False,False,False,False,True,False,False
3531,48.95,1.38,48.41,15,562.374980000015,6.05489773950488,False,False,False,False,False,False,True,False
3532,45.51,5.58,41.82,5,858.992,22.3302113636363,False,False,False,True,False,False,False,False
3533,78.78,0.82,19.91,15,318.709999999996,88.7621317895454,False,False,False,False,True,False,False,False
3534,75.63,0.79,22.14,15,228.110000000003,93.2831263993486,False,False,False,False,False,True,False,False
3535,44.71,1.48,49.33,5,879.89902884618,0.712694877505647,False,False,False,False,False,False,False,True
3536,41.67,5.28,39.77,10,104.0,99.42527,True,False,False,False,False,False,False,False
3537,78.78,0.82,19.91,10,707.780000000012,23.1436502428869,False,False,False,False,True,False,False,False
3538,75.63,0.79,22.14,10,543.860000000006,29.4486692015209,False,False,False,False,False,True,False,False
3539,45.49,5.61,42.1,10,472.83301,30.8284915254238,False,False,True,False,False,False,False,False
3540,41.67,5.28,39.77,15,594.0,6.96453,True,False,False,False,False,False,False,False
3541,41.67,5.28,39.77,10,181.0,98.96865,True,False,False,False,False,False,False,False
3542,45.49,5.61,42.1,15,715.422,11.474488,False,False,True,False,False,False,False,False
3543,61.93,0.91,35.47,15,263.219999999999,89.7069085833915,False,True,False,False,False,False,False,False
3544,48.95,1.38,48.41,5,135.200000000004,98.6323777855247,False,False,False,False,False,False,True,False
3545,41.67,5.28,39.77,15,375.0,20.84616,True,False,False,False,False,False,False,False
3546,75.63,0.79,22.14,15,650.329999999985,36.4135965805007,False,False,False,False,False,True,False,False
3547,45.49,5.61,42.1,5,867.48999,17.6831587301587,False,False,True,False,False,False,False,False
3548,48.95,1.38,48.41,10,71.7999999999984,98.7325728770596,False,False,False,False,False,False,True,False
3549,45.49,5.61,42.1,15,297.48599,67.427848,False,False,True,False,False,False,False,False
3550,48.95,1.38,48.41,5,192.200000000006,96.0312139658363,False,False,False,False,False,False,True,False
3551,45.51,5.58,41.82,5,804.10199,22.7014698863636,False,False,False,True,False,False,False,False
3552,41.67,5.28,39.77,10,688.0,5.66467,True,False,False,False,False,False,False,False
3553,78.78,0.82,19.91,20,732.060000000012,19.8971722365038,False,False,False,False,True,False,False,False
3554,48.95,1.38,48.41,10,255.400000000005,83.2699619771863,False,False,False,False,False,False,True,False
3555,75.63,0.79,22.14,15,749.83999999998,29.7374313047018,False,False,False,False,False,True,False,False
3556,61.93,0.91,35.47,10,193.299999999995,90.6223358908781,False,True,False,False,False,False,False,False
3557,48.95,1.38,48.41,10,158.800000000001,95.0570342205323,False,False,False,False,False,False,True,False
3558,45.49,5.61,42.1,5,885.27698,17.457780952381,False,False,True,False,False,False,False,False
3559,78.78,0.82,19.91,20,189.68,97.9605826906598,False,False,False,False,True,False,False,False
3560,48.95,1.38,48.41,10,353.200000000009,29.3029150823828,False,False,False,False,False,False,True,False
3561,45.49,5.61,42.1,5,681.104,20.1130063492063,False,False,True,False,False,False,False,False
3562,75.63,0.79,22.14,20,788.959999999984,33.602858217375,False,False,False,False,False,True,False,False
3563,45.51,5.58,41.82,5,299.86099,62.7892051136364,False,False,False,True,False,False,False,False
3564,45.49,5.61,42.1,5,331.112,48.8763301587302,False,False,True,False,False,False,False,False
3565,45.51,5.58,41.82,15,187.80701,90.3012018072289,False,False,False,True,False,False,False,False
3566,78.78,0.82,19.91,15,827.120000000002,6.91299165673419,False,False,False,False,True,False,False,False
3567,78.78,0.82,19.91,15,645.679999999994,20.6197854588796,False,False,False,False,True,False,False,False
3568,61.93,0.91,35.47,20,527.639999999995,59.0409764603313,False,True,False,False,False,False,False,False
3569,75.63,0.79,22.14,10,505.520000000008,33.6882129277566,False,False,False,False,False,True,False,False
3570,44.71,1.48,49.33,5,336.752403846154,38.9755011135857,False,False,False,False,False,False,False,True
3571,48.95,1.38,48.41,10,29.7999999999987,99.8986058301648,False,False,False,False,False,False,True,False
3572,45.51,5.58,41.82,5,547.961,26.7210289772727,False,False,False,True,False,False,False,False
3573,48.95,1.38,48.41,5,592.886999999994,11.3190850339224,False,False,False,False,False,False,True,False
3574,45.49,5.61,42.1,10,694.93597,24.1600079661017,False,False,True,False,False,False,False,False
3575,48.95,1.38,48.41,10,443.200000000012,21.3941698352345,False,False,False,False,False,False,True,False
3576,61.93,0.91,35.47,15,808.919999999989,18.8764829030007,False,True,False,False,False,False,False,False
3577,75.63,0.79,22.14,10,552.500000000006,28.2319391634981,False,False,False,False,False,True,False,False
3578,45.51,5.58,41.82,5,552.58002,26.5824926136364,False,False,False,True,False,False,False,False
3579,78.78,0.82,19.91,10,282.080000000006,90.4927133934767,False,False,False,False,True,False,False,False
3580,45.49,5.61,42.1,5,615.89697,21.2331904761905,False,False,True,False,False,False,False,False
3581,48.95,1.38,48.41,10,522.400000000015,15.3865652724969,False,False,False,False,False,False,True,False
3582,61.93,0.91,35.47,10,885.399999999998,20.1875532821825,False,True,False,False,False,False,False,False
3583,75.63,0.79,22.14,15,899.569999999981,21.656828821494,False,False,False,False,False,True,False,False
3584,61.93,0.91,35.47,10,850.299999999995,25.3196930946291,False,True,False,False,False,False,False,False
3585,45.51,5.58,41.82,5,616.284,24.9982892045454,False,False,False,True,False,False,False,False
3586,45.51,5.58,41.82,5,825.14301,22.5577272727273,False,False,False,True,False,False,False,False
3587,44.71,1.48,49.33,10,881.24444444442,0.569426193604979,False,False,False,False,False,False,False,True
3588,75.63,0.79,22.14,20,267.920000000001,89.6953742008274,False,False,False,False,False,True,False,False
3589,45.49,5.61,42.1,5,261.49701,74.1707777777778,False,False,True,False,False,False,False,False
3590,41.67,5.28,39.77,15,566.0,7.242,True,False,False,False,False,False,False,False
3591,41.67,5.28,39.77,20,412.0,17.8195125874689,True,False,False,False,False,False,False,False
3592,41.67,5.28,39.77,15,754.0,6.16059,True,False,False,False,False,False,False,False
3593,45.51,5.58,41.82,5,235.793,82.1249948863636,False,False,False,True,False,False,False,False
3594,45.49,5.61,42.1,5,896.62097,17.3042698412699,False,False,True,False,False,False,False,False
3595,75.63,0.79,22.14,10,233.359999999999,88.403041825095,False,False,False,False,False,True,False,False
3596,48.95,1.38,48.41,5,276.950000000011,33.3619371966426,False,False,False,False,False,False,True,False
3597,75.63,0.79,22.14,15,776.809999999978,28.0683899857521,False,False,False,False,False,True,False,False
3598,61.93,0.91,35.47,15,481.499999999995,52.1981856245639,False,True,False,False,False,False,False,False
3599,41.67,5.28,39.77,10,543.0,6.7453,True,False,False,False,False,False,False,False
