,C,H,O,heat_rate,T,mass_porc,biomass_OU
777,75.63,0.79,22.14,10,194.48,90.7604562737643,True
778,75.63,0.79,22.14,15,531.289999999992,46.8145735802972,True
779,75.63,0.79,22.14,15,190.910000000002,94.5857927946265,True
780,75.63,0.79,22.14,15,415.969999999998,72.4608182373295,True
781,75.63,0.79,22.14,15,433.639999999997,66.7820069204152,True
782,75.63,0.79,22.14,10,340.820000000002,74.4296577946768,True
783,75.63,0.79,22.14,10,486.080000000008,36.0456273764259,True
784,75.63,0.79,22.14,20,316.280000000001,85.7465212485897,True
785,75.63,0.79,22.14,20,266.360000000001,89.732982324182,True
786,75.63,0.79,22.14,10,216.619999999999,89.4106463878327,True
787,75.63,0.79,22.14,10,806.299999999989,17.3003802281369,True
788,75.63,0.79,22.14,20,352.159999999999,84.3174125611132,True
789,75.63,0.79,22.14,10,637.28,24.5437262357414,True
790,75.63,0.79,22.14,10,294.92,83.9923954372623,True
791,75.63,0.79,22.14,20,884.119999999981,30.1805189921023,True
792,75.63,0.79,22.14,10,574.640000000004,26.9581749049429,True
793,75.63,0.79,22.14,10,490.940000000008,35.0380228136882,True
794,75.63,0.79,22.14,15,391.789999999999,76.7962548341136,True
795,75.63,0.79,22.14,15,51.4100000000014,99.5929167514757,True
796,75.63,0.79,22.14,20,748.399999999985,35.5396765701392,True
797,75.63,0.79,22.14,15,893.059999999981,21.9621412578872,True
798,75.63,0.79,22.14,15,555.46999999999,44.4738449012823,True
799,75.63,0.79,22.14,10,888.919999999983,11.3307984790875,True
800,75.63,0.79,22.14,10,593.540000000003,26.2737642585552,True
801,75.63,0.79,22.14,15,712.639999999982,32.2409932831264,True
802,75.63,0.79,22.14,10,250.639999999999,87.3764258555133,True
803,75.63,0.79,22.14,10,652.399999999999,23.9923954372624,True
804,75.63,0.79,22.14,10,861.379999999985,13.8022813688213,True
805,75.63,0.79,22.14,10,891.079999999983,10.7414448669202,True
806,75.63,0.79,22.14,20,503.479999999994,47.837532907108,True
807,75.63,0.79,22.14,20,522.199999999993,46.3708160962768,True
808,75.63,0.79,22.14,10,120.500000000001,93.764258555133,True
809,75.63,0.79,22.14,15,134.180000000002,96.8451048239365,True
810,75.63,0.79,22.14,10,885.139999999984,11.6159695817491,True
811,75.63,0.79,22.14,10,90.8000000000003,94.6958174904943,True
812,75.63,0.79,22.14,10,101.6,94.2395437262357,True
813,75.63,0.79,22.14,10,247.399999999999,87.7186311787072,True
814,75.63,0.79,22.14,10,715.579999999995,21.0456273764258,True
815,75.63,0.79,22.14,15,71.8700000000015,99.1654793405251,True
816,75.63,0.79,22.14,15,809.359999999976,26.3789945043761,True
817,75.63,0.79,22.14,10,368.900000000003,66.5019011406844,True
818,75.63,0.79,22.14,20,895.039999999981,29.9360661902972,True
819,75.63,0.79,22.14,10,191.78,90.893536121673,True
820,75.63,0.79,22.14,10,488.780000000008,35.4562737642585,True
821,75.63,0.79,22.14,10,177.74,91.6539923954373,True
822,75.63,0.79,22.14,10,636.2,24.5437262357414,True
823,75.63,0.79,22.14,10,784.69999999999,18.4030418250951,True
824,75.63,0.79,22.14,10,226.339999999999,88.8022813688213,True
825,75.63,0.79,22.14,20,191.48,93.757051523129,True
826,75.63,0.79,22.14,15,817.729999999976,25.9922654182781,True
827,75.63,0.79,22.14,10,311.660000000001,81.2357414448669,True
828,75.63,0.79,22.14,10,57.32,96.2927756653992,True
829,75.63,0.79,22.14,10,467.180000000007,38.6311787072243,True
830,75.63,0.79,22.14,20,494.119999999994,52.0308386611508,True
831,75.63,0.79,22.14,10,405.620000000005,50.0,True
832,75.63,0.79,22.14,10,371.060000000003,63.93536121673,True
833,75.63,0.79,22.14,10,279.8,86.06463878327,True
834,75.63,0.79,22.14,10,566.540000000005,27.6615969581749,True
835,75.63,0.79,22.14,10,493.100000000008,34.7148288973384,True
836,75.63,0.79,22.14,10,293.3,84.1254752851711,True
837,75.63,0.79,22.14,10,263.599999999999,86.9201520912547,True
838,75.63,0.79,22.14,20,573.679999999992,43.3621662279053,True
839,75.63,0.79,22.14,15,410.389999999998,73.9670262568695,True
840,75.63,0.79,22.14,20,378.679999999998,81.5532154945469,True
841,75.63,0.79,22.14,20,617.35999999999,41.9706656637834,True
842,75.63,0.79,22.14,10,48.14,97.4144486692015,True
843,75.63,0.79,22.14,20,377.119999999998,81.7036479879654,True
844,75.63,0.79,22.14,15,606.619999999987,40.0366374923672,True
845,75.63,0.79,22.14,10,562.220000000005,27.851711026616,True
846,75.63,0.79,22.14,15,819.589999999976,25.9515570934256,True
847,75.63,0.79,22.14,10,684.259999999997,22.2433460076046,True
848,75.63,0.79,22.14,10,299.78,83.1368821292776,True
849,75.63,0.79,22.14,20,47.9600000000003,99.5110943963896,True
850,75.63,0.79,22.14,20,325.64,85.1447912749154,True
851,75.63,0.79,22.14,10,499.040000000008,34.1634980988593,True
852,75.63,0.79,22.14,20,832.639999999983,32.0985332831892,True
853,75.63,0.79,22.14,20,615.79999999999,42.0082737871381,True
854,75.63,0.79,22.14,10,866.239999999985,13.2509505703422,True
855,75.63,0.79,22.14,10,523.880000000008,31.3307984790874,True
856,75.63,0.79,22.14,15,715.429999999982,31.8746183594545,True
857,75.63,0.79,22.14,15,224.390000000003,93.3441888866273,True
858,75.63,0.79,22.14,10,617.840000000001,25.0570342205323,True
859,75.63,0.79,22.14,20,211.76,92.8732606242949,True
860,75.63,0.79,22.14,20,776.479999999985,34.185784129372,True
861,75.63,0.79,22.14,20,778.039999999984,34.1669800676946,True
862,75.63,0.79,22.14,20,52.6400000000003,99.3982700263257,True
863,75.63,0.79,22.14,15,367.61,80.7042540199471,True
864,75.63,0.79,22.14,15,896.779999999981,21.7382454711989,True
865,75.63,0.79,22.14,20,734.359999999986,35.8969537420083,True
866,75.63,0.79,22.14,10,42.74,97.7946768060836,True
867,75.63,0.79,22.14,10,406.160000000005,49.8098859315589,True
868,75.63,0.79,22.14,20,164.96,94.7160586686725,True
869,75.63,0.79,22.14,15,810.289999999976,26.3789945043761,True
870,75.63,0.79,22.14,10,752.839999999992,19.6197718631179,True
871,75.63,0.79,22.14,10,462.320000000007,39.9049429657795,True
872,75.63,0.79,22.14,15,203.000000000002,94.3211886830857,True
873,75.63,0.79,22.14,15,749.83999999998,29.7374313047018,True
874,75.63,0.79,22.14,10,118.340000000001,93.8022813688213,True
875,75.63,0.79,22.14,10,71.9,95.5893536121672,True
876,75.63,0.79,22.14,10,620.000000000001,25.0,True
877,75.63,0.79,22.14,15,99.7700000000017,97.8424587828211,True
878,75.63,0.79,22.14,15,72.8000000000015,99.1247710156727,True
879,75.63,0.79,22.14,15,171.380000000002,95.298188479544,True
880,75.63,0.79,22.14,15,210.440000000002,93.97516792184,True
881,75.63,0.79,22.14,10,433.160000000006,43.4220532319391,True
882,75.63,0.79,22.14,20,342.8,84.7499059796916,True
883,75.63,0.79,22.14,15,609.409999999987,39.8534500305312,True
884,75.63,0.79,22.14,10,778.219999999991,18.6692015209125,True
885,75.63,0.79,22.14,10,304.640000000001,82.4334600760456,True
886,75.63,0.79,22.14,15,200.210000000002,94.3618970079381,True
887,75.63,0.79,22.14,10,615.140000000002,25.2091254752852,True
888,75.63,0.79,22.14,10,898.639999999983,9.90494296577948,True
889,75.63,0.79,22.14,10,170.72,92.2623574144487,True
890,75.63,0.79,22.14,20,611.11999999999,42.2715306506206,True
891,75.63,0.79,22.14,10,64.88,95.9885931558935,True
892,75.63,0.79,22.14,10,362.420000000003,68.6121673003803,True
893,75.63,0.79,22.14,10,401.300000000004,51.2737642585551,True
894,75.63,0.79,22.14,10,711.799999999995,21.1787072243346,True
895,75.63,0.79,22.14,15,238.340000000003,93.1202930999389,True
896,75.63,0.79,22.14,20,505.039999999994,47.7623166603987,True
897,75.63,0.79,22.14,10,721.519999999994,20.8174904942965,True
898,75.63,0.79,22.14,15,193.700000000002,94.5450844697741,True
899,75.63,0.79,22.14,10,726.379999999994,20.5703422053232,True
900,75.63,0.79,22.14,15,36.5300000000013,99.8371667005903,True
901,75.63,0.79,22.14,20,729.679999999986,36.0285821737495,True
902,75.63,0.79,22.14,15,309.020000000003,88.4591899043354,True
903,75.63,0.79,22.14,15,502.459999999993,51.1703643395074,True
904,75.63,0.79,22.14,15,600.109999999988,40.8100956645634,True
905,75.63,0.79,22.14,20,228.920000000001,91.9142534787514,True
906,75.63,0.79,22.14,10,365.660000000003,67.5665399239543,True
907,75.63,0.79,22.14,10,902.959999999982,9.39163498098859,True
908,75.63,0.79,22.14,20,188.36,94.0015043249342,True
909,75.63,0.79,22.14,15,154.640000000002,95.9291675147568,True
910,75.63,0.79,22.14,10,119.420000000001,93.7832699619772,True
911,75.63,0.79,22.14,10,674.539999999998,22.8136882129277,True
912,75.63,0.79,22.14,15,659.629999999985,35.9861591695502,True
913,75.63,0.79,22.14,10,589.220000000003,26.3688212927757,True
914,75.63,0.79,22.14,15,512.689999999992,49.338489721148,True
915,75.63,0.79,22.14,10,141.020000000001,93.3269961977186,True
916,75.63,0.79,22.14,15,842.839999999977,24.5674740484429,True
917,75.63,0.79,22.14,10,245.779999999999,87.7756653992395,True
918,75.63,0.79,22.14,15,522.919999999992,47.8729900264604,True
919,75.63,0.79,22.14,10,273.319999999999,86.3878326996197,True
920,75.63,0.79,22.14,10,897.019999999983,9.94296577946767,True
921,75.63,0.79,22.14,15,831.679999999976,25.3816405454915,True
922,75.63,0.79,22.14,10,699.919999999996,21.6539923954372,True
923,75.63,0.79,22.14,10,580.040000000004,26.6349809885931,True
924,75.63,0.79,22.14,10,638.36,24.5247148288973,True
925,75.63,0.79,22.14,10,852.199999999986,14.3726235741445,True
926,75.63,0.79,22.14,10,472.580000000007,37.9657794676806,True
927,75.63,0.79,22.14,10,767.419999999991,19.106463878327,True
928,75.63,0.79,22.14,20,364.639999999999,83.6592704024069,True
929,75.63,0.79,22.14,20,534.679999999993,45.50582925912,True
930,75.63,0.79,22.14,15,446.659999999996,62.7722369224506,True
931,75.63,0.79,22.14,15,585.229999999989,42.6012619580704,True
932,75.63,0.79,22.14,10,439.640000000006,42.319391634981,True
933,75.63,0.79,22.14,10,395.900000000004,53.3460076045627,True
934,75.63,0.79,22.14,10,712.879999999995,21.1026615969582,True
935,75.63,0.79,22.14,10,504.980000000008,33.7262357414449,True
936,75.63,0.79,22.14,10,452.600000000006,40.9695817490494,True
937,75.63,0.79,22.14,10,441.800000000006,41.9961977186312,True
938,75.63,0.79,22.14,20,409.879999999997,79.2403159082362,True
939,75.63,0.79,22.14,10,210.679999999999,89.9239543726236,True
940,75.63,0.79,22.14,20,456.679999999996,64.9492290334712,True
941,75.63,0.79,22.14,15,814.939999999976,26.1958070425402,True
942,75.63,0.79,22.14,10,148.04,93.1939163498099,True
943,75.63,0.79,22.14,10,465.020000000007,39.106463878327,True
944,75.63,0.79,22.14,10,487.700000000008,35.7034220532319,True
945,75.63,0.79,22.14,10,298.16,83.4600760456274,True
946,75.63,0.79,22.14,10,85.4000000000002,94.9619771863118,True
947,75.63,0.79,22.14,20,595.519999999991,42.6852200075216,True
948,75.63,0.79,22.14,10,629.180000000001,24.7148288973384,True
949,75.63,0.79,22.14,15,689.389999999983,33.5436596784042,True
950,75.63,0.79,22.14,15,706.129999999982,32.4241807449623,True
951,75.63,0.79,22.14,20,801.439999999984,33.1891688604739,True
952,75.63,0.79,22.14,15,579.649999999989,43.028699369021,True
953,75.63,0.79,22.14,10,459.620000000007,40.2661596958175,True
954,75.63,0.79,22.14,10,235.519999999999,88.3079847908745,True
955,75.63,0.79,22.14,20,299.120000000001,88.3226776983829,True
956,75.63,0.79,22.14,15,458.749999999995,58.6199877875025,True
957,75.63,0.79,22.14,10,28.16,99.4866920152091,True
958,75.63,0.79,22.14,15,554.53999999999,44.4941990637085,True
959,75.63,0.79,22.14,15,122.090000000002,97.170771422756,True
960,75.63,0.79,22.14,15,657.769999999985,36.067575819255,True
961,75.63,0.79,22.14,10,614.060000000002,25.2661596958175,True
962,75.63,0.79,22.14,20,147.8,95.0545317788643,True
963,75.63,0.79,22.14,10,651.319999999999,23.9923954372624,True
964,75.63,0.79,22.14,10,450.440000000006,41.1596958174905,True
965,75.63,0.79,22.14,10,460.160000000007,40.1901140684411,True
966,75.63,0.79,22.14,10,279.26,86.083650190114,True
967,75.63,0.79,22.14,20,684.439999999988,38.4919142534788,True
968,75.63,0.79,22.14,15,707.059999999982,32.3834724201099,True
969,75.63,0.79,22.14,15,215.090000000003,93.8937512721351,True
970,75.63,0.79,22.14,20,125.96,95.5622414441519,True
971,75.63,0.79,22.14,10,402.920000000004,50.4942965779467,True
972,75.63,0.79,22.14,20,104.12,97.8563369687853,True
973,75.63,0.79,22.14,20,587.719999999991,42.9672809326815,True
974,75.63,0.79,22.14,20,506.599999999994,47.7059044753668,True
975,75.63,0.79,22.14,10,360.260000000003,69.2205323193916,True
976,75.63,0.79,22.14,10,441.260000000006,42.1102661596958,True
977,75.63,0.79,22.14,10,452.060000000006,41.0076045627376,True
978,75.63,0.79,22.14,10,530.360000000007,30.7034220532319,True
979,75.63,0.79,22.14,10,470.960000000007,38.1558935361217,True
980,75.63,0.79,22.14,15,332.270000000002,85.3246488906982,True
981,75.63,0.79,22.14,20,583.039999999991,43.0236931177134,True
982,75.63,0.79,22.14,10,812.779999999988,16.9961977186311,True
983,75.63,0.79,22.14,15,53.2700000000014,99.5725625890495,True
984,75.63,0.79,22.14,15,708.919999999982,32.302055770405,True
985,75.63,0.79,22.14,10,516.320000000008,32.2623574144486,True
986,75.63,0.79,22.14,10,375.920000000003,62.0152091254753,True
987,75.63,0.79,22.14,15,505.249999999993,50.8854060655404,True
988,75.63,0.79,22.14,10,287.9,84.6007604562737,True
989,75.63,0.79,22.14,15,813.079999999976,26.2772236922451,True
990,75.63,0.79,22.14,15,380.63,78.7706085894566,True
991,75.63,0.79,22.14,10,429.380000000005,44.1634980988593,True
992,75.63,0.79,22.14,15,68.1500000000015,99.3079584775087,True
993,75.63,0.79,22.14,20,196.16,93.4937946596465,True
994,75.63,0.79,22.14,10,434.240000000006,43.1368821292775,True
995,75.63,0.79,22.14,10,439.100000000006,42.319391634981,True
996,75.63,0.79,22.14,10,807.919999999989,17.1863117870722,True
997,75.63,0.79,22.14,20,856.039999999982,31.4215870628056,True
998,75.63,0.79,22.14,10,480.680000000007,36.9391634980989,True
999,75.63,0.79,22.14,10,809.539999999988,17.1673003802281,True
1000,75.63,0.79,22.14,20,885.679999999981,30.1429108687477,True
1001,75.63,0.79,22.14,10,612.980000000002,25.3992395437262,True
1002,75.63,0.79,22.14,20,840.439999999982,31.854080481384,True
1003,75.63,0.79,22.14,15,41.1800000000013,99.7761042133116,True
1004,75.63,0.79,22.14,10,125.900000000001,93.6692015209125,True
1005,75.63,0.79,22.14,10,223.639999999999,88.8973384030418,True
1006,75.63,0.79,22.14,10,345.140000000002,73.403041825095,True
1007,75.63,0.79,22.14,10,723.679999999994,20.6844106463878,True
1008,75.63,0.79,22.14,10,847.879999999986,14.5437262357415,True
1009,75.63,0.79,22.14,10,404.540000000004,50.2281368821293,True
1010,75.63,0.79,22.14,10,818.179999999988,16.7680608365019,True
1011,75.63,0.79,22.14,15,857.719999999978,23.5497659271321,True
1012,75.63,0.79,22.14,10,804.679999999989,17.3764258555133,True
1013,75.63,0.79,22.14,15,791.689999999977,27.1931610014248,True
1014,75.63,0.79,22.14,15,266.240000000003,92.184001628333,True
1015,75.63,0.79,22.14,20,862.279999999982,31.0643098909365,True
1016,75.63,0.79,22.14,10,668.599999999998,23.1749049429658,True
1017,75.63,0.79,22.14,15,104.420000000002,97.6999796458376,True
1018,75.63,0.79,22.14,10,344.060000000002,73.745247148289,True
1019,75.63,0.79,22.14,20,715.639999999987,36.461075592328,True
1020,75.63,0.79,22.14,20,175.88,94.4716058668672,True
1021,75.63,0.79,22.14,15,377.84,79.198046000407,True
1022,75.63,0.79,22.14,20,180.56,94.3023693117713,True
1023,75.63,0.79,22.14,10,530.900000000007,30.7034220532319,True
1024,75.63,0.79,22.14,15,521.989999999992,47.9544066761653,True
1025,75.63,0.79,22.14,10,227.419999999999,88.7832699619772,True
1026,75.63,0.79,22.14,10,105.92,94.0874524714829,True
1027,75.63,0.79,22.14,10,618.380000000001,25.0570342205323,True
1028,75.63,0.79,22.14,15,439.219999999996,65.4793405251374,True
1029,75.63,0.79,22.14,10,837.619999999987,15.3422053231939,True
1030,75.63,0.79,22.14,15,804.709999999977,26.460411154081,True
1031,75.63,0.79,22.14,20,806.119999999983,33.1327566754419,True
1032,75.63,0.79,22.14,10,274.94,86.2167300380228,True
1033,75.63,0.79,22.14,10,410.480000000005,48.9353612167301,True
1034,75.63,0.79,22.14,10,366.740000000003,67.319391634981,True
1035,75.63,0.79,22.14,15,500.599999999993,51.2314268267861,True
1036,75.63,0.79,22.14,10,357.020000000003,70.6844106463878,True
1037,75.63,0.79,22.14,10,481.220000000007,36.8441064638783,True
1038,75.63,0.79,22.14,15,881.89999999998,22.4709953185426,True
1039,75.63,0.79,22.14,10,217.699999999999,89.3536121673003,True
1040,75.63,0.79,22.14,10,354.860000000003,70.9125475285171,True
1041,75.63,0.79,22.14,15,548.029999999991,44.9623447995115,True
1042,75.63,0.79,22.14,10,38.96,98.574144486692,True
1043,75.63,0.79,22.14,15,116.510000000002,97.3132505597394,True
1044,75.63,0.79,22.14,10,769.579999999991,18.9923954372623,True
1045,75.63,0.79,22.14,10,825.739999999987,16.2167300380228,True
1046,75.63,0.79,22.14,15,760.999999999979,28.7604315082434,True
1047,75.63,0.79,22.14,10,622.700000000001,24.9429657794677,True
1048,75.63,0.79,22.14,10,183.68,91.254752851711,True
1049,75.63,0.79,22.14,10,827.359999999987,16.1596958174905,True
1050,75.63,0.79,22.14,10,600.560000000003,26.0836501901141,True
1051,75.63,0.79,22.14,10,208.519999999999,90.0380228136882,True
1052,75.63,0.79,22.14,15,32.8100000000012,99.8778750254427,True
1053,75.63,0.79,22.14,20,512.839999999994,47.2734110567883,True
1054,75.63,0.79,22.14,10,346.760000000002,72.4144486692015,True
1055,75.63,0.79,22.14,10,373.220000000003,63.2509505703422,True
1056,75.63,0.79,22.14,15,741.46999999998,30.0834520659475,True
1057,75.63,0.79,22.14,10,336.500000000002,75.4182509505703,True
1058,75.63,0.79,22.14,10,639.98,24.467680608365,True
1059,75.63,0.79,22.14,15,713.569999999982,32.0374516588643,True
1060,75.63,0.79,22.14,10,29.78,99.3726235741445,True
1061,75.63,0.79,22.14,15,384.349999999999,77.5290046814574,True
1062,75.63,0.79,22.14,20,870.079999999981,30.5189921022941,True
1063,75.63,0.79,22.14,15,608.479999999987,39.8941583553837,True
1064,75.63,0.79,22.14,10,121.580000000001,93.745247148289,True
1065,75.63,0.79,22.14,10,378.620000000003,61.1596958174905,True
1066,75.63,0.79,22.14,15,107.210000000002,97.5982088337065,True
1067,75.63,0.79,22.14,10,90.2600000000002,94.7338403041825,True
1068,75.63,0.79,22.14,15,86.7500000000016,98.4327294931813,True
1069,75.63,0.79,22.14,10,465.560000000007,38.8403041825095,True
1070,75.63,0.79,22.14,10,66.5,95.8745247148289,True
1071,75.63,0.79,22.14,10,353.240000000003,71.3878326996197,True
1072,75.63,0.79,22.14,10,489.860000000008,35.2471482889734,True
1073,75.63,0.79,22.14,15,43.0400000000013,99.7761042133116,True
1074,75.63,0.79,22.14,10,302.480000000001,82.6615969581749,True
1075,75.63,0.79,22.14,10,760.939999999992,19.3346007604563,True
1076,75.63,0.79,22.14,15,306.230000000003,88.6830856910238,True
1077,75.63,0.79,22.14,15,260.660000000003,92.3061266028903,True
1078,75.63,0.79,22.14,15,452.239999999996,59.6173417463871,True
1079,75.63,0.79,22.14,15,177.890000000002,95.0539385304295,True
1080,75.63,0.79,22.14,15,601.039999999988,40.6472623651537,True
1081,75.63,0.79,22.14,20,742.159999999986,35.6901090635577,True
1082,75.63,0.79,22.14,15,250.430000000003,92.7335640138409,True
1083,75.63,0.79,22.14,10,663.739999999998,23.4220532319391,True
1084,75.63,0.79,22.14,15,300.650000000003,89.354773051089,True
1085,75.63,0.79,22.14,10,31.94,98.9923954372623,True
1086,75.63,0.79,22.14,15,583.369999999989,42.7233869326277,True
1087,75.63,0.79,22.14,15,788.899999999978,27.4374109505394,True
1088,75.63,0.79,22.14,10,238.219999999999,88.1939163498098,True
1089,75.63,0.79,22.14,15,872.599999999979,22.8577244046408,True
1090,75.63,0.79,22.14,10,602.720000000002,26.0456273764259,True
1091,75.63,0.79,22.14,15,862.369999999978,23.3462243028699,True
1092,75.63,0.79,22.14,10,191.24,90.893536121673,True
1093,75.63,0.79,22.14,10,395.360000000004,53.4410646387833,True
1094,75.63,0.79,22.14,15,217.880000000003,93.5477305108895,True
1095,75.63,0.79,22.14,10,115.100000000001,93.8593155893536,True
1096,75.63,0.79,22.14,10,52.46,96.958174904943,True
1097,75.63,0.79,22.14,10,656.719999999999,23.7452471482889,True
1098,75.63,0.79,22.14,15,179.750000000002,94.9928760431509,True
1099,75.63,0.79,22.14,10,860.299999999985,13.8973384030419,True
1100,75.63,0.79,22.14,10,409.940000000005,48.9543726235741,True
1101,75.63,0.79,22.14,15,286.700000000003,90.3724811723998,True
1102,75.63,0.79,22.14,10,799.819999999989,17.4714828897338,True
1103,75.63,0.79,22.14,10,215.539999999999,89.5247148288973,True
1104,75.63,0.79,22.14,10,82.1600000000002,95.0950570342205,True
1105,75.63,0.79,22.14,20,363.079999999999,83.7532907107935,True
1106,75.63,0.79,22.14,15,204.860000000002,94.2601261958071,True
1107,75.63,0.79,22.14,20,520.639999999993,46.4836404663408,True
1108,75.63,0.79,22.14,15,625.219999999986,38.5711377976796,True
1109,75.63,0.79,22.14,20,732.799999999986,35.9909740503949,True
1110,75.63,0.79,22.14,15,297.860000000003,89.7211479747608,True
1111,75.63,0.79,22.14,10,190.16,90.9125475285171,True
1112,75.63,0.79,22.14,10,826.819999999987,16.1977186311787,True
1113,75.63,0.79,22.14,10,739.879999999993,20.1520912547528,True
1114,75.63,0.79,22.14,20,63.5600000000003,99.2102294095525,True
1115,75.63,0.79,22.14,15,868.879999999979,23.1019743537554,True
1116,75.63,0.79,22.14,15,484.789999999994,53.6332179930796,True
1117,75.63,0.79,22.14,15,170.450000000002,95.3592509668227,True
1118,75.63,0.79,22.14,10,597.860000000003,26.1977186311787,True
1119,75.63,0.79,22.14,15,816.799999999976,26.0736820679829,True
1120,75.63,0.79,22.14,20,796.759999999984,33.4148176006018,True
1121,75.63,0.79,22.14,10,157.76,92.9277566539924,True
1122,75.63,0.79,22.14,10,880.279999999984,11.7680608365019,True
1123,75.63,0.79,22.14,10,427.760000000005,44.6007604562738,True
1124,75.63,0.79,22.14,10,57.86,96.254752851711,True
1125,75.63,0.79,22.14,10,96.7400000000003,94.5247148288973,True
1126,75.63,0.79,22.14,10,730.699999999994,20.5133079847909,True
1127,75.63,0.79,22.14,15,241.130000000003,93.0592306126603,True
1128,75.63,0.79,22.14,10,501.740000000008,33.9923954372624,True
1129,75.63,0.79,22.14,10,886.219999999983,11.4638783269962,True
1130,75.63,0.79,22.14,20,71.3600000000003,99.1162091011658,True
1131,75.63,0.79,22.14,15,731.239999999981,30.5923061266029,True
1132,75.63,0.79,22.14,10,277.64,86.1026615969582,True
1133,75.63,0.79,22.14,15,891.19999999998,22.0028495827397,True
1134,75.63,0.79,22.14,15,516.409999999992,48.7889273356401,True
1135,75.63,0.79,22.14,15,163.010000000002,95.5627925910849,True
1136,75.63,0.79,22.14,10,848.419999999986,14.5437262357415,True
1137,75.63,0.79,22.14,15,642.889999999985,36.7799715041726,True
1138,75.63,0.79,22.14,10,789.55999999999,18.0798479087453,True
1139,75.63,0.79,22.14,10,757.159999999992,19.4866920152091,True
1140,75.63,0.79,22.14,10,498.500000000008,34.1634980988593,True
1141,75.63,0.79,22.14,20,887.239999999981,30.0488905603611,True
1142,75.63,0.79,22.14,20,182.12,94.2647611884167,True
1143,75.63,0.79,22.14,10,571.940000000004,27.3384030418251,True
1144,75.63,0.79,22.14,10,118.880000000001,93.7832699619772,True
1145,75.63,0.79,22.14,10,692.899999999996,21.8631178707224,True
1146,75.63,0.79,22.14,20,397.399999999998,80.7070327190673,True
1147,75.63,0.79,22.14,15,218.810000000003,93.5477305108895,True
1148,75.63,0.79,22.14,10,35.72,98.7072243346007,True
1149,75.63,0.79,22.14,20,834.199999999982,32.0985332831892,True
1150,75.63,0.79,22.14,20,274.160000000001,89.2252726588943,True
1151,75.63,0.79,22.14,10,59.48,96.1977186311787,True
1152,75.63,0.79,22.14,10,623.780000000001,24.9239543726236,True
1153,75.63,0.79,22.14,20,194.600000000001,93.5125987213238,True
1154,75.63,0.79,22.14,10,541.700000000007,29.6577946768061,True
1155,75.63,0.79,22.14,20,289.760000000001,88.7363670552839,True
1156,75.63,0.79,22.14,10,402.380000000004,51.0076045627376,True
1157,75.63,0.79,22.14,15,450.379999999996,60.451862405862,True
1158,75.63,0.79,22.14,15,900.499999999981,21.5957663342153,True
1159,75.63,0.79,22.14,15,428.989999999997,67.7386525544474,True
1160,75.63,0.79,22.14,15,242.990000000003,93.0185222878079,True
1161,75.63,0.79,22.14,10,844.099999999986,15.0380228136882,True
1162,75.63,0.79,22.14,20,902.83999999998,29.6540052651373,True
1163,75.63,0.79,22.14,10,612.440000000002,25.3992395437262,True
1164,75.63,0.79,22.14,15,563.83999999999,43.9853450030532,True
1165,75.63,0.79,22.14,10,716.659999999995,20.9885931558935,True
1166,75.63,0.79,22.14,20,824.839999999983,32.3053779616397,True
1167,75.63,0.79,22.14,10,257.659999999999,87.1102661596958,True
1168,75.63,0.79,22.14,10,423.980000000005,45.5703422053232,True
1169,75.63,0.79,22.14,10,610.820000000002,25.5513307984791,True
1170,75.63,0.79,22.14,20,810.799999999983,32.8130876269274,True
1171,75.63,0.79,22.14,15,83.0300000000016,98.6973336047222,True
1172,75.63,0.79,22.14,10,56.78,96.3117870722433,True
1173,75.63,0.79,22.14,10,646.459999999999,24.2395437262357,True
1174,75.63,0.79,22.14,10,519.020000000008,31.9201520912547,True
1175,75.63,0.79,22.14,15,281.120000000003,90.7388560960716,True
1176,75.63,0.79,22.14,20,565.879999999992,43.757051523129,True
1177,75.63,0.79,22.14,10,419.660000000005,46.6730038022813,True
1178,75.63,0.79,22.14,10,846.259999999986,14.7148288973384,True
1179,75.63,0.79,22.14,15,268.100000000003,92.1636474659067,True
1180,75.63,0.79,22.14,10,123.200000000001,93.7262357414448,True
1181,75.63,0.79,22.14,10,415.880000000005,47.6996197718631,True
1182,75.63,0.79,22.14,15,738.67999999998,30.225931202931,True
1183,75.63,0.79,22.14,10,352.160000000002,71.4638783269962,True
1184,75.63,0.79,22.14,10,645.92,24.2395437262357,True
1185,75.63,0.79,22.14,20,653.239999999989,39.5449417074088,True
1186,75.63,0.79,22.14,15,97.9100000000017,97.9035212700997,True
1187,75.63,0.79,22.14,15,474.559999999994,55.7907592102585,True
1188,75.63,0.79,22.14,15,493.159999999994,52.4119682475066,True
1189,75.63,0.79,22.14,15,808.429999999976,26.4400569916548,True
1190,75.63,0.79,22.14,10,811.699999999988,17.0532319391635,True
1191,75.63,0.79,22.14,10,339.200000000002,74.828897338403,True
1192,75.63,0.79,22.14,10,489.320000000008,35.3992395437262,True
1193,75.63,0.79,22.14,15,525.709999999992,47.2827193161002,True
1194,75.63,0.79,22.14,10,606.500000000002,25.8745247148289,True
1195,75.63,0.79,22.14,10,628.640000000001,24.7148288973384,True
1196,75.63,0.79,22.14,10,225.799999999999,88.8022813688213,True
1197,75.63,0.79,22.14,20,127.52,95.4682211357653,True
1198,75.63,0.79,22.14,15,83.9600000000016,98.6566252798698,True
1199,75.63,0.79,22.14,10,760.399999999992,19.3346007604563,True
